geo_id,tract_name,hs_grad_or_higher,bachelors_or_higher,bachelors_degree,graduate_degree,year
1400000US17031814000,"Census Tract 8140, Cook County, Illinois",2279,392,296,96,2021
1400000US17031814100,"Census Tract 8141, Cook County, Illinois",1937,166,144,22,2021
1400000US17031814200,"Census Tract 8142, Cook County, Illinois",3502,677,527,150,2021
1400000US17031814300,"Census Tract 8143, Cook County, Illinois",1665,192,159,33,2021
1400000US17031814400,"Census Tract 8144, Cook County, Illinois",3310,663,581,82,2021
1400000US17031814500,"Census Tract 8145, Cook County, Illinois",2454,460,322,138,2021
1400000US17031814600,"Census Tract 8146, Cook County, Illinois",3005,899,618,281,2021
1400000US17031814700,"Census Tract 8147, Cook County, Illinois",3043,1030,623,407,2021
1400000US17031814800,"Census Tract 8148, Cook County, Illinois",3515,998,689,309,2021
1400000US17031814900,"Census Tract 8149, Cook County, Illinois",3201,1034,765,269,2021
1400000US17031815000,"Census Tract 8150, Cook County, Illinois",2204,528,363,165,2021
1400000US17031815100,"Census Tract 8151, Cook County, Illinois",2708,589,370,219,2021
1400000US17031815200,"Census Tract 8152, Cook County, Illinois",3592,547,370,177,2021
1400000US17031815300,"Census Tract 8153, Cook County, Illinois",2280,1056,753,303,2021
1400000US17031815400,"Census Tract 8154, Cook County, Illinois",3135,1357,740,617,2021
1400000US17031815500,"Census Tract 8155, Cook County, Illinois",4095,919,633,286,2021
1400000US17031815600,"Census Tract 8156, Cook County, Illinois",3490,1271,852,419,2021
1400000US17031815701,"Census Tract 8157.01, Cook County, Illinois",2671,1795,830,965,2021
1400000US17031815702,"Census Tract 8157.02, Cook County, Illinois",3530,2256,993,1263,2021
1400000US17031815800,"Census Tract 8158, Cook County, Illinois",1264,636,279,357,2021
1400000US17031815900,"Census Tract 8159, Cook County, Illinois",3986,2114,1150,964,2021
1400000US17031816000,"Census Tract 8160, Cook County, Illinois",2528,1698,978,720,2021
1400000US17031816100,"Census Tract 8161, Cook County, Illinois",4186,1614,958,656,2021
1400000US17031816200,"Census Tract 8162, Cook County, Illinois",2740,1049,611,438,2021
1400000US17031816300,"Census Tract 8163, Cook County, Illinois",2574,299,200,99,2021
1400000US17031816401,"Census Tract 8164.01, Cook County, Illinois",1614,137,126,11,2021
1400000US17031816402,"Census Tract 8164.02, Cook County, Illinois",1836,223,143,80,2021
1400000US17031816500,"Census Tract 8165, Cook County, Illinois",1811,188,129,59,2021
1400000US17031816600,"Census Tract 8166, Cook County, Illinois",1536,97,70,27,2021
1400000US17031816700,"Census Tract 8167, Cook County, Illinois",1356,196,161,35,2021
1400000US17031816800,"Census Tract 8168, Cook County, Illinois",3190,809,426,383,2021
1400000US17031816900,"Census Tract 8169, Cook County, Illinois",3503,739,558,181,2021
1400000US17031817000,"Census Tract 8170, Cook County, Illinois",2570,516,390,126,2021
1400000US17031817101,"Census Tract 8171.01, Cook County, Illinois",2862,393,243,150,2021
1400000US17031817102,"Census Tract 8171.02, Cook County, Illinois",1714,356,302,54,2021
1400000US17031817200,"Census Tract 8172, Cook County, Illinois",2056,419,241,178,2021
1400000US17031817300,"Census Tract 8173, Cook County, Illinois",1348,256,165,91,2021
1400000US17031817400,"Census Tract 8174, Cook County, Illinois",1606,463,265,198,2021
1400000US17031817500,"Census Tract 8175, Cook County, Illinois",1955,332,232,100,2021
1400000US17031817600,"Census Tract 8176, Cook County, Illinois",2036,281,162,119,2021
1400000US17031817700,"Census Tract 8177, Cook County, Illinois",3306,638,428,210,2021
1400000US17031817900,"Census Tract 8179, Cook County, Illinois",3905,632,474,158,2021
1400000US17031818000,"Census Tract 8180, Cook County, Illinois",2829,715,482,233,2021
1400000US17031818100,"Census Tract 8181, Cook County, Illinois",1662,764,525,239,2021
1400000US17031818200,"Census Tract 8182, Cook County, Illinois",3372,1135,660,475,2021
1400000US17031818300,"Census Tract 8183, Cook County, Illinois",3558,1054,828,226,2021
1400000US17031818401,"Census Tract 8184.01, Cook County, Illinois",2391,655,459,196,2021
1400000US17031818402,"Census Tract 8184.02, Cook County, Illinois",2412,1327,931,396,2021
1400000US17031818500,"Census Tract 8185, Cook County, Illinois",4287,2344,1563,781,2021
1400000US17031818600,"Census Tract 8186, Cook County, Illinois",3104,1967,889,1078,2021
1400000US17031818700,"Census Tract 8187, Cook County, Illinois",2714,1347,702,645,2021
1400000US17031818800,"Census Tract 8188, Cook County, Illinois",3557,1837,1136,701,2021
1400000US17031818900,"Census Tract 8189, Cook County, Illinois",2996,1670,1046,624,2021
1400000US17031819000,"Census Tract 8190, Cook County, Illinois",2893,2061,1252,809,2021
1400000US17031819100,"Census Tract 8191, Cook County, Illinois",2408,635,327,308,2021
1400000US17031819200,"Census Tract 8192, Cook County, Illinois",3950,770,487,283,2021
1400000US17031819300,"Census Tract 8193, Cook County, Illinois",1734,770,628,142,2021
1400000US17031819400,"Census Tract 8194, Cook County, Illinois",3363,1391,991,400,2021
1400000US17031819500,"Census Tract 8195, Cook County, Illinois",2211,1079,508,571,2021
1400000US17031819600,"Census Tract 8196, Cook County, Illinois",2563,1885,923,962,2021
1400000US17031819700,"Census Tract 8197, Cook County, Illinois",3407,2738,1254,1484,2021
1400000US17031819801,"Census Tract 8198.01, Cook County, Illinois",3185,2878,1599,1279,2021
1400000US17031819802,"Census Tract 8198.02, Cook County, Illinois",1696,1295,681,614,2021
1400000US17031819900,"Census Tract 8199, Cook County, Illinois",1963,1569,837,732,2021
1400000US17031820000,"Census Tract 8200, Cook County, Illinois",1253,954,414,540,2021
1400000US17031820101,"Census Tract 8201.01, Cook County, Illinois",5831,3540,2012,1528,2021
1400000US17031820103,"Census Tract 8201.03, Cook County, Illinois",2698,1060,721,339,2021
1400000US17031820104,"Census Tract 8201.04, Cook County, Illinois",2958,1449,915,534,2021
1400000US17031820202,"Census Tract 8202.02, Cook County, Illinois",1942,364,225,139,2021
1400000US17031820203,"Census Tract 8202.03, Cook County, Illinois",2341,1147,599,548,2021
1400000US17031820204,"Census Tract 8202.04, Cook County, Illinois",3259,2166,1154,1012,2021
1400000US17031820300,"Census Tract 8203, Cook County, Illinois",2318,532,402,130,2021
1400000US17031820400,"Census Tract 8204, Cook County, Illinois",2190,299,253,46,2021
1400000US17031820501,"Census Tract 8205.01, Cook County, Illinois",3421,892,618,274,2021
1400000US17031820502,"Census Tract 8205.02, Cook County, Illinois",3715,801,588,213,2021
1400000US17031820603,"Census Tract 8206.03, Cook County, Illinois",2924,551,322,229,2021
1400000US17031820604,"Census Tract 8206.04, Cook County, Illinois",1689,247,180,67,2021
1400000US17031820605,"Census Tract 8206.05, Cook County, Illinois",2894,521,307,214,2021
1400000US17031820606,"Census Tract 8206.06, Cook County, Illinois",2642,769,570,199,2021
1400000US17031820700,"Census Tract 8207, Cook County, Illinois",3874,677,414,263,2021
1400000US17031820800,"Census Tract 8208, Cook County, Illinois",2169,396,279,117,2021
1400000US17031820901,"Census Tract 8209.01, Cook County, Illinois",2557,314,182,132,2021
1400000US17031820902,"Census Tract 8209.02, Cook County, Illinois",2753,510,345,165,2021
1400000US17031821001,"Census Tract 8210.01, Cook County, Illinois",2578,562,416,146,2021
1400000US17031821002,"Census Tract 8210.02, Cook County, Illinois",2921,626,400,226,2021
1400000US17031821101,"Census Tract 8211.01, Cook County, Illinois",2617,485,366,119,2021
1400000US17031821102,"Census Tract 8211.02, Cook County, Illinois",2589,644,446,198,2021
1400000US17031821200,"Census Tract 8212, Cook County, Illinois",2721,821,560,261,2021
1400000US17031821300,"Census Tract 8213, Cook County, Illinois",2720,531,427,104,2021
1400000US17031821401,"Census Tract 8214.01, Cook County, Illinois",1727,372,147,225,2021
1400000US17031821402,"Census Tract 8214.02, Cook County, Illinois",1979,316,183,133,2021
1400000US17031821500,"Census Tract 8215, Cook County, Illinois",752,115,78,37,2021
1400000US17031821600,"Census Tract 8216, Cook County, Illinois",3030,1023,643,380,2021
1400000US17031821700,"Census Tract 8217, Cook County, Illinois",3056,1312,761,551,2021
1400000US17031821800,"Census Tract 8218, Cook County, Illinois",3566,1646,1054,592,2021
1400000US17031821900,"Census Tract 8219, Cook County, Illinois",3209,1383,861,522,2021
1400000US17031822000,"Census Tract 8220, Cook County, Illinois",2636,527,291,236,2021
1400000US17031822101,"Census Tract 8221.01, Cook County, Illinois",2702,991,596,395,2021
1400000US17031822102,"Census Tract 8221.02, Cook County, Illinois",3072,1180,835,345,2021
1400000US17031822200,"Census Tract 8222, Cook County, Illinois",2542,629,447,182,2021
1400000US17031822301,"Census Tract 8223.01, Cook County, Illinois",2201,545,380,165,2021
1400000US17031822302,"Census Tract 8223.02, Cook County, Illinois",2869,760,634,126,2021
1400000US17031822400,"Census Tract 8224, Cook County, Illinois",3566,906,487,419,2021
1400000US17031822500,"Census Tract 8225, Cook County, Illinois",3042,1063,556,507,2021
1400000US17031822601,"Census Tract 8226.01, Cook County, Illinois",2672,1023,776,247,2021
1400000US17031822602,"Census Tract 8226.02, Cook County, Illinois",4700,1695,913,782,2021
1400000US17031822701,"Census Tract 8227.01, Cook County, Illinois",3248,1644,1137,507,2021
1400000US17031822702,"Census Tract 8227.02, Cook County, Illinois",2167,703,442,261,2021
1400000US17031822801,"Census Tract 8228.01, Cook County, Illinois",2200,1050,708,342,2021
1400000US17031822802,"Census Tract 8228.02, Cook County, Illinois",2245,1096,711,385,2021
1400000US17031822900,"Census Tract 8229, Cook County, Illinois",1370,420,212,208,2021
1400000US17031823001,"Census Tract 8230.01, Cook County, Illinois",4706,1445,1126,319,2021
1400000US17031823002,"Census Tract 8230.02, Cook County, Illinois",3388,1000,620,380,2021
1400000US17031823101,"Census Tract 8231.01, Cook County, Illinois",2726,485,302,183,2021
1400000US17031823102,"Census Tract 8231.02, Cook County, Illinois",2419,518,362,156,2021
1400000US17031823200,"Census Tract 8232, Cook County, Illinois",3043,735,507,228,2021
1400000US17031823302,"Census Tract 8233.02, Cook County, Illinois",3472,814,391,423,2021
1400000US17031823303,"Census Tract 8233.03, Cook County, Illinois",2563,586,385,201,2021
1400000US17031823304,"Census Tract 8233.04, Cook County, Illinois",3752,778,565,213,2021
1400000US17031823400,"Census Tract 8234, Cook County, Illinois",2815,596,386,210,2021
1400000US17031823500,"Census Tract 8235, Cook County, Illinois",2280,549,370,179,2021
1400000US17031823602,"Census Tract 8236.02, Cook County, Illinois",4729,1270,965,305,2021
1400000US17031823603,"Census Tract 8236.03, Cook County, Illinois",928,91,59,32,2021
1400000US17031823604,"Census Tract 8236.04, Cook County, Illinois",2286,1094,726,368,2021
1400000US17031823605,"Census Tract 8236.05, Cook County, Illinois",2708,1121,799,322,2021
1400000US17031823702,"Census Tract 8237.02, Cook County, Illinois",3906,1274,755,519,2021
1400000US17031823703,"Census Tract 8237.03, Cook County, Illinois",4328,961,674,287,2021
1400000US17031823704,"Census Tract 8237.04, Cook County, Illinois",2469,734,531,203,2021
1400000US17031823705,"Census Tract 8237.05, Cook County, Illinois",2629,872,496,376,2021
1400000US17031823801,"Census Tract 8238.01, Cook County, Illinois",3903,2319,1151,1168,2021
1400000US17031823803,"Census Tract 8238.03, Cook County, Illinois",4496,1256,706,550,2021
1400000US17031823805,"Census Tract 8238.05, Cook County, Illinois",2371,793,609,184,2021
1400000US17031823806,"Census Tract 8238.06, Cook County, Illinois",2959,659,486,173,2021
1400000US17031823901,"Census Tract 8239.01, Cook County, Illinois",3038,1302,612,690,2021
1400000US17031823903,"Census Tract 8239.03, Cook County, Illinois",3279,1574,811,763,2021
1400000US17031823904,"Census Tract 8239.04, Cook County, Illinois",3022,1404,717,687,2021
1400000US17031824003,"Census Tract 8240.03, Cook County, Illinois",4125,1681,971,710,2021
1400000US17031824004,"Census Tract 8240.04, Cook County, Illinois",3478,1637,962,675,2021
1400000US17031824005,"Census Tract 8240.05, Cook County, Illinois",3725,1643,1096,547,2021
1400000US17031824006,"Census Tract 8240.06, Cook County, Illinois",3477,1857,1102,755,2021
1400000US17031824105,"Census Tract 8241.05, Cook County, Illinois",4822,2363,1377,986,2021
1400000US17031824106,"Census Tract 8241.06, Cook County, Illinois",4390,1964,1031,933,2021
1400000US17031824107,"Census Tract 8241.07, Cook County, Illinois",4806,2024,1337,687,2021
1400000US17031824113,"Census Tract 8241.13, Cook County, Illinois",4538,2104,1338,766,2021
1400000US17031824114,"Census Tract 8241.14, Cook County, Illinois",3668,2125,1225,900,2021
1400000US17031824115,"Census Tract 8241.15, Cook County, Illinois",2700,1058,724,334,2021
1400000US17031824116,"Census Tract 8241.16, Cook County, Illinois",3379,1404,773,631,2021
1400000US17031824119,"Census Tract 8241.19, Cook County, Illinois",3853,1822,1236,586,2021
1400000US17031824121,"Census Tract 8241.21, Cook County, Illinois",2193,848,586,262,2021
1400000US17031824122,"Census Tract 8241.22, Cook County, Illinois",4411,1797,1149,648,2021
1400000US17031824123,"Census Tract 8241.23, Cook County, Illinois",4816,1590,1111,479,2021
1400000US17031824124,"Census Tract 8241.24, Cook County, Illinois",1830,1073,704,369,2021
1400000US17031824125,"Census Tract 8241.25, Cook County, Illinois",3197,1234,911,323,2021
1400000US17031824126,"Census Tract 8241.26, Cook County, Illinois",3996,2031,1137,894,2021
1400000US17031824127,"Census Tract 8241.27, Cook County, Illinois",2754,1223,624,599,2021
1400000US17031824128,"Census Tract 8241.28, Cook County, Illinois",3358,1701,1044,657,2021
1400000US17031824129,"Census Tract 8241.29, Cook County, Illinois",2843,1015,512,503,2021
1400000US17031824300,"Census Tract 8243, Cook County, Illinois",2848,535,389,146,2021
1400000US17031824400,"Census Tract 8244, Cook County, Illinois",1282,266,142,124,2021
1400000US17031824503,"Census Tract 8245.03, Cook County, Illinois",4210,1893,1135,758,2021
1400000US17031824505,"Census Tract 8245.05, Cook County, Illinois",4483,1368,862,506,2021
1400000US17031824507,"Census Tract 8245.07, Cook County, Illinois",2619,625,470,155,2021
1400000US17031824508,"Census Tract 8245.08, Cook County, Illinois",2431,954,723,231,2021
1400000US17031824509,"Census Tract 8245.09, Cook County, Illinois",3246,1075,780,295,2021
1400000US17031824601,"Census Tract 8246.01, Cook County, Illinois",2667,716,426,290,2021
1400000US17031824602,"Census Tract 8246.02, Cook County, Illinois",3889,1082,800,282,2021
1400000US17031824701,"Census Tract 8247.01, Cook County, Illinois",2204,367,279,88,2021
1400000US17031824702,"Census Tract 8247.02, Cook County, Illinois",3249,518,298,220,2021
1400000US17031824800,"Census Tract 8248, Cook County, Illinois",3389,704,446,258,2021
1400000US17031824900,"Census Tract 8249, Cook County, Illinois",1803,289,235,54,2021
1400000US17031825000,"Census Tract 8250, Cook County, Illinois",2953,1147,865,282,2021
1400000US17031825200,"Census Tract 8252, Cook County, Illinois",1338,308,173,135,2021
1400000US17031825302,"Census Tract 8253.02, Cook County, Illinois",3515,1206,801,405,2021
1400000US17031825303,"Census Tract 8253.03, Cook County, Illinois",2536,747,537,210,2021
1400000US17031825304,"Census Tract 8253.04, Cook County, Illinois",2835,858,606,252,2021
1400000US17031825400,"Census Tract 8254, Cook County, Illinois",4112,1394,821,573,2021
1400000US17031825501,"Census Tract 8255.01, Cook County, Illinois",3384,880,500,380,2021
1400000US17031825503,"Census Tract 8255.03, Cook County, Illinois",4009,1322,761,561,2021
1400000US17031825504,"Census Tract 8255.04, Cook County, Illinois",2361,809,383,426,2021
1400000US17031825505,"Census Tract 8255.05, Cook County, Illinois",3549,913,668,245,2021
1400000US17031825600,"Census Tract 8256, Cook County, Illinois",2670,515,400,115,2021
1400000US17031825700,"Census Tract 8257, Cook County, Illinois",2405,395,242,153,2021
1400000US17031825801,"Census Tract 8258.01, Cook County, Illinois",2218,399,294,105,2021
1400000US17031825802,"Census Tract 8258.02, Cook County, Illinois",4011,853,586,267,2021
1400000US17031825803,"Census Tract 8258.03, Cook County, Illinois",3589,857,629,228,2021
1400000US17031825900,"Census Tract 8259, Cook County, Illinois",1898,326,301,25,2021
1400000US17031826000,"Census Tract 8260, Cook County, Illinois",1158,114,111,3,2021
1400000US17031826100,"Census Tract 8261, Cook County, Illinois",2900,524,353,171,2021
1400000US17031826201,"Census Tract 8262.01, Cook County, Illinois",2868,839,512,327,2021
1400000US17031826202,"Census Tract 8262.02, Cook County, Illinois",2617,660,457,203,2021
1400000US17031826301,"Census Tract 8263.01, Cook County, Illinois",2918,594,319,275,2021
1400000US17031826303,"Census Tract 8263.03, Cook County, Illinois",2275,572,351,221,2021
1400000US17031826304,"Census Tract 8263.04, Cook County, Illinois",2001,493,386,107,2021
1400000US17031826401,"Census Tract 8264.01, Cook County, Illinois",2126,367,279,88,2021
1400000US17031826402,"Census Tract 8264.02, Cook County, Illinois",3188,780,505,275,2021
1400000US17031826500,"Census Tract 8265, Cook County, Illinois",2941,486,335,151,2021
1400000US17031826600,"Census Tract 8266, Cook County, Illinois",2664,447,292,155,2021
1400000US17031826700,"Census Tract 8267, Cook County, Illinois",2551,489,291,198,2021
1400000US17031826800,"Census Tract 8268, Cook County, Illinois",2251,332,130,202,2021
1400000US17031826901,"Census Tract 8269.01, Cook County, Illinois",903,103,65,38,2021
1400000US17031826902,"Census Tract 8269.02, Cook County, Illinois",741,56,42,14,2021
1400000US17031827000,"Census Tract 8270, Cook County, Illinois",2212,308,171,137,2021
1400000US17031827100,"Census Tract 8271, Cook County, Illinois",1288,185,136,49,2021
1400000US17031827200,"Census Tract 8272, Cook County, Illinois",1907,484,246,238,2021
1400000US17031827300,"Census Tract 8273, Cook County, Illinois",1081,233,125,108,2021
1400000US17031827400,"Census Tract 8274, Cook County, Illinois",1598,342,285,57,2021
1400000US17031827500,"Census Tract 8275, Cook County, Illinois",1805,47,34,13,2021
1400000US17031827600,"Census Tract 8276, Cook County, Illinois",1588,200,93,107,2021
1400000US17031827700,"Census Tract 8277, Cook County, Illinois",1388,232,138,94,2021
1400000US17031827801,"Census Tract 8278.01, Cook County, Illinois",3130,960,545,415,2021
1400000US17031827802,"Census Tract 8278.02, Cook County, Illinois",1904,495,221,274,2021
1400000US17031827804,"Census Tract 8278.04, Cook County, Illinois",2053,393,264,129,2021
1400000US17031827805,"Census Tract 8278.05, Cook County, Illinois",1818,720,400,320,2021
1400000US17031827901,"Census Tract 8279.01, Cook County, Illinois",1400,682,355,327,2021
1400000US17031827902,"Census Tract 8279.02, Cook County, Illinois",2644,454,288,166,2021
1400000US17031828000,"Census Tract 8280, Cook County, Illinois",3299,1002,617,385,2021
1400000US17031828100,"Census Tract 8281, Cook County, Illinois",3260,766,485,281,2021
1400000US17031828201,"Census Tract 8282.01, Cook County, Illinois",2207,978,544,434,2021
1400000US17031828202,"Census Tract 8282.02, Cook County, Illinois",3344,879,589,290,2021
1400000US17031828300,"Census Tract 8283, Cook County, Illinois",2308,748,616,132,2021
1400000US17031828401,"Census Tract 8284.01, Cook County, Illinois",2234,997,579,418,2021
1400000US17031828402,"Census Tract 8284.02, Cook County, Illinois",2263,818,541,277,2021
1400000US17031828503,"Census Tract 8285.03, Cook County, Illinois",2685,481,440,41,2021
1400000US17031828504,"Census Tract 8285.04, Cook County, Illinois",2816,564,301,263,2021
1400000US17031828505,"Census Tract 8285.05, Cook County, Illinois",4702,1837,1341,496,2021
1400000US17031828507,"Census Tract 8285.07, Cook County, Illinois",2325,859,575,284,2021
1400000US17031828508,"Census Tract 8285.08, Cook County, Illinois",2268,734,602,132,2021
1400000US17031828601,"Census Tract 8286.01, Cook County, Illinois",2949,1366,959,407,2021
1400000US17031828602,"Census Tract 8286.02, Cook County, Illinois",2812,1409,828,581,2021
1400000US17031828701,"Census Tract 8287.01, Cook County, Illinois",2717,901,593,308,2021
1400000US17031828702,"Census Tract 8287.02, Cook County, Illinois",2739,664,470,194,2021
1400000US17031828801,"Census Tract 8288.01, Cook County, Illinois",3376,1952,814,1138,2021
1400000US17031828802,"Census Tract 8288.02, Cook County, Illinois",1748,364,188,176,2021
1400000US17031828900,"Census Tract 8289, Cook County, Illinois",1857,419,327,92,2021
1400000US17031829000,"Census Tract 8290, Cook County, Illinois",421,46,44,2,2021
1400000US17031829100,"Census Tract 8291, Cook County, Illinois",1423,140,73,67,2021
1400000US17031829200,"Census Tract 8292, Cook County, Illinois",2668,590,378,212,2021
1400000US17031829301,"Census Tract 8293.01, Cook County, Illinois",2289,952,520,432,2021
1400000US17031829302,"Census Tract 8293.02, Cook County, Illinois",1912,167,96,71,2021
1400000US17031829401,"Census Tract 8294.01, Cook County, Illinois",478,67,49,18,2021
1400000US17031829402,"Census Tract 8294.02, Cook County, Illinois",1934,451,249,202,2021
1400000US17031829500,"Census Tract 8295, Cook County, Illinois",1972,294,254,40,2021
1400000US17031829600,"Census Tract 8296, Cook County, Illinois",1769,237,190,47,2021
1400000US17031829700,"Census Tract 8297, Cook County, Illinois",1724,323,225,98,2021
1400000US17031829800,"Census Tract 8298, Cook County, Illinois",4249,2368,1035,1333,2021
1400000US17031829902,"Census Tract 8299.02, Cook County, Illinois",4463,2319,1512,807,2021
1400000US17031829903,"Census Tract 8299.03, Cook County, Illinois",3097,1158,800,358,2021
1400000US17031829904,"Census Tract 8299.04, Cook County, Illinois",3254,1450,736,714,2021
1400000US17031830001,"Census Tract 8300.01, Cook County, Illinois",1455,283,105,178,2021
1400000US17031830003,"Census Tract 8300.03, Cook County, Illinois",5348,2591,1337,1254,2021
1400000US17031830004,"Census Tract 8300.04, Cook County, Illinois",4310,1765,893,872,2021
1400000US17031830005,"Census Tract 8300.05, Cook County, Illinois",2728,1396,640,756,2021
1400000US17031830006,"Census Tract 8300.06, Cook County, Illinois",1748,624,318,306,2021
1400000US17031830007,"Census Tract 8300.07, Cook County, Illinois",2860,742,370,372,2021
1400000US17031830008,"Census Tract 8300.08, Cook County, Illinois",2713,1102,761,341,2021
1400000US17031830100,"Census Tract 8301, Cook County, Illinois",2050,549,306,243,2021
1400000US17031830201,"Census Tract 8302.01, Cook County, Illinois",3164,802,449,353,2021
1400000US17031830202,"Census Tract 8302.02, Cook County, Illinois",2175,968,591,377,2021
1400000US17031830300,"Census Tract 8303, Cook County, Illinois",3301,1118,740,378,2021
1400000US17031830400,"Census Tract 8304, Cook County, Illinois",2485,607,318,289,2021
1400000US17031830500,"Census Tract 8305, Cook County, Illinois",1372,251,221,30,2021
1400000US17031830600,"Census Tract 8306, Cook County, Illinois",3037,1465,924,541,2021
1400000US17031830700,"Census Tract 8307, Cook County, Illinois",2945,1565,1054,511,2021
1400000US17031830800,"Census Tract 8308, Cook County, Illinois",2139,1637,990,647,2021
1400000US17031830900,"Census Tract 8309, Cook County, Illinois",2166,1618,1104,514,2021
1400000US17031831000,"Census Tract 8310, Cook County, Illinois",1863,1582,761,821,2021
1400000US17031831100,"Census Tract 8311, Cook County, Illinois",4641,2282,1594,688,2021
1400000US17031831200,"Census Tract 8312, Cook County, Illinois",2277,452,284,168,2021
1400000US17031831300,"Census Tract 8313, Cook County, Illinois",524,159,139,20,2021
1400000US17031831400,"Census Tract 8314, Cook County, Illinois",1596,421,238,183,2021
1400000US17031831500,"Census Tract 8315, Cook County, Illinois",1941,634,394,240,2021
1400000US17031831600,"Census Tract 8316, Cook County, Illinois",3486,574,412,162,2021
1400000US17031831700,"Census Tract 8317, Cook County, Illinois",1332,530,419,111,2021
1400000US17031831800,"Census Tract 8318, Cook County, Illinois",3871,2088,1083,1005,2021
1400000US17031831900,"Census Tract 8319, Cook County, Illinois",2412,2091,1175,916,2021
1400000US17031832000,"Census Tract 8320, Cook County, Illinois",1327,1142,650,492,2021
1400000US17031832100,"Census Tract 8321, Cook County, Illinois",2401,1886,1254,632,2021
1400000US17031832200,"Census Tract 8322, Cook County, Illinois",2219,1919,1186,733,2021
1400000US17031832300,"Census Tract 8323, Cook County, Illinois",1553,1199,598,601,2021
1400000US17031832400,"Census Tract 8324, Cook County, Illinois",2566,2065,1248,817,2021
1400000US17031832500,"Census Tract 8325, Cook County, Illinois",2044,1644,961,683,2021
1400000US17031832600,"Census Tract 8326, Cook County, Illinois",3132,2770,1547,1223,2021
1400000US17031832900,"Census Tract 8329, Cook County, Illinois",1099,983,482,501,2021
1400000US17031833000,"Census Tract 8330, Cook County, Illinois",4159,3498,2069,1429,2021
1400000US17031833100,"Census Tract 8331, Cook County, Illinois",6275,5730,3058,2672,2021
1400000US17031833300,"Census Tract 8333, Cook County, Illinois",1337,1165,632,533,2021
1400000US17031833900,"Census Tract 8339, Cook County, Illinois",1040,204,180,24,2021
1400000US17031834000,"Census Tract 8340, Cook County, Illinois",1772,322,205,117,2021
1400000US17031834200,"Census Tract 8342, Cook County, Illinois",3260,873,537,336,2021
1400000US17031834300,"Census Tract 8343, Cook County, Illinois",4411,1702,1048,654,2021
1400000US17031834400,"Census Tract 8344, Cook County, Illinois",2568,859,547,312,2021
1400000US17031834500,"Census Tract 8345, Cook County, Illinois",691,52,24,28,2021
1400000US17031834600,"Census Tract 8346, Cook County, Illinois",932,72,57,15,2021
1400000US17031834700,"Census Tract 8347, Cook County, Illinois",638,206,128,78,2021
1400000US17031834800,"Census Tract 8348, Cook County, Illinois",1083,217,190,27,2021
1400000US17031834900,"Census Tract 8349, Cook County, Illinois",506,91,48,43,2021
1400000US17031835000,"Census Tract 8350, Cook County, Illinois",2580,283,163,120,2021
1400000US17031835100,"Census Tract 8351, Cook County, Illinois",1614,187,157,30,2021
1400000US17031835200,"Census Tract 8352, Cook County, Illinois",1237,252,152,100,2021
1400000US17031835500,"Census Tract 8355, Cook County, Illinois",711,109,96,13,2021
1400000US17031835600,"Census Tract 8356, Cook County, Illinois",456,37,10,27,2021
1400000US17031835800,"Census Tract 8358, Cook County, Illinois",1018,527,322,205,2021
1400000US17031836000,"Census Tract 8360, Cook County, Illinois",1674,926,539,387,2021
1400000US17031836100,"Census Tract 8361, Cook County, Illinois",968,301,211,90,2021
1400000US17031836200,"Census Tract 8362, Cook County, Illinois",234,208,62,146,2021
1400000US17031836300,"Census Tract 8363, Cook County, Illinois",1116,829,467,362,2021
1400000US17031836400,"Census Tract 8364, Cook County, Illinois",2388,1120,615,505,2021
1400000US17031836500,"Census Tract 8365, Cook County, Illinois",902,451,315,136,2021
1400000US17031836600,"Census Tract 8366, Cook County, Illinois",1603,675,191,484,2021
1400000US17031836700,"Census Tract 8367, Cook County, Illinois",1392,339,196,143,2021
1400000US17031836800,"Census Tract 8368, Cook County, Illinois",946,123,85,38,2021
1400000US17031836900,"Census Tract 8369, Cook County, Illinois",935,291,262,29,2021
1400000US17031837000,"Census Tract 8370, Cook County, Illinois",1042,434,208,226,2021
1400000US17031837100,"Census Tract 8371, Cook County, Illinois",935,378,299,79,2021
1400000US17031837300,"Census Tract 8373, Cook County, Illinois",1435,244,114,130,2021
1400000US17031837400,"Census Tract 8374, Cook County, Illinois",1222,232,171,61,2021
1400000US17031837800,"Census Tract 8378, Cook County, Illinois",1663,771,547,224,2021
1400000US17031838000,"Census Tract 8380, Cook County, Illinois",1611,513,374,139,2021
1400000US17031838100,"Census Tract 8381, Cook County, Illinois",979,492,205,287,2021
1400000US17031838200,"Census Tract 8382, Cook County, Illinois",900,533,247,286,2021
1400000US17031838300,"Census Tract 8383, Cook County, Illinois",1573,1156,753,403,2021
1400000US17031838600,"Census Tract 8386, Cook County, Illinois",672,29,6,23,2021
1400000US17031838700,"Census Tract 8387, Cook County, Illinois",1846,327,154,173,2021
1400000US17031838800,"Census Tract 8388, Cook County, Illinois",1611,255,189,66,2021
1400000US17031839000,"Census Tract 8390, Cook County, Illinois",8108,6138,2949,3189,2021
1400000US17031839100,"Census Tract 8391, Cook County, Illinois",5966,4993,2615,2378,2021
1400000US17031839200,"Census Tract 8392, Cook County, Illinois",1784,963,535,428,2021
1400000US17031839500,"Census Tract 8395, Cook County, Illinois",994,541,301,240,2021
1400000US17031839600,"Census Tract 8396, Cook County, Illinois",1084,416,258,158,2021
