geo_id,tract_name,hs_grad_or_higher,bachelors_or_higher,bachelors_degree,graduate_degree,year
1400000US17031804709,"Census Tract 8047.09, Cook County, Illinois",3880,1527,1007,520,2018
1400000US17031804710,"Census Tract 8047.10, Cook County, Illinois",2794,1174,909,265,2018
1400000US17031804711,"Census Tract 8047.11, Cook County, Illinois",5114,2731,1883,848,2018
1400000US17031804712,"Census Tract 8047.12, Cook County, Illinois",3696,1649,1035,614,2018
1400000US17031804713,"Census Tract 8047.13, Cook County, Illinois",3440,2437,1366,1071,2018
1400000US17031804714,"Census Tract 8047.14, Cook County, Illinois",2254,962,696,266,2018
1400000US17031804715,"Census Tract 8047.15, Cook County, Illinois",1472,562,326,236,2018
1400000US17031804716,"Census Tract 8047.16, Cook County, Illinois",3059,1546,800,746,2018
1400000US17031804803,"Census Tract 8048.03, Cook County, Illinois",3609,1648,1018,630,2018
1400000US17031804804,"Census Tract 8048.04, Cook County, Illinois",4010,1911,1112,799,2018
1400000US17031804805,"Census Tract 8048.05, Cook County, Illinois",4374,1850,1286,564,2018
1400000US17031804806,"Census Tract 8048.06, Cook County, Illinois",2189,474,331,143,2018
1400000US17031804807,"Census Tract 8048.07, Cook County, Illinois",3249,948,716,232,2018
1400000US17031804808,"Census Tract 8048.08, Cook County, Illinois",1761,738,537,201,2018
1400000US17031804809,"Census Tract 8048.09, Cook County, Illinois",2910,1425,944,481,2018
1400000US17031804810,"Census Tract 8048.10, Cook County, Illinois",4572,1988,1302,686,2018
1400000US17031804901,"Census Tract 8049.01, Cook County, Illinois",4438,2629,1611,1018,2018
1400000US17031804902,"Census Tract 8049.02, Cook County, Illinois",3527,1812,1136,676,2018
1400000US17031805001,"Census Tract 8050.01, Cook County, Illinois",3288,1909,1224,685,2018
1400000US17031805002,"Census Tract 8050.02, Cook County, Illinois",3999,1841,1382,459,2018
1400000US17031805105,"Census Tract 8051.05, Cook County, Illinois",3325,1485,991,494,2018
1400000US17031805106,"Census Tract 8051.06, Cook County, Illinois",2141,1151,723,428,2018
1400000US17031805107,"Census Tract 8051.07, Cook County, Illinois",3621,1355,937,418,2018
1400000US17031805108,"Census Tract 8051.08, Cook County, Illinois",4034,1771,1207,564,2018
1400000US17031805109,"Census Tract 8051.09, Cook County, Illinois",2892,1400,826,574,2018
1400000US17031805110,"Census Tract 8051.10, Cook County, Illinois",3230,1513,1035,478,2018
1400000US17031805111,"Census Tract 8051.11, Cook County, Illinois",4436,1696,1145,551,2018
1400000US17031805112,"Census Tract 8051.12, Cook County, Illinois",1956,668,481,187,2018
1400000US17031805201,"Census Tract 8052.01, Cook County, Illinois",2723,1093,628,465,2018
1400000US17031805202,"Census Tract 8052.02, Cook County, Illinois",2911,1506,895,611,2018
1400000US17031805301,"Census Tract 8053.01, Cook County, Illinois",1960,907,638,269,2018
1400000US17031805302,"Census Tract 8053.02, Cook County, Illinois",2560,1112,835,277,2018
1400000US17031805401,"Census Tract 8054.01, Cook County, Illinois",2540,1058,757,301,2018
1400000US17031805402,"Census Tract 8054.02, Cook County, Illinois",3285,1063,691,372,2018
1400000US17031805501,"Census Tract 8055.01, Cook County, Illinois",2448,1413,981,432,2018
1400000US17031805502,"Census Tract 8055.02, Cook County, Illinois",2610,1897,873,1024,2018
1400000US17031805600,"Census Tract 8056, Cook County, Illinois",2845,2025,1038,987,2018
1400000US17031805701,"Census Tract 8057.01, Cook County, Illinois",3413,2115,1240,875,2018
1400000US17031805702,"Census Tract 8057.02, Cook County, Illinois",1307,793,486,307,2018
1400000US17031805801,"Census Tract 8058.01, Cook County, Illinois",1763,895,464,431,2018
1400000US17031805802,"Census Tract 8058.02, Cook County, Illinois",3206,1906,1148,758,2018
1400000US17031805901,"Census Tract 8059.01, Cook County, Illinois",2905,1429,958,471,2018
1400000US17031805902,"Census Tract 8059.02, Cook County, Illinois",4135,2153,1335,818,2018
1400000US17031806001,"Census Tract 8060.01, Cook County, Illinois",3876,1592,1026,566,2018
1400000US17031806002,"Census Tract 8060.02, Cook County, Illinois",4378,1943,1285,658,2018
1400000US17031806003,"Census Tract 8060.03, Cook County, Illinois",5445,2416,1712,704,2018
1400000US17031806004,"Census Tract 8060.04, Cook County, Illinois",4836,1986,1193,793,2018
1400000US17031806102,"Census Tract 8061.02, Cook County, Illinois",2561,1124,748,376,2018
1400000US17031806103,"Census Tract 8061.03, Cook County, Illinois",3341,1478,1065,413,2018
1400000US17031806104,"Census Tract 8061.04, Cook County, Illinois",2881,1290,937,353,2018
1400000US17031806201,"Census Tract 8062.01, Cook County, Illinois",3299,1736,867,869,2018
1400000US17031806202,"Census Tract 8062.02, Cook County, Illinois",3660,1773,1013,760,2018
1400000US17031806300,"Census Tract 8063, Cook County, Illinois",2875,1141,779,362,2018
1400000US17031806400,"Census Tract 8064, Cook County, Illinois",1567,501,316,185,2018
1400000US17031806501,"Census Tract 8065.01, Cook County, Illinois",1417,443,348,95,2018
1400000US17031806502,"Census Tract 8065.02, Cook County, Illinois",2655,900,719,181,2018
1400000US17031806600,"Census Tract 8066, Cook County, Illinois",2319,757,504,253,2018
1400000US17031806700,"Census Tract 8067, Cook County, Illinois",2757,2089,1001,1088,2018
1400000US17031806801,"Census Tract 8068.01, Cook County, Illinois",2733,1258,805,453,2018
1400000US17031806802,"Census Tract 8068.02, Cook County, Illinois",1963,1190,666,524,2018
1400000US17031806900,"Census Tract 8069, Cook County, Illinois",3613,1884,1154,730,2018
1400000US17031807000,"Census Tract 8070, Cook County, Illinois",3759,1469,887,582,2018
1400000US17031807100,"Census Tract 8071, Cook County, Illinois",2123,1623,729,894,2018
1400000US17031807200,"Census Tract 8072, Cook County, Illinois",3497,1920,1128,792,2018
1400000US17031807300,"Census Tract 8073, Cook County, Illinois",5070,2560,1733,827,2018
1400000US17031807400,"Census Tract 8074, Cook County, Illinois",3789,1804,1208,596,2018
1400000US17031807500,"Census Tract 8075, Cook County, Illinois",2257,1411,906,505,2018
1400000US17031807600,"Census Tract 8076, Cook County, Illinois",4103,1976,1474,502,2018
1400000US17031807700,"Census Tract 8077, Cook County, Illinois",3577,1898,1378,520,2018
1400000US17031807800,"Census Tract 8078, Cook County, Illinois",1732,907,565,342,2018
1400000US17031807900,"Census Tract 8079, Cook County, Illinois",2736,1777,999,778,2018
1400000US17031808001,"Census Tract 8080.01, Cook County, Illinois",2493,1497,856,641,2018
1400000US17031808002,"Census Tract 8080.02, Cook County, Illinois",3309,1814,1180,634,2018
1400000US17031808100,"Census Tract 8081, Cook County, Illinois",2940,1024,729,295,2018
1400000US17031808200,"Census Tract 8082, Cook County, Illinois",3478,1346,886,460,2018
1400000US17031808301,"Census Tract 8083.01, Cook County, Illinois",4134,2066,1369,697,2018
1400000US17031808302,"Census Tract 8083.02, Cook County, Illinois",2690,1465,1008,457,2018
1400000US17031808400,"Census Tract 8084, Cook County, Illinois",2980,1437,850,587,2018
1400000US17031808500,"Census Tract 8085, Cook County, Illinois",2550,1160,793,367,2018
1400000US17031808600,"Census Tract 8086, Cook County, Illinois",1305,935,435,500,2018
1400000US17031808702,"Census Tract 8087.02, Cook County, Illinois",591,491,206,285,2018
1400000US17031808800,"Census Tract 8088, Cook County, Illinois",2310,2034,827,1207,2018
1400000US17031808900,"Census Tract 8089, Cook County, Illinois",2913,2423,948,1475,2018
1400000US17031809000,"Census Tract 8090, Cook County, Illinois",2802,2291,976,1315,2018
1400000US17031809100,"Census Tract 8091, Cook County, Illinois",2314,1765,695,1070,2018
1400000US17031809200,"Census Tract 8092, Cook County, Illinois",2451,694,407,287,2018
1400000US17031809300,"Census Tract 8093, Cook County, Illinois",2014,1579,540,1039,2018
1400000US17031809400,"Census Tract 8094, Cook County, Illinois",3448,2772,1093,1679,2018
1400000US17031809500,"Census Tract 8095, Cook County, Illinois",2637,2161,843,1318,2018
1400000US17031809600,"Census Tract 8096, Cook County, Illinois",1776,984,523,461,2018
1400000US17031809700,"Census Tract 8097, Cook County, Illinois",2203,1122,540,582,2018
1400000US17031809800,"Census Tract 8098, Cook County, Illinois",1962,1469,674,795,2018
1400000US17031809900,"Census Tract 8099, Cook County, Illinois",2132,1812,623,1189,2018
1400000US17031810000,"Census Tract 8100, Cook County, Illinois",3847,3219,1410,1809,2018
1400000US17031810100,"Census Tract 8101, Cook County, Illinois",3287,2486,1079,1407,2018
1400000US17031810200,"Census Tract 8102, Cook County, Illinois",3591,1719,928,791,2018
1400000US17031810301,"Census Tract 8103.01, Cook County, Illinois",2590,1336,765,571,2018
1400000US17031810302,"Census Tract 8103.02, Cook County, Illinois",1993,1216,667,549,2018
1400000US17031810400,"Census Tract 8104, Cook County, Illinois",3531,2154,1284,870,2018
1400000US17031810501,"Census Tract 8105.01, Cook County, Illinois",3333,1094,666,428,2018
1400000US17031810502,"Census Tract 8105.02, Cook County, Illinois",3549,1021,746,275,2018
1400000US17031810600,"Census Tract 8106, Cook County, Illinois",2856,1148,799,349,2018
1400000US17031810701,"Census Tract 8107.01, Cook County, Illinois",2625,611,442,169,2018
1400000US17031810702,"Census Tract 8107.02, Cook County, Illinois",2298,589,405,184,2018
1400000US17031810800,"Census Tract 8108, Cook County, Illinois",3107,1000,739,261,2018
1400000US17031810900,"Census Tract 8109, Cook County, Illinois",4301,1136,741,395,2018
1400000US17031811000,"Census Tract 8110, Cook County, Illinois",2773,1274,854,420,2018
1400000US17031811100,"Census Tract 8111, Cook County, Illinois",4187,886,677,209,2018
1400000US17031811200,"Census Tract 8112, Cook County, Illinois",3196,710,486,224,2018
1400000US17031811301,"Census Tract 8113.01, Cook County, Illinois",2332,476,396,80,2018
1400000US17031811302,"Census Tract 8113.02, Cook County, Illinois",1620,201,160,41,2018
1400000US17031811401,"Census Tract 8114.01, Cook County, Illinois",2759,694,536,158,2018
1400000US17031811402,"Census Tract 8114.02, Cook County, Illinois",2525,541,419,122,2018
1400000US17031811500,"Census Tract 8115, Cook County, Illinois",3595,854,696,158,2018
1400000US17031811600,"Census Tract 8116, Cook County, Illinois",3543,913,726,187,2018
1400000US17031811701,"Census Tract 8117.01, Cook County, Illinois",1619,364,298,66,2018
1400000US17031811702,"Census Tract 8117.02, Cook County, Illinois",2290,440,384,56,2018
1400000US17031811800,"Census Tract 8118, Cook County, Illinois",2589,488,356,132,2018
1400000US17031811900,"Census Tract 8119, Cook County, Illinois",3513,2794,1345,1449,2018
1400000US17031812000,"Census Tract 8120, Cook County, Illinois",3374,2613,1275,1338,2018
1400000US17031812100,"Census Tract 8121, Cook County, Illinois",2790,1982,853,1129,2018
1400000US17031812200,"Census Tract 8122, Cook County, Illinois",2459,2015,729,1286,2018
1400000US17031812301,"Census Tract 8123.01, Cook County, Illinois",3271,2510,1162,1348,2018
1400000US17031812302,"Census Tract 8123.02, Cook County, Illinois",1842,1300,599,701,2018
1400000US17031812400,"Census Tract 8124, Cook County, Illinois",2149,1769,622,1147,2018
1400000US17031812500,"Census Tract 8125, Cook County, Illinois",2153,1412,714,698,2018
1400000US17031812600,"Census Tract 8126, Cook County, Illinois",2442,1691,820,871,2018
1400000US17031812700,"Census Tract 8127, Cook County, Illinois",2396,1628,638,990,2018
1400000US17031812801,"Census Tract 8128.01, Cook County, Illinois",2545,1658,727,931,2018
1400000US17031812802,"Census Tract 8128.02, Cook County, Illinois",1861,1381,619,762,2018
1400000US17031812900,"Census Tract 8129, Cook County, Illinois",2965,2293,1045,1248,2018
1400000US17031813000,"Census Tract 8130, Cook County, Illinois",2562,1833,958,875,2018
1400000US17031813100,"Census Tract 8131, Cook County, Illinois",3054,1985,978,1007,2018
1400000US17031813200,"Census Tract 8132, Cook County, Illinois",2844,2063,815,1248,2018
1400000US17031813301,"Census Tract 8133.01, Cook County, Illinois",1112,193,184,9,2018
1400000US17031813302,"Census Tract 8133.02, Cook County, Illinois",1214,147,135,12,2018
1400000US17031813400,"Census Tract 8134, Cook County, Illinois",2484,496,377,119,2018
1400000US17031813500,"Census Tract 8135, Cook County, Illinois",2638,448,384,64,2018
1400000US17031813600,"Census Tract 8136, Cook County, Illinois",1871,274,225,49,2018
1400000US17031813701,"Census Tract 8137.01, Cook County, Illinois",1174,97,67,30,2018
1400000US17031813702,"Census Tract 8137.02, Cook County, Illinois",960,112,97,15,2018
1400000US17031813801,"Census Tract 8138.01, Cook County, Illinois",932,105,91,14,2018
1400000US17031813802,"Census Tract 8138.02, Cook County, Illinois",2051,199,142,57,2018
1400000US17031813900,"Census Tract 8139, Cook County, Illinois",2440,288,245,43,2018
1400000US17031814000,"Census Tract 8140, Cook County, Illinois",2112,221,182,39,2018
1400000US17031814100,"Census Tract 8141, Cook County, Illinois",1580,96,78,18,2018
1400000US17031814200,"Census Tract 8142, Cook County, Illinois",2527,318,277,41,2018
1400000US17031814300,"Census Tract 8143, Cook County, Illinois",1469,211,171,40,2018
1400000US17031814400,"Census Tract 8144, Cook County, Illinois",3080,384,335,49,2018
1400000US17031814500,"Census Tract 8145, Cook County, Illinois",2309,491,401,90,2018
1400000US17031814600,"Census Tract 8146, Cook County, Illinois",2801,526,377,149,2018
1400000US17031814700,"Census Tract 8147, Cook County, Illinois",2749,962,542,420,2018
1400000US17031814800,"Census Tract 8148, Cook County, Illinois",3054,902,656,246,2018
1400000US17031814900,"Census Tract 8149, Cook County, Illinois",2890,786,577,209,2018
1400000US17031815000,"Census Tract 8150, Cook County, Illinois",2257,632,505,127,2018
1400000US17031815100,"Census Tract 8151, Cook County, Illinois",2311,498,371,127,2018
1400000US17031815200,"Census Tract 8152, Cook County, Illinois",3240,878,733,145,2018
1400000US17031815300,"Census Tract 8153, Cook County, Illinois",1980,630,342,288,2018
1400000US17031815400,"Census Tract 8154, Cook County, Illinois",2934,1237,654,583,2018
1400000US17031815500,"Census Tract 8155, Cook County, Illinois",4118,983,710,273,2018
1400000US17031815600,"Census Tract 8156, Cook County, Illinois",3315,1004,611,393,2018
1400000US17031815701,"Census Tract 8157.01, Cook County, Illinois",2401,1640,968,672,2018
1400000US17031815702,"Census Tract 8157.02, Cook County, Illinois",3496,2080,866,1214,2018
1400000US17031815800,"Census Tract 8158, Cook County, Illinois",1052,522,306,216,2018
1400000US17031815900,"Census Tract 8159, Cook County, Illinois",3827,2193,1157,1036,2018
1400000US17031816000,"Census Tract 8160, Cook County, Illinois",2523,1494,852,642,2018
1400000US17031816100,"Census Tract 8161, Cook County, Illinois",4072,1901,1122,779,2018
1400000US17031816200,"Census Tract 8162, Cook County, Illinois",2398,730,344,386,2018
1400000US17031816300,"Census Tract 8163, Cook County, Illinois",2673,441,380,61,2018
1400000US17031816401,"Census Tract 8164.01, Cook County, Illinois",2245,297,203,94,2018
1400000US17031816402,"Census Tract 8164.02, Cook County, Illinois",1632,223,142,81,2018
1400000US17031816500,"Census Tract 8165, Cook County, Illinois",1628,144,100,44,2018
1400000US17031816600,"Census Tract 8166, Cook County, Illinois",1419,186,112,74,2018
1400000US17031816700,"Census Tract 8167, Cook County, Illinois",1271,145,118,27,2018
1400000US17031816800,"Census Tract 8168, Cook County, Illinois",3119,828,517,311,2018
1400000US17031816900,"Census Tract 8169, Cook County, Illinois",3046,736,536,200,2018
1400000US17031817000,"Census Tract 8170, Cook County, Illinois",2911,538,402,136,2018
1400000US17031817101,"Census Tract 8171.01, Cook County, Illinois",3105,751,450,301,2018
1400000US17031817102,"Census Tract 8171.02, Cook County, Illinois",1871,312,179,133,2018
1400000US17031817200,"Census Tract 8172, Cook County, Illinois",2449,506,261,245,2018
1400000US17031817300,"Census Tract 8173, Cook County, Illinois",1233,144,85,59,2018
1400000US17031817400,"Census Tract 8174, Cook County, Illinois",1776,411,268,143,2018
1400000US17031817500,"Census Tract 8175, Cook County, Illinois",1943,209,154,55,2018
1400000US17031817600,"Census Tract 8176, Cook County, Illinois",2261,292,234,58,2018
1400000US17031817700,"Census Tract 8177, Cook County, Illinois",3048,581,401,180,2018
1400000US17031817900,"Census Tract 8179, Cook County, Illinois",3953,722,516,206,2018
1400000US17031818000,"Census Tract 8180, Cook County, Illinois",2760,811,541,270,2018
1400000US17031818100,"Census Tract 8181, Cook County, Illinois",1603,690,442,248,2018
1400000US17031818200,"Census Tract 8182, Cook County, Illinois",3066,1161,726,435,2018
1400000US17031818300,"Census Tract 8183, Cook County, Illinois",3613,553,419,134,2018
1400000US17031818401,"Census Tract 8184.01, Cook County, Illinois",2334,728,445,283,2018
1400000US17031818402,"Census Tract 8184.02, Cook County, Illinois",2211,1036,620,416,2018
1400000US17031818500,"Census Tract 8185, Cook County, Illinois",4453,2142,1430,712,2018
1400000US17031818600,"Census Tract 8186, Cook County, Illinois",3095,1622,968,654,2018
1400000US17031818700,"Census Tract 8187, Cook County, Illinois",2352,1211,741,470,2018
1400000US17031818800,"Census Tract 8188, Cook County, Illinois",3677,1916,1188,728,2018
1400000US17031818900,"Census Tract 8189, Cook County, Illinois",3078,1534,882,652,2018
1400000US17031819000,"Census Tract 8190, Cook County, Illinois",2892,2196,1160,1036,2018
1400000US17031819100,"Census Tract 8191, Cook County, Illinois",2373,694,433,261,2018
1400000US17031819200,"Census Tract 8192, Cook County, Illinois",3683,706,389,317,2018
1400000US17031819300,"Census Tract 8193, Cook County, Illinois",1715,642,405,237,2018
1400000US17031819400,"Census Tract 8194, Cook County, Illinois",3408,1357,772,585,2018
1400000US17031819500,"Census Tract 8195, Cook County, Illinois",2042,1107,520,587,2018
1400000US17031819600,"Census Tract 8196, Cook County, Illinois",2246,1709,731,978,2018
1400000US17031819700,"Census Tract 8197, Cook County, Illinois",3615,2848,1492,1356,2018
1400000US17031819801,"Census Tract 8198.01, Cook County, Illinois",3423,2783,1482,1301,2018
1400000US17031819802,"Census Tract 8198.02, Cook County, Illinois",1742,1367,759,608,2018
1400000US17031819900,"Census Tract 8199, Cook County, Illinois",2102,1680,918,762,2018
1400000US17031820000,"Census Tract 8200, Cook County, Illinois",1345,999,482,517,2018
1400000US17031820101,"Census Tract 8201.01, Cook County, Illinois",5143,2961,1775,1186,2018
1400000US17031820103,"Census Tract 8201.03, Cook County, Illinois",2572,954,595,359,2018
1400000US17031820104,"Census Tract 8201.04, Cook County, Illinois",2552,949,672,277,2018
1400000US17031820201,"Census Tract 8202.01, Cook County, Illinois",5493,2909,1766,1143,2018
1400000US17031820202,"Census Tract 8202.02, Cook County, Illinois",1712,440,325,115,2018
1400000US17031820300,"Census Tract 8203, Cook County, Illinois",2163,378,308,70,2018
1400000US17031820400,"Census Tract 8204, Cook County, Illinois",2264,351,311,40,2018
1400000US17031820501,"Census Tract 8205.01, Cook County, Illinois",3507,813,577,236,2018
1400000US17031820502,"Census Tract 8205.02, Cook County, Illinois",2975,642,406,236,2018
1400000US17031820603,"Census Tract 8206.03, Cook County, Illinois",3016,456,321,135,2018
1400000US17031820604,"Census Tract 8206.04, Cook County, Illinois",1923,206,134,72,2018
1400000US17031820605,"Census Tract 8206.05, Cook County, Illinois",2295,424,209,215,2018
1400000US17031820606,"Census Tract 8206.06, Cook County, Illinois",2673,832,636,196,2018
1400000US17031820700,"Census Tract 8207, Cook County, Illinois",3781,523,329,194,2018
1400000US17031820800,"Census Tract 8208, Cook County, Illinois",2126,293,212,81,2018
1400000US17031820901,"Census Tract 8209.01, Cook County, Illinois",2868,375,305,70,2018
1400000US17031820902,"Census Tract 8209.02, Cook County, Illinois",2745,511,315,196,2018
1400000US17031821001,"Census Tract 8210.01, Cook County, Illinois",2671,413,345,68,2018
1400000US17031821002,"Census Tract 8210.02, Cook County, Illinois",2939,540,358,182,2018
1400000US17031821101,"Census Tract 8211.01, Cook County, Illinois",2479,401,319,82,2018
1400000US17031821102,"Census Tract 8211.02, Cook County, Illinois",2266,530,459,71,2018
1400000US17031821200,"Census Tract 8212, Cook County, Illinois",3166,596,322,274,2018
1400000US17031821300,"Census Tract 8213, Cook County, Illinois",2697,565,485,80,2018
1400000US17031821401,"Census Tract 8214.01, Cook County, Illinois",2448,581,385,196,2018
1400000US17031821402,"Census Tract 8214.02, Cook County, Illinois",2227,380,253,127,2018
1400000US17031821500,"Census Tract 8215, Cook County, Illinois",897,125,68,57,2018
1400000US17031821600,"Census Tract 8216, Cook County, Illinois",2785,732,468,264,2018
1400000US17031821700,"Census Tract 8217, Cook County, Illinois",3011,1387,856,531,2018
1400000US17031821800,"Census Tract 8218, Cook County, Illinois",3352,1388,836,552,2018
1400000US17031821900,"Census Tract 8219, Cook County, Illinois",3315,1124,756,368,2018
1400000US17031822000,"Census Tract 8220, Cook County, Illinois",2534,448,337,111,2018
1400000US17031822101,"Census Tract 8221.01, Cook County, Illinois",2675,816,554,262,2018
1400000US17031822102,"Census Tract 8221.02, Cook County, Illinois",3285,1169,500,669,2018
1400000US17031822200,"Census Tract 8222, Cook County, Illinois",2497,566,413,153,2018
1400000US17031822301,"Census Tract 8223.01, Cook County, Illinois",2126,525,454,71,2018
1400000US17031822302,"Census Tract 8223.02, Cook County, Illinois",2750,752,549,203,2018
1400000US17031822400,"Census Tract 8224, Cook County, Illinois",3288,611,310,301,2018
1400000US17031822500,"Census Tract 8225, Cook County, Illinois",2656,778,443,335,2018
1400000US17031822601,"Census Tract 8226.01, Cook County, Illinois",2975,950,690,260,2018
1400000US17031822602,"Census Tract 8226.02, Cook County, Illinois",4578,1682,930,752,2018
1400000US17031822701,"Census Tract 8227.01, Cook County, Illinois",2992,1171,807,364,2018
1400000US17031822702,"Census Tract 8227.02, Cook County, Illinois",2293,730,573,157,2018
1400000US17031822801,"Census Tract 8228.01, Cook County, Illinois",2211,761,493,268,2018
1400000US17031822802,"Census Tract 8228.02, Cook County, Illinois",2148,1009,625,384,2018
1400000US17031822900,"Census Tract 8229, Cook County, Illinois",1215,196,87,109,2018
1400000US17031823001,"Census Tract 8230.01, Cook County, Illinois",3696,892,689,203,2018
1400000US17031823002,"Census Tract 8230.02, Cook County, Illinois",3770,591,338,253,2018
1400000US17031823101,"Census Tract 8231.01, Cook County, Illinois",2628,584,399,185,2018
1400000US17031823102,"Census Tract 8231.02, Cook County, Illinois",2094,344,194,150,2018
1400000US17031823200,"Census Tract 8232, Cook County, Illinois",2918,785,494,291,2018
1400000US17031823302,"Census Tract 8233.02, Cook County, Illinois",3417,662,496,166,2018
1400000US17031823303,"Census Tract 8233.03, Cook County, Illinois",2479,495,356,139,2018
1400000US17031823304,"Census Tract 8233.04, Cook County, Illinois",3763,872,554,318,2018
1400000US17031823400,"Census Tract 8234, Cook County, Illinois",2727,547,375,172,2018
1400000US17031823500,"Census Tract 8235, Cook County, Illinois",2587,623,390,233,2018
1400000US17031823602,"Census Tract 8236.02, Cook County, Illinois",4836,1528,1104,424,2018
1400000US17031823603,"Census Tract 8236.03, Cook County, Illinois",985,152,108,44,2018
1400000US17031823604,"Census Tract 8236.04, Cook County, Illinois",2553,1151,670,481,2018
1400000US17031823605,"Census Tract 8236.05, Cook County, Illinois",2864,1159,679,480,2018
1400000US17031823702,"Census Tract 8237.02, Cook County, Illinois",3815,1100,658,442,2018
1400000US17031823703,"Census Tract 8237.03, Cook County, Illinois",4251,890,504,386,2018
1400000US17031823704,"Census Tract 8237.04, Cook County, Illinois",2566,847,588,259,2018
1400000US17031823705,"Census Tract 8237.05, Cook County, Illinois",2904,867,649,218,2018
1400000US17031823801,"Census Tract 8238.01, Cook County, Illinois",3910,1964,1130,834,2018
1400000US17031823803,"Census Tract 8238.03, Cook County, Illinois",4305,1209,742,467,2018
1400000US17031823805,"Census Tract 8238.05, Cook County, Illinois",2098,620,383,237,2018
1400000US17031823806,"Census Tract 8238.06, Cook County, Illinois",2549,513,372,141,2018
1400000US17031823901,"Census Tract 8239.01, Cook County, Illinois",2746,1239,685,554,2018
1400000US17031823903,"Census Tract 8239.03, Cook County, Illinois",3293,1554,983,571,2018
1400000US17031823904,"Census Tract 8239.04, Cook County, Illinois",2995,1278,675,603,2018
1400000US17031824003,"Census Tract 8240.03, Cook County, Illinois",4129,1680,1138,542,2018
1400000US17031824004,"Census Tract 8240.04, Cook County, Illinois",3774,1321,897,424,2018
1400000US17031824005,"Census Tract 8240.05, Cook County, Illinois",3805,1700,1089,611,2018
1400000US17031824006,"Census Tract 8240.06, Cook County, Illinois",3006,1347,812,535,2018
1400000US17031824105,"Census Tract 8241.05, Cook County, Illinois",4472,1976,1234,742,2018
1400000US17031824106,"Census Tract 8241.06, Cook County, Illinois",4853,2218,1403,815,2018
1400000US17031824107,"Census Tract 8241.07, Cook County, Illinois",4628,1880,1172,708,2018
1400000US17031824108,"Census Tract 8241.08, Cook County, Illinois",4835,1661,1001,660,2018
1400000US17031824113,"Census Tract 8241.13, Cook County, Illinois",4368,2087,1354,733,2018
1400000US17031824114,"Census Tract 8241.14, Cook County, Illinois",3675,1944,1093,851,2018
1400000US17031824115,"Census Tract 8241.15, Cook County, Illinois",2660,782,421,361,2018
1400000US17031824116,"Census Tract 8241.16, Cook County, Illinois",3338,1550,877,673,2018
1400000US17031824117,"Census Tract 8241.17, Cook County, Illinois",6330,2887,1798,1089,2018
1400000US17031824119,"Census Tract 8241.19, Cook County, Illinois",4064,2165,1275,890,2018
1400000US17031824120,"Census Tract 8241.20, Cook County, Illinois",6315,3423,1893,1530,2018
1400000US17031824121,"Census Tract 8241.21, Cook County, Illinois",2352,931,754,177,2018
1400000US17031824122,"Census Tract 8241.22, Cook County, Illinois",4448,1918,1359,559,2018
1400000US17031824123,"Census Tract 8241.23, Cook County, Illinois",5048,1413,1031,382,2018
1400000US17031824300,"Census Tract 8243, Cook County, Illinois",2775,438,221,217,2018
1400000US17031824400,"Census Tract 8244, Cook County, Illinois",1451,182,124,58,2018
1400000US17031824503,"Census Tract 8245.03, Cook County, Illinois",4782,1903,1313,590,2018
1400000US17031824505,"Census Tract 8245.05, Cook County, Illinois",4615,1390,820,570,2018
1400000US17031824506,"Census Tract 8245.06, Cook County, Illinois",4949,1628,1073,555,2018
1400000US17031824507,"Census Tract 8245.07, Cook County, Illinois",2787,754,501,253,2018
1400000US17031824601,"Census Tract 8246.01, Cook County, Illinois",2986,620,455,165,2018
1400000US17031824602,"Census Tract 8246.02, Cook County, Illinois",3943,1009,756,253,2018
1400000US17031824701,"Census Tract 8247.01, Cook County, Illinois",2562,442,366,76,2018
1400000US17031824702,"Census Tract 8247.02, Cook County, Illinois",3351,418,353,65,2018
1400000US17031824800,"Census Tract 8248, Cook County, Illinois",2825,728,599,129,2018
1400000US17031824900,"Census Tract 8249, Cook County, Illinois",1730,307,224,83,2018
1400000US17031825000,"Census Tract 8250, Cook County, Illinois",2929,897,586,311,2018
1400000US17031825200,"Census Tract 8252, Cook County, Illinois",1219,228,147,81,2018
1400000US17031825302,"Census Tract 8253.02, Cook County, Illinois",3941,1204,819,385,2018
1400000US17031825303,"Census Tract 8253.03, Cook County, Illinois",2434,777,504,273,2018
1400000US17031825304,"Census Tract 8253.04, Cook County, Illinois",2849,799,590,209,2018
1400000US17031825400,"Census Tract 8254, Cook County, Illinois",3597,1058,677,381,2018
1400000US17031825501,"Census Tract 8255.01, Cook County, Illinois",3482,621,388,233,2018
1400000US17031825503,"Census Tract 8255.03, Cook County, Illinois",4660,1878,1441,437,2018
1400000US17031825504,"Census Tract 8255.04, Cook County, Illinois",2434,434,352,82,2018
1400000US17031825505,"Census Tract 8255.05, Cook County, Illinois",3724,1229,763,466,2018
1400000US17031825600,"Census Tract 8256, Cook County, Illinois",2674,426,278,148,2018
1400000US17031825700,"Census Tract 8257, Cook County, Illinois",2465,462,279,183,2018
1400000US17031825801,"Census Tract 8258.01, Cook County, Illinois",1900,401,313,88,2018
1400000US17031825802,"Census Tract 8258.02, Cook County, Illinois",3639,865,523,342,2018
1400000US17031825803,"Census Tract 8258.03, Cook County, Illinois",3548,1001,607,394,2018
1400000US17031825900,"Census Tract 8259, Cook County, Illinois",1959,350,302,48,2018
