geo_id,tract_name,labor_force_population,unemployment_rate,mean_commute_minutes,median_household_income,per_capita_income,poverty_rate,year
1400000US17031814000,"Census Tract 8140, Cook County, Illinois",3640,3.5,30.7,50481,19687,9,2019
1400000US17031814100,"Census Tract 8141, Cook County, Illinois",3394,1.2,34.5,41972,16994,18.6,2019
1400000US17031814200,"Census Tract 8142, Cook County, Illinois",5375,7.6,27.4,47622,17463,14.7,2019
1400000US17031814300,"Census Tract 8143, Cook County, Illinois",3569,12.5,28.8,45625,15533,15.9,2019
1400000US17031814400,"Census Tract 8144, Cook County, Illinois",5790,5.3,34.6,46696,18535,20.9,2019
1400000US17031814500,"Census Tract 8145, Cook County, Illinois",4371,4.6,28.9,64842,22088,3.5,2019
1400000US17031814600,"Census Tract 8146, Cook County, Illinois",4209,3.3,33.1,64464,23035,17.5,2019
1400000US17031814700,"Census Tract 8147, Cook County, Illinois",4218,3,32.8,76735,25693,11.1,2019
1400000US17031814800,"Census Tract 8148, Cook County, Illinois",5048,4.9,35.8,58475,28289,6.4,2019
1400000US17031814900,"Census Tract 8149, Cook County, Illinois",4686,6.4,31.8,55156,23810,15.2,2019
1400000US17031815000,"Census Tract 8150, Cook County, Illinois",3014,2.4,31.5,60395,25138,10.1,2019
1400000US17031815100,"Census Tract 8151, Cook County, Illinois",3586,2.6,31.5,74676,24181,9.9,2019
1400000US17031815200,"Census Tract 8152, Cook County, Illinois",5127,4,32.4,52819,23385,14.3,2019
1400000US17031815300,"Census Tract 8153, Cook County, Illinois",2621,4.5,33.2,73750,31095,6,2019
1400000US17031815400,"Census Tract 8154, Cook County, Illinois",3590,6.1,32.2,47025,26470,25,2019
1400000US17031815500,"Census Tract 8155, Cook County, Illinois",5930,4.1,35.7,70917,26458,10.1,2019
1400000US17031815600,"Census Tract 8156, Cook County, Illinois",3989,6,34.7,63974,30100,4.2,2019
1400000US17031815701,"Census Tract 8157.01, Cook County, Illinois",2833,8.4,33,128444,53023,3,2019
1400000US17031815702,"Census Tract 8157.02, Cook County, Illinois",4044,5.9,31.7,86819,51095,6.8,2019
1400000US17031815800,"Census Tract 8158, Cook County, Illinois",1295,7.3,26.7,95096,38073,7.1,2019
1400000US17031815900,"Census Tract 8159, Cook County, Illinois",4486,3.8,32.7,58859,43362,12.4,2019
1400000US17031816000,"Census Tract 8160, Cook County, Illinois",2850,3.8,32.8,76587,55443,11.7,2019
1400000US17031816100,"Census Tract 8161, Cook County, Illinois",4816,8.1,34.6,62163,37307,6.1,2019
1400000US17031816200,"Census Tract 8162, Cook County, Illinois",3371,6.9,28.5,61695,31519,8.9,2019
1400000US17031816300,"Census Tract 8163, Cook County, Illinois",3910,6.3,30.1,64073,25411,14.1,2019
1400000US17031816401,"Census Tract 8164.01, Cook County, Illinois",3812,2.1,25.3,51850,18188,19.6,2019
1400000US17031816402,"Census Tract 8164.02, Cook County, Illinois",3137,3.4,28.6,53611,19676,7.6,2019
1400000US17031816500,"Census Tract 8165, Cook County, Illinois",2933,4.5,23.4,32667,15299,20.2,2019
1400000US17031816600,"Census Tract 8166, Cook County, Illinois",3507,6.7,23.1,59940,18289,13.6,2019
1400000US17031816700,"Census Tract 8167, Cook County, Illinois",2166,4.9,29.8,48506,19134,20.7,2019
1400000US17031816800,"Census Tract 8168, Cook County, Illinois",4359,7.3,26.2,61192,29158,5.2,2019
1400000US17031816900,"Census Tract 8169, Cook County, Illinois",4651,9.3,27.2,61923,24994,7.6,2019
1400000US17031817000,"Census Tract 8170, Cook County, Illinois",3918,5.5,25.6,49468,24551,14.2,2019
1400000US17031817101,"Census Tract 8171.01, Cook County, Illinois",3827,11,30.1,42466,24887,8.1,2019
1400000US17031817102,"Census Tract 8171.02, Cook County, Illinois",2696,10.7,28.8,74521,36783,11.7,2019
1400000US17031817200,"Census Tract 8172, Cook County, Illinois",3329,16.4,32.3,48450,21078,15.4,2019
1400000US17031817300,"Census Tract 8173, Cook County, Illinois",1988,10.2,31.3,43542,18127,33.1,2019
1400000US17031817400,"Census Tract 8174, Cook County, Illinois",3249,6.3,28.9,56678,21035,17.4,2019
1400000US17031817500,"Census Tract 8175, Cook County, Illinois",2863,15.4,29.6,40417,21059,20.6,2019
1400000US17031817600,"Census Tract 8176, Cook County, Illinois",3324,15.6,31.6,46181,24626,9.2,2019
1400000US17031817700,"Census Tract 8177, Cook County, Illinois",4508,7.6,28,65510,26722,8.2,2019
1400000US17031817900,"Census Tract 8179, Cook County, Illinois",4868,13.7,35.8,53118,27589,9.1,2019
1400000US17031818000,"Census Tract 8180, Cook County, Illinois",3124,8.5,32.5,52321,32312,8.9,2019
1400000US17031818100,"Census Tract 8181, Cook County, Illinois",1932,4.3,31.6,102656,37057,5.7,2019
1400000US17031818200,"Census Tract 8182, Cook County, Illinois",3607,4.5,32.1,80764,34898,5.8,2019
1400000US17031818300,"Census Tract 8183, Cook County, Illinois",4868,8.5,30.5,60205,24562,5.3,2019
1400000US17031818401,"Census Tract 8184.01, Cook County, Illinois",2800,3.7,27.9,68355,32614,6.6,2019
1400000US17031818402,"Census Tract 8184.02, Cook County, Illinois",2621,4.3,32,74789,36382,9.5,2019
1400000US17031818500,"Census Tract 8185, Cook County, Illinois",4886,5.5,30.1,85989,43629,3.7,2019
1400000US17031818600,"Census Tract 8186, Cook County, Illinois",3887,7.1,32.4,90587,41944,5.7,2019
1400000US17031818700,"Census Tract 8187, Cook County, Illinois",2968,1.2,33.6,89387,40578,4.4,2019
1400000US17031818800,"Census Tract 8188, Cook County, Illinois",3913,3.8,29.8,92719,40047,2.8,2019
1400000US17031818900,"Census Tract 8189, Cook County, Illinois",3472,1.2,30.4,92031,48171,3.7,2019
1400000US17031819000,"Census Tract 8190, Cook County, Illinois",3318,3,30.2,147569,58931,3.8,2019
1400000US17031819100,"Census Tract 8191, Cook County, Illinois",3169,7.8,27.5,46758,29460,9,2019
1400000US17031819200,"Census Tract 8192, Cook County, Illinois",4965,4.7,30.5,66426,25812,12.8,2019
1400000US17031819300,"Census Tract 8193, Cook County, Illinois",2116,1.4,31.2,74792,36408,8.4,2019
1400000US17031819400,"Census Tract 8194, Cook County, Illinois",4129,3.4,30.3,76418,30942,12.6,2019
1400000US17031819500,"Census Tract 8195, Cook County, Illinois",2656,2.4,32.8,86898,50339,3.6,2019
1400000US17031819600,"Census Tract 8196, Cook County, Illinois",2745,3.9,36.3,153914,66682,2.8,2019
1400000US17031819700,"Census Tract 8197, Cook County, Illinois",4112,4.6,33.8,169306,66247,1.9,2019
1400000US17031819801,"Census Tract 8198.01, Cook County, Illinois",3879,3.6,29.3,178500,68418,2.7,2019
1400000US17031819802,"Census Tract 8198.02, Cook County, Illinois",1976,0.3,32.3,153393,73119,7.7,2019
1400000US17031819900,"Census Tract 8199, Cook County, Illinois",2271,2.6,31.8,189531,82218,2.4,2019
1400000US17031820000,"Census Tract 8200, Cook County, Illinois",1529,6.7,35.3,228125,99737,2.2,2019
1400000US17031820101,"Census Tract 8201.01, Cook County, Illinois",5848,2.5,31.6,112944,61496,3.8,2019
1400000US17031820103,"Census Tract 8201.03, Cook County, Illinois",3352,3,32.8,71588,43861,6.2,2019
1400000US17031820104,"Census Tract 8201.04, Cook County, Illinois",3412,3.2,30,75603,48033,5.4,2019
1400000US17031820201,"Census Tract 8202.01, Cook County, Illinois",6164,4.2,32.1,109803,65898,1.7,2019
1400000US17031820202,"Census Tract 8202.02, Cook County, Illinois",2557,5.4,27.3,54194,27963,9.6,2019
1400000US17031820300,"Census Tract 8203, Cook County, Illinois",3997,6.4,31.3,59637,22640,15.5,2019
1400000US17031820400,"Census Tract 8204, Cook County, Illinois",4072,11,31.1,41325,17661,19.2,2019
1400000US17031820501,"Census Tract 8205.01, Cook County, Illinois",4796,3.4,35.9,66480,30115,7.2,2019
1400000US17031820502,"Census Tract 8205.02, Cook County, Illinois",4311,4,31.4,56996,23857,12.1,2019
1400000US17031820603,"Census Tract 8206.03, Cook County, Illinois",4473,7.3,33.5,59717,27229,19,2019
1400000US17031820604,"Census Tract 8206.04, Cook County, Illinois",2879,4.9,30.5,43723,21096,14.4,2019
1400000US17031820605,"Census Tract 8206.05, Cook County, Illinois",3563,10,35.4,43214,21827,24.8,2019
1400000US17031820606,"Census Tract 8206.06, Cook County, Illinois",3045,4.5,34.2,72143,33722,15.3,2019
1400000US17031820700,"Census Tract 8207, Cook County, Illinois",5128,2.3,28.4,65257,25553,8.1,2019
1400000US17031820800,"Census Tract 8208, Cook County, Illinois",2995,5.3,33.5,71758,28195,9.6,2019
1400000US17031820901,"Census Tract 8209.01, Cook County, Illinois",4298,5.4,34,60672,27776,12,2019
1400000US17031820902,"Census Tract 8209.02, Cook County, Illinois",3877,5.4,34.5,87443,28118,8.5,2019
1400000US17031821001,"Census Tract 8210.01, Cook County, Illinois",3735,9.1,35.9,54620,27049,8.3,2019
1400000US17031821002,"Census Tract 8210.02, Cook County, Illinois",4462,3.7,31.6,58828,28114,8,2019
1400000US17031821101,"Census Tract 8211.01, Cook County, Illinois",3803,7.3,33.6,64652,23565,13.2,2019
1400000US17031821102,"Census Tract 8211.02, Cook County, Illinois",3546,7.5,32.9,61645,27188,9.6,2019
1400000US17031821200,"Census Tract 8212, Cook County, Illinois",4989,8.3,35,45846,21228,18.9,2019
1400000US17031821300,"Census Tract 8213, Cook County, Illinois",4428,12.4,29.5,45607,21839,17.6,2019
1400000US17031821401,"Census Tract 8214.01, Cook County, Illinois",3090,12.4,33,45457,22201,17.3,2019
1400000US17031821402,"Census Tract 8214.02, Cook County, Illinois",2596,8.5,36.2,48091,29623,10.2,2019
1400000US17031821500,"Census Tract 8215, Cook County, Illinois",1305,15.4,36.8,26815,17750,36.2,2019
1400000US17031821600,"Census Tract 8216, Cook County, Illinois",3765,2.4,34.4,70497,32662,8.5,2019
1400000US17031821700,"Census Tract 8217, Cook County, Illinois",3464,3.1,34.8,85278,35566,4.9,2019
1400000US17031821800,"Census Tract 8218, Cook County, Illinois",4228,3.6,36.4,71540,32727,10.6,2019
1400000US17031821900,"Census Tract 8219, Cook County, Illinois",4000,4.9,33.9,82450,32821,4.5,2019
1400000US17031822000,"Census Tract 8220, Cook County, Illinois",3410,5.4,31.2,50548,23045,8.8,2019
1400000US17031822101,"Census Tract 8221.01, Cook County, Illinois",3513,5.5,35.9,65486,31889,10.5,2019
1400000US17031822102,"Census Tract 8221.02, Cook County, Illinois",3751,6.4,32.3,57137,36949,6.4,2019
1400000US17031822200,"Census Tract 8222, Cook County, Illinois",3047,5.5,36.4,94211,31827,2.8,2019
1400000US17031822301,"Census Tract 8223.01, Cook County, Illinois",3020,5.3,34.6,60284,27178,16.6,2019
1400000US17031822302,"Census Tract 8223.02, Cook County, Illinois",3357,4.8,31,54904,26283,13.4,2019
1400000US17031822400,"Census Tract 8224, Cook County, Illinois",4494,5.2,34.6,45438,22875,25.6,2019
1400000US17031822500,"Census Tract 8225, Cook County, Illinois",3443,8.5,36.4,76054,33149,9,2019
1400000US17031822601,"Census Tract 8226.01, Cook County, Illinois",3772,2.1,33.7,85556,34099,4,2019
1400000US17031822602,"Census Tract 8226.02, Cook County, Illinois",5687,5.4,37,64861,35305,7.2,2019
1400000US17031822701,"Census Tract 8227.01, Cook County, Illinois",3566,8.4,38.6,55313,33206,8.6,2019
1400000US17031822702,"Census Tract 8227.02, Cook County, Illinois",2869,8.2,35.7,61342,28780,13.8,2019
1400000US17031822801,"Census Tract 8228.01, Cook County, Illinois",2566,5.6,36.7,62010,39493,6.2,2019
1400000US17031822802,"Census Tract 8228.02, Cook County, Illinois",2675,9.1,30.1,64844,35066,6.6,2019
1400000US17031822900,"Census Tract 8229, Cook County, Illinois",1543,7.2,31.2,51917,24298,9.7,2019
1400000US17031823001,"Census Tract 8230.01, Cook County, Illinois",5003,9.5,36.3,49034,22314,15.6,2019
1400000US17031823002,"Census Tract 8230.02, Cook County, Illinois",4849,3.4,31,51995,25521,18.6,2019
1400000US17031823101,"Census Tract 8231.01, Cook County, Illinois",3469,7.4,31.2,51298,24958,11.4,2019
1400000US17031823102,"Census Tract 8231.02, Cook County, Illinois",2853,5.2,36.5,73464,29633,5.4,2019
1400000US17031823200,"Census Tract 8232, Cook County, Illinois",3895,5.2,32,66639,30079,6.6,2019
1400000US17031823302,"Census Tract 8233.02, Cook County, Illinois",4603,8.8,28.2,57997,27239,9.7,2019
1400000US17031823303,"Census Tract 8233.03, Cook County, Illinois",3574,5.2,33.4,71544,31384,11.8,2019
1400000US17031823304,"Census Tract 8233.04, Cook County, Illinois",4788,11.5,36.1,51450,28100,8.8,2019
1400000US17031823400,"Census Tract 8234, Cook County, Illinois",3760,8.8,31.5,50619,22874,19,2019
1400000US17031823500,"Census Tract 8235, Cook County, Illinois",3720,7.8,33.6,60156,25710,8.4,2019
1400000US17031823602,"Census Tract 8236.02, Cook County, Illinois",5664,2.7,32.8,67143,35825,6.7,2019
1400000US17031823603,"Census Tract 8236.03, Cook County, Illinois",1682,10.8,29.9,38047,12989,36.3,2019
1400000US17031823604,"Census Tract 8236.04, Cook County, Illinois",3089,4.7,33.6,86771,46945,3.8,2019
1400000US17031823605,"Census Tract 8236.05, Cook County, Illinois",3528,4.2,26.8,62500,32638,13.1,2019
1400000US17031823702,"Census Tract 8237.02, Cook County, Illinois",4965,9.2,32.4,59546,30558,18.9,2019
1400000US17031823703,"Census Tract 8237.03, Cook County, Illinois",6720,8.3,32.6,55389,22637,21.8,2019
1400000US17031823704,"Census Tract 8237.04, Cook County, Illinois",3105,7,32.8,91250,36117,0.9,2019
1400000US17031823705,"Census Tract 8237.05, Cook County, Illinois",3519,5.9,30.4,59018,27966,13.3,2019
1400000US17031823801,"Census Tract 8238.01, Cook County, Illinois",4561,5.6,37.4,103160,53402,3.2,2019
1400000US17031823803,"Census Tract 8238.03, Cook County, Illinois",5170,1.8,32.8,70909,34183,8.2,2019
1400000US17031823805,"Census Tract 8238.05, Cook County, Illinois",2565,3.6,33.4,54392,34220,6,2019
1400000US17031823806,"Census Tract 8238.06, Cook County, Illinois",3274,8.3,29.2,48050,26152,10.8,2019
1400000US17031823901,"Census Tract 8239.01, Cook County, Illinois",3246,4.7,34.4,90536,52741,2.6,2019
1400000US17031823903,"Census Tract 8239.03, Cook County, Illinois",3707,7.1,34.5,88819,42246,8.4,2019
1400000US17031823904,"Census Tract 8239.04, Cook County, Illinois",3322,3.9,34.5,95156,47840,4,2019
1400000US17031824003,"Census Tract 8240.03, Cook County, Illinois",4869,4.9,34.4,96194,41257,5.8,2019
1400000US17031824004,"Census Tract 8240.04, Cook County, Illinois",4628,6.5,38.7,86029,45616,7.2,2019
1400000US17031824005,"Census Tract 8240.05, Cook County, Illinois",4724,2.2,33.6,112125,49315,3.4,2019
1400000US17031824006,"Census Tract 8240.06, Cook County, Illinois",3629,3,35.6,129667,45960,6,2019
1400000US17031824105,"Census Tract 8241.05, Cook County, Illinois",5240,0.7,34.3,111494,46467,1.1,2019
1400000US17031824106,"Census Tract 8241.06, Cook County, Illinois",5656,4.9,36.2,94764,42809,4.4,2019
1400000US17031824107,"Census Tract 8241.07, Cook County, Illinois",5862,7.8,31.3,72289,40195,5.1,2019
1400000US17031824108,"Census Tract 8241.08, Cook County, Illinois",6357,2.9,37.3,94020,33922,13.5,2019
1400000US17031824113,"Census Tract 8241.13, Cook County, Illinois",5741,5,37.2,97365,39020,8.7,2019
1400000US17031824114,"Census Tract 8241.14, Cook County, Illinois",4213,3.3,35.3,108933,53049,2.8,2019
1400000US17031824115,"Census Tract 8241.15, Cook County, Illinois",3258,1.9,31.7,74318,29396,8.1,2019
1400000US17031824116,"Census Tract 8241.16, Cook County, Illinois",4244,4.5,34.9,68125,36029,10.8,2019
1400000US17031824117,"Census Tract 8241.17, Cook County, Illinois",7522,4.6,37.4,102696,42180,1.6,2019
1400000US17031824119,"Census Tract 8241.19, Cook County, Illinois",4870,4.2,34.3,106607,45979,2.3,2019
1400000US17031824120,"Census Tract 8241.20, Cook County, Illinois",7474,4.5,39.6,100911,55699,6.8,2019
1400000US17031824121,"Census Tract 8241.21, Cook County, Illinois",2604,6.9,35.1,81570,35869,6.6,2019
1400000US17031824122,"Census Tract 8241.22, Cook County, Illinois",5449,3.2,33.6,92476,38716,7.1,2019
1400000US17031824123,"Census Tract 8241.23, Cook County, Illinois",5929,4.5,32.2,71671,33781,13.1,2019
1400000US17031824300,"Census Tract 8243, Cook County, Illinois",3877,14.7,32.9,31480,15414,40.5,2019
1400000US17031824400,"Census Tract 8244, Cook County, Illinois",1723,6.2,32.3,39080,22138,18.4,2019
1400000US17031824503,"Census Tract 8245.03, Cook County, Illinois",5852,5.4,32,70133,37510,4.2,2019
1400000US17031824505,"Census Tract 8245.05, Cook County, Illinois",5381,5.4,31.7,79904,34579,4.4,2019
1400000US17031824506,"Census Tract 8245.06, Cook County, Illinois",5883,5.4,30,64908,36267,1.4,2019
1400000US17031824507,"Census Tract 8245.07, Cook County, Illinois",3335,8.6,34.7,65682,30775,15.3,2019
1400000US17031824601,"Census Tract 8246.01, Cook County, Illinois",3731,4.5,31.4,78444,34641,6.6,2019
1400000US17031824602,"Census Tract 8246.02, Cook County, Illinois",5099,3.8,28.8,62096,31309,13.5,2019
1400000US17031824701,"Census Tract 8247.01, Cook County, Illinois",3353,6.7,33,67682,25523,7.8,2019
1400000US17031824702,"Census Tract 8247.02, Cook County, Illinois",4442,6.5,28.9,51038,24577,11.9,2019
1400000US17031824800,"Census Tract 8248, Cook County, Illinois",5451,13.1,39.4,38281,17995,18.9,2019
1400000US17031824900,"Census Tract 8249, Cook County, Illinois",2471,13.8,33.7,41090,22987,17.8,2019
1400000US17031825000,"Census Tract 8250, Cook County, Illinois",4096,6.8,29.1,63581,32015,9.6,2019
1400000US17031825200,"Census Tract 8252, Cook County, Illinois",1709,4.3,35.9,79688,28892,4.2,2019
1400000US17031825302,"Census Tract 8253.02, Cook County, Illinois",5126,6.7,33.2,70341,33627,7.4,2019
1400000US17031825303,"Census Tract 8253.03, Cook County, Illinois",3017,7.3,29.2,66684,35316,7.8,2019
1400000US17031825304,"Census Tract 8253.04, Cook County, Illinois",3515,3.1,28,70781,35337,7.8,2019
1400000US17031825400,"Census Tract 8254, Cook County, Illinois",4294,7.3,35.7,63606,34226,7.8,2019
1400000US17031825501,"Census Tract 8255.01, Cook County, Illinois",4424,10.2,32.9,56976,24804,11.3,2019
1400000US17031825503,"Census Tract 8255.03, Cook County, Illinois",4906,6.8,37.1,56250,25616,12.3,2019
1400000US17031825504,"Census Tract 8255.04, Cook County, Illinois",2769,8.6,36.6,51875,25454,1.2,2019
1400000US17031825505,"Census Tract 8255.05, Cook County, Illinois",4792,19.2,35.5,56509,22574,12.6,2019
1400000US17031825600,"Census Tract 8256, Cook County, Illinois",3885,13.8,30.6,48967,20755,16.8,2019
1400000US17031825700,"Census Tract 8257, Cook County, Illinois",3239,11.9,38.4,46394,21969,17.1,2019
1400000US17031825801,"Census Tract 8258.01, Cook County, Illinois",2563,19.4,47.7,44470,22976,17.1,2019
1400000US17031825802,"Census Tract 8258.02, Cook County, Illinois",5154,18.2,38.5,46627,22929,9.9,2019
1400000US17031825803,"Census Tract 8258.03, Cook County, Illinois",5136,17.8,36.4,51217,26532,9.2,2019
1400000US17031825900,"Census Tract 8259, Cook County, Illinois",2815,11.4,41.4,50761,23905,16.9,2019
1400000US17031826000,"Census Tract 8260, Cook County, Illinois",2200,12.8,30.4,45833,16497,15.7,2019
1400000US17031826100,"Census Tract 8261, Cook County, Illinois",4362,18.1,34.7,41792,18159,27.1,2019
1400000US17031826201,"Census Tract 8262.01, Cook County, Illinois",3067,8.5,37,34808,30301,14.4,2019
1400000US17031826202,"Census Tract 8262.02, Cook County, Illinois",4242,20.8,37.5,39852,19116,30.6,2019
1400000US17031826301,"Census Tract 8263.01, Cook County, Illinois",3106,13.4,36.6,54347,24003,14.3,2019
1400000US17031826303,"Census Tract 8263.03, Cook County, Illinois",3550,20.6,43.3,51186,23567,14.6,2019
1400000US17031826304,"Census Tract 8263.04, Cook County, Illinois",2211,21.4,37,35799,21738,26.4,2019
1400000US17031826401,"Census Tract 8264.01, Cook County, Illinois",3202,20.9,36.3,53229,23507,12.6,2019
1400000US17031826402,"Census Tract 8264.02, Cook County, Illinois",3661,13.9,43.2,55753,21355,22.7,2019
1400000US17031826500,"Census Tract 8265, Cook County, Illinois",4572,14.8,46.1,40258,19441,32.7,2019
1400000US17031826600,"Census Tract 8266, Cook County, Illinois",4355,19.4,42.9,39266,19297,23.1,2019
1400000US17031826700,"Census Tract 8267, Cook County, Illinois",3966,22.3,38.5,34510,22137,26.5,2019
1400000US17031826800,"Census Tract 8268, Cook County, Illinois",3890,13.9,31.1,47602,16736,24.4,2019
1400000US17031826901,"Census Tract 8269.01, Cook County, Illinois",1387,14.5,29.6,30292,16896,36.9,2019
1400000US17031826902,"Census Tract 8269.02, Cook County, Illinois",1320,27.2,33.8,29211,17750,43.6,2019
1400000US17031827000,"Census Tract 8270, Cook County, Illinois",3172,16,37.8,28763,18790,38.1,2019
1400000US17031827100,"Census Tract 8271, Cook County, Illinois",2044,11.5,28,27667,17568,34.6,2019
1400000US17031827200,"Census Tract 8272, Cook County, Illinois",3218,12.3,33,44068,21272,19.6,2019
1400000US17031827300,"Census Tract 8273, Cook County, Illinois",1899,7.8,34.5,22500,14294,29.9,2019
1400000US17031827400,"Census Tract 8274, Cook County, Illinois",3274,18.6,29.6,22561,13232,38,2019
1400000US17031827500,"Census Tract 8275, Cook County, Illinois",3707,14.8,23.3,39179,17929,25.4,2019
1400000US17031827600,"Census Tract 8276, Cook County, Illinois",2651,22,35.5,37654,20429,24.3,2019
1400000US17031827700,"Census Tract 8277, Cook County, Illinois",2226,15.4,31.3,42939,18206,20.8,2019
1400000US17031827801,"Census Tract 8278.01, Cook County, Illinois",3850,11.9,36.2,60379,22496,12.8,2019
1400000US17031827802,"Census Tract 8278.02, Cook County, Illinois",2719,7.1,30.8,73409,25423,9.5,2019
1400000US17031827804,"Census Tract 8278.04, Cook County, Illinois",2387,17.1,34.5,71563,29237,8.9,2019
1400000US17031827805,"Census Tract 8278.05, Cook County, Illinois",2342,11.8,41.7,59427,29646,10.1,2019
1400000US17031827901,"Census Tract 8279.01, Cook County, Illinois",2012,12.7,37,83125,37923,13.2,2019
1400000US17031827902,"Census Tract 8279.02, Cook County, Illinois",3534,12.8,30.4,53288,24442,20.6,2019
1400000US17031828000,"Census Tract 8280, Cook County, Illinois",3998,9,31.3,46250,24745,16.6,2019
1400000US17031828100,"Census Tract 8281, Cook County, Illinois",3991,10.1,32.9,51967,25164,25.5,2019
1400000US17031828201,"Census Tract 8282.01, Cook County, Illinois",3012,8.4,32.7,54245,33028,4.4,2019
1400000US17031828202,"Census Tract 8282.02, Cook County, Illinois",3728,7.1,33,63750,32056,6.8,2019
1400000US17031828300,"Census Tract 8283, Cook County, Illinois",2801,6.5,25.1,63418,33173,8.8,2019
1400000US17031828401,"Census Tract 8284.01, Cook County, Illinois",2927,3.9,30.3,71336,33912,7.2,2019
1400000US17031828402,"Census Tract 8284.02, Cook County, Illinois",3244,9.4,33.7,52381,31038,6.2,2019
1400000US17031828503,"Census Tract 8285.03, Cook County, Illinois",3039,11.5,29.7,37514,20169,25.4,2019
1400000US17031828504,"Census Tract 8285.04, Cook County, Illinois",4703,20.4,35.2,44375,18721,36.4,2019
1400000US17031828505,"Census Tract 8285.05, Cook County, Illinois",5598,12.4,33.2,58214,30432,14.6,2019
1400000US17031828506,"Census Tract 8285.06, Cook County, Illinois",7294,12.8,35,56471,27415,7.9,2019
1400000US17031828601,"Census Tract 8286.01, Cook County, Illinois",3164,3.3,31.2,81832,37555,4.5,2019
1400000US17031828602,"Census Tract 8286.02, Cook County, Illinois",3556,4.1,35.9,93000,35653,4.8,2019
1400000US17031828701,"Census Tract 8287.01, Cook County, Illinois",3150,12.2,45.2,76875,25529,13.4,2019
1400000US17031828702,"Census Tract 8287.02, Cook County, Illinois",3795,12.9,36.3,52600,23553,19.2,2019
1400000US17031828801,"Census Tract 8288.01, Cook County, Illinois",4345,6,32.6,96373,42103,3.3,2019
1400000US17031828802,"Census Tract 8288.02, Cook County, Illinois",2673,5.3,29.4,73510,33212,1.7,2019
1400000US17031828900,"Census Tract 8289, Cook County, Illinois",2667,20.9,25.9,53315,17167,29.6,2019
1400000US17031829000,"Census Tract 8290, Cook County, Illinois",844,28.5,25.9,21192,14512,50.9,2019
1400000US17031829100,"Census Tract 8291, Cook County, Illinois",2598,17.4,25.4,30862,17675,24,2019
1400000US17031829200,"Census Tract 8292, Cook County, Illinois",4363,8.4,27.7,46875,20100,27.9,2019
1400000US17031829301,"Census Tract 8293.01, Cook County, Illinois",3246,12.4,28.7,75708,31737,12.5,2019
1400000US17031829302,"Census Tract 8293.02, Cook County, Illinois",2904,10.6,28.6,32000,19747,41,2019
1400000US17031829401,"Census Tract 8294.01, Cook County, Illinois",949,24.8,20.9,30091,17822,40.2,2019
1400000US17031829402,"Census Tract 8294.02, Cook County, Illinois",2611,2.3,30.3,41578,24761,12.7,2019
1400000US17031829500,"Census Tract 8295, Cook County, Illinois",2969,11,25.9,41138,18728,24.2,2019
1400000US17031829600,"Census Tract 8296, Cook County, Illinois",2378,10.2,29.4,53911,28392,13.2,2019
1400000US17031829700,"Census Tract 8297, Cook County, Illinois",3191,21.7,29.4,40432,22924,29.7,2019
1400000US17031829800,"Census Tract 8298, Cook County, Illinois",4878,5,37.9,103417,56034,5.6,2019
1400000US17031829901,"Census Tract 8299.01, Cook County, Illinois",7579,13.7,39.8,79772,34485,5.9,2019
1400000US17031829902,"Census Tract 8299.02, Cook County, Illinois",4986,21.4,36.8,76409,45701,25.8,2019
1400000US17031830001,"Census Tract 8300.01, Cook County, Illinois",1987,4.7,30,47250,25213,12,2019
1400000US17031830003,"Census Tract 8300.03, Cook County, Illinois",6003,12.3,42.3,96379,37467,8.8,2019
1400000US17031830004,"Census Tract 8300.04, Cook County, Illinois",5577,6.6,38.3,88003,36862,9.9,2019
1400000US17031830005,"Census Tract 8300.05, Cook County, Illinois",3434,10.3,34.8,97000,47160,3.8,2019
1400000US17031830006,"Census Tract 8300.06, Cook County, Illinois",2527,7.1,36.7,56009,27829,22.1,2019
1400000US17031830007,"Census Tract 8300.07, Cook County, Illinois",3634,21.4,35.8,47466,20130,24.6,2019
1400000US17031830008,"Census Tract 8300.08, Cook County, Illinois",3504,8.6,38.5,85156,32144,4.6,2019
1400000US17031830100,"Census Tract 8301, Cook County, Illinois",2596,2.5,27.6,76548,28124,8.2,2019
1400000US17031830201,"Census Tract 8302.01, Cook County, Illinois",4715,11,38.3,59662,27610,15,2019
1400000US17031830202,"Census Tract 8302.02, Cook County, Illinois",2825,8.4,40.4,87901,31909,23.3,2019
1400000US17031830300,"Census Tract 8303, Cook County, Illinois",3809,13.9,34,38043,24015,14.1,2019
1400000US17031830400,"Census Tract 8304, Cook County, Illinois",3356,9.3,28.6,53920,26229,9.2,2019
1400000US17031830500,"Census Tract 8305, Cook County, Illinois",2950,10.3,36.9,37917,15572,23.2,2019
1400000US17031830600,"Census Tract 8306, Cook County, Illinois",3803,6.2,40.1,47227,32020,25,2019
1400000US17031830700,"Census Tract 8307, Cook County, Illinois",3246,4.3,34.9,55236,35473,21.6,2019
1400000US17031830800,"Census Tract 8308, Cook County, Illinois",2242,7.7,40.6,79405,55574,6.9,2019
1400000US17031830900,"Census Tract 8309, Cook County, Illinois",2627,0.9,32.4,102246,58583,2.9,2019
1400000US17031831000,"Census Tract 8310, Cook County, Illinois",1856,1.7,34.3,149722,104412,0.8,2019
1400000US17031831100,"Census Tract 8311, Cook County, Illinois",6888,5.4,35.7,60540,29946,12.7,2019
