geo_id,tract_name,labor_force_population,unemployment_rate,mean_commute_minutes,median_household_income,per_capita_income,poverty_rate,year
1400000US17031823803,"Census Tract 8238.03, Cook County, Illinois",6036,5,31.9,75482,33570,14.6,2021
1400000US17031823805,"Census Tract 8238.05, Cook County, Illinois",2672,4.3,31.1,56923,39235,4.8,2021
1400000US17031823806,"Census Tract 8238.06, Cook County, Illinois",3652,12.7,32,51943,29468,11.9,2021
1400000US17031823901,"Census Tract 8239.01, Cook County, Illinois",3427,4.1,31.2,113205,55151,1.6,2021
1400000US17031823903,"Census Tract 8239.03, Cook County, Illinois",3757,3.7,33.1,106694,53347,4.7,2021
1400000US17031823904,"Census Tract 8239.04, Cook County, Illinois",3386,2.4,30.3,106607,52896,4.7,2021
1400000US17031824003,"Census Tract 8240.03, Cook County, Illinois",4732,4.4,32.6,103117,40180,6.7,2021
1400000US17031824004,"Census Tract 8240.04, Cook County, Illinois",4285,4.6,37.9,96914,51356,6,2021
1400000US17031824005,"Census Tract 8240.05, Cook County, Illinois",4517,6.2,36.6,127061,50381,2.7,2021
1400000US17031824006,"Census Tract 8240.06, Cook County, Illinois",4381,3,37.5,150985,54860,3.9,2021
1400000US17031824105,"Census Tract 8241.05, Cook County, Illinois",5598,0.9,35.4,102859,44962,1,2021
1400000US17031824106,"Census Tract 8241.06, Cook County, Illinois",5365,10.3,34.9,93739,41807,11.4,2021
1400000US17031824107,"Census Tract 8241.07, Cook County, Illinois",6170,6.6,33.3,79442,40867,6,2021
1400000US17031824113,"Census Tract 8241.13, Cook County, Illinois",5244,5.3,38,108239,42622,5.6,2021
1400000US17031824114,"Census Tract 8241.14, Cook County, Illinois",4248,3.3,34.5,124125,53785,4.9,2021
1400000US17031824115,"Census Tract 8241.15, Cook County, Illinois",3262,3.5,31.3,88041,36693,3.6,2021
1400000US17031824116,"Census Tract 8241.16, Cook County, Illinois",4374,5,35.7,69020,43472,8,2021
1400000US17031824119,"Census Tract 8241.19, Cook County, Illinois",4901,3.6,31.1,95697,50363,0.8,2021
1400000US17031824121,"Census Tract 8241.21, Cook County, Illinois",2565,8.4,37.3,85122,37161,8.2,2021
1400000US17031824122,"Census Tract 8241.22, Cook County, Illinois",5117,4.5,32.8,102676,57210,5.4,2021
1400000US17031824123,"Census Tract 8241.23, Cook County, Illinois",5746,4.2,28.2,87393,38204,5.2,2021
1400000US17031824124,"Census Tract 8241.24, Cook County, Illinois",2174,7.1,32.5,82592,34885,16,2021
1400000US17031824125,"Census Tract 8241.25, Cook County, Illinois",3874,6,39.2,110560,38896,4.7,2021
1400000US17031824126,"Census Tract 8241.26, Cook County, Illinois",4489,4.7,37.1,155069,54377,1,2021
1400000US17031824127,"Census Tract 8241.27, Cook County, Illinois",3096,6.1,33.5,104833,45841,2.5,2021
1400000US17031824128,"Census Tract 8241.28, Cook County, Illinois",3933,3.1,32.5,87734,47314,6.9,2021
1400000US17031824129,"Census Tract 8241.29, Cook County, Illinois",3397,5.6,38.1,88101,53610,10.4,2021
1400000US17031824300,"Census Tract 8243, Cook County, Illinois",3885,19.2,27.7,34087,16957,36.5,2021
1400000US17031824400,"Census Tract 8244, Cook County, Illinois",1632,8.5,28.2,42891,24206,13.8,2021
1400000US17031824503,"Census Tract 8245.03, Cook County, Illinois",4943,6.7,33.8,72772,38404,6,2021
1400000US17031824505,"Census Tract 8245.05, Cook County, Illinois",5585,4.9,32.8,66810,32671,3.9,2021
1400000US17031824507,"Census Tract 8245.07, Cook County, Illinois",3106,5.1,34.7,81196,44883,9.6,2021
1400000US17031824508,"Census Tract 8245.08, Cook County, Illinois",2733,6.9,28.1,63065,42555,5.6,2021
1400000US17031824509,"Census Tract 8245.09, Cook County, Illinois",3870,4.2,27.1,105650,36264,2.4,2021
1400000US17031824601,"Census Tract 8246.01, Cook County, Illinois",3348,2.3,31.4,82660,37099,2.8,2021
1400000US17031824602,"Census Tract 8246.02, Cook County, Illinois",4963,4.2,31.2,68021,34024,7.5,2021
1400000US17031824701,"Census Tract 8247.01, Cook County, Illinois",2865,8.8,33.1,52222,28601,13.2,2021
1400000US17031824702,"Census Tract 8247.02, Cook County, Illinois",4346,3.5,27.5,53467,29373,18.9,2021
1400000US17031824800,"Census Tract 8248, Cook County, Illinois",5787,13.6,29.4,52211,20327,7.6,2021
1400000US17031824900,"Census Tract 8249, Cook County, Illinois",2214,11.9,31.8,40833,24999,21.2,2021
1400000US17031825000,"Census Tract 8250, Cook County, Illinois",3876,3.9,31.6,66857,36900,3.3,2021
1400000US17031825200,"Census Tract 8252, Cook County, Illinois",1703,8,35.5,79286,32077,10,2021
1400000US17031825302,"Census Tract 8253.02, Cook County, Illinois",4696,4.4,33,85800,40970,3.8,2021
1400000US17031825303,"Census Tract 8253.03, Cook County, Illinois",3253,7.3,26.7,70441,35130,10.8,2021
1400000US17031825304,"Census Tract 8253.04, Cook County, Illinois",3753,4.9,30.1,85865,38701,7.2,2021
1400000US17031825400,"Census Tract 8254, Cook County, Illinois",4720,4.4,35.2,71528,37696,8.8,2021
1400000US17031825501,"Census Tract 8255.01, Cook County, Illinois",4198,12.2,30.5,54313,26834,13.4,2021
1400000US17031825503,"Census Tract 8255.03, Cook County, Illinois",4825,17.3,44.1,62397,24163,19.9,2021
1400000US17031825504,"Census Tract 8255.04, Cook County, Illinois",2793,7.6,34.1,66534,32446,2.3,2021
1400000US17031825505,"Census Tract 8255.05, Cook County, Illinois",4552,11.9,33,63027,27214,12.8,2021
1400000US17031825600,"Census Tract 8256, Cook County, Illinois",3804,20.7,37.2,48133,19942,19.3,2021
1400000US17031825700,"Census Tract 8257, Cook County, Illinois",3318,10,36.6,50556,25665,11.6,2021
1400000US17031825801,"Census Tract 8258.01, Cook County, Illinois",2972,14.1,45.9,41918,21060,29.4,2021
1400000US17031825802,"Census Tract 8258.02, Cook County, Illinois",5189,8.8,33.1,62108,23721,17.2,2021
1400000US17031825803,"Census Tract 8258.03, Cook County, Illinois",4483,14.5,39.6,54835,30070,12.5,2021
1400000US17031825900,"Census Tract 8259, Cook County, Illinois",2641,15.1,40.1,56043,20274,28.3,2021
1400000US17031826000,"Census Tract 8260, Cook County, Illinois",2103,12.1,31.3,56952,21373,23.5,2021
1400000US17031826100,"Census Tract 8261, Cook County, Illinois",4105,11.6,33.8,52797,25812,15.9,2021
1400000US17031826201,"Census Tract 8262.01, Cook County, Illinois",3445,10.7,30,40684,32232,13.3,2021
1400000US17031826202,"Census Tract 8262.02, Cook County, Illinois",3753,12.5,42.7,44099,20616,32.9,2021
1400000US17031826301,"Census Tract 8263.01, Cook County, Illinois",3588,9.2,37,64615,27140,7.9,2021
1400000US17031826303,"Census Tract 8263.03, Cook County, Illinois",3033,20.2,41.7,58269,25809,8.1,2021
1400000US17031826304,"Census Tract 8263.04, Cook County, Illinois",2238,18.1,37.4,49830,24030,23.5,2021
1400000US17031826401,"Census Tract 8264.01, Cook County, Illinois",2789,17.3,32.6,51250,22198,19.3,2021
1400000US17031826402,"Census Tract 8264.02, Cook County, Illinois",3800,11.9,36.2,44826,24831,19.5,2021
1400000US17031826500,"Census Tract 8265, Cook County, Illinois",4393,18.3,45.1,46380,22977,28.9,2021
1400000US17031826600,"Census Tract 8266, Cook County, Illinois",3411,8.1,38.7,40729,19055,28.4,2021
1400000US17031826700,"Census Tract 8267, Cook County, Illinois",3460,24.6,34.3,34984,19620,31.6,2021
1400000US17031826800,"Census Tract 8268, Cook County, Illinois",3848,8.8,25.6,52658,17836,24,2021
1400000US17031826901,"Census Tract 8269.01, Cook County, Illinois",1411,11.9,33.7,27845,20998,32.1,2021
1400000US17031826902,"Census Tract 8269.02, Cook County, Illinois",1103,35.6,27.4,31544,19260,44.6,2021
1400000US17031827000,"Census Tract 8270, Cook County, Illinois",3062,9.9,37.4,40012,21114,30.5,2021
1400000US17031827100,"Census Tract 8271, Cook County, Illinois",1791,8.7,25.3,28942,18323,31,2021
1400000US17031827200,"Census Tract 8272, Cook County, Illinois",2782,14.3,34.6,52619,25735,18,2021
1400000US17031827300,"Census Tract 8273, Cook County, Illinois",1713,7,25.7,22269,19566,34.2,2021
1400000US17031827400,"Census Tract 8274, Cook County, Illinois",2296,14.3,27.7,30562,20273,26.2,2021
1400000US17031827500,"Census Tract 8275, Cook County, Illinois",3356,16.8,28,53036,20365,24,2021
1400000US17031827600,"Census Tract 8276, Cook County, Illinois",2031,15.4,30.1,41494,17049,25.2,2021
1400000US17031827700,"Census Tract 8277, Cook County, Illinois",1921,16.5,30.3,47569,18950,26.9,2021
1400000US17031827801,"Census Tract 8278.01, Cook County, Illinois",4066,15.8,33.8,70081,25456,19.7,2021
1400000US17031827802,"Census Tract 8278.02, Cook County, Illinois",2501,10.4,33.5,93036,28300,12.5,2021
1400000US17031827804,"Census Tract 8278.04, Cook County, Illinois",2534,12.7,42.1,61289,30434,12.1,2021
1400000US17031827805,"Census Tract 8278.05, Cook County, Illinois",2202,15.4,33.4,84345,36841,14.9,2021
1400000US17031827901,"Census Tract 8279.01, Cook County, Illinois",1767,13,40.1,94904,42759,12.5,2021
1400000US17031827902,"Census Tract 8279.02, Cook County, Illinois",3272,12.6,33.7,53878,25153,14.5,2021
1400000US17031828000,"Census Tract 8280, Cook County, Illinois",4192,9.1,34.5,61330,30584,9.8,2021
1400000US17031828100,"Census Tract 8281, Cook County, Illinois",4521,19.3,26.7,57304,28539,23.1,2021
1400000US17031828201,"Census Tract 8282.01, Cook County, Illinois",2810,4.5,35.2,69224,39112,6.3,2021
1400000US17031828202,"Census Tract 8282.02, Cook County, Illinois",4147,5.7,31.2,51658,31195,21.1,2021
1400000US17031828300,"Census Tract 8283, Cook County, Illinois",2775,16.1,28.3,56336,31400,10.5,2021
1400000US17031828401,"Census Tract 8284.01, Cook County, Illinois",2879,4,29.2,71958,33886,10.9,2021
1400000US17031828402,"Census Tract 8284.02, Cook County, Illinois",2826,8.4,30.2,46645,29646,18.1,2021
1400000US17031828503,"Census Tract 8285.03, Cook County, Illinois",3491,11.8,30.4,51972,21016,19.7,2021
1400000US17031828504,"Census Tract 8285.04, Cook County, Illinois",4003,11.6,34.2,47745,19598,34.6,2021
1400000US17031828505,"Census Tract 8285.05, Cook County, Illinois",5910,8.5,45.9,90387,34484,12.1,2021
1400000US17031828507,"Census Tract 8285.07, Cook County, Illinois",3067,11.5,36.3,86058,32702,3.4,2021
1400000US17031828508,"Census Tract 8285.08, Cook County, Illinois",3063,1.9,31.4,47692,26024,8.4,2021
1400000US17031828601,"Census Tract 8286.01, Cook County, Illinois",3528,3.6,28.4,88407,39974,4.2,2021
1400000US17031828602,"Census Tract 8286.02, Cook County, Illinois",3453,3.7,34.1,101205,40003,4.9,2021
1400000US17031828701,"Census Tract 8287.01, Cook County, Illinois",3573,13.1,39.2,64643,27833,13.4,2021
1400000US17031828702,"Census Tract 8287.02, Cook County, Illinois",3370,12.4,36,63811,30122,17.6,2021
1400000US17031828801,"Census Tract 8288.01, Cook County, Illinois",4159,8.6,33.5,104658,50114,8,2021
1400000US17031828802,"Census Tract 8288.02, Cook County, Illinois",2353,4.1,25.8,77932,33614,3.5,2021
1400000US17031828900,"Census Tract 8289, Cook County, Illinois",2835,17.1,23.6,61296,19040,27.9,2021
1400000US17031829000,"Census Tract 8290, Cook County, Illinois",645,35,19.1,30333,15100,35.5,2021
1400000US17031829100,"Census Tract 8291, Cook County, Illinois",2594,10.5,24.8,32054,16967,25.9,2021
1400000US17031829200,"Census Tract 8292, Cook County, Illinois",4385,6.7,32,51884,21861,25.3,2021
1400000US17031829301,"Census Tract 8293.01, Cook County, Illinois",3185,13.4,28.5,82863,33050,7.3,2021
1400000US17031829302,"Census Tract 8293.02, Cook County, Illinois",2867,14.8,25,45369,21308,33.4,2021
1400000US17031829401,"Census Tract 8294.01, Cook County, Illinois",767,20,25.3,33333,18205,32.5,2021
1400000US17031829402,"Census Tract 8294.02, Cook County, Illinois",2557,10.2,32.4,44922,23057,20.8,2021
1400000US17031829500,"Census Tract 8295, Cook County, Illinois",2751,9.1,26.2,45119,20166,17.4,2021
1400000US17031829600,"Census Tract 8296, Cook County, Illinois",2342,8.7,32.7,52969,25975,8.8,2021
1400000US17031829700,"Census Tract 8297, Cook County, Illinois",2290,7.5,24.3,43862,21143,24.6,2021
1400000US17031829800,"Census Tract 8298, Cook County, Illinois",4662,4.1,40.3,126462,53354,3.5,2021
1400000US17031829902,"Census Tract 8299.02, Cook County, Illinois",5403,21.2,34.2,82353,39012,14.5,2021
1400000US17031829903,"Census Tract 8299.03, Cook County, Illinois",3713,9,34.2,69016,32059,10.1,2021
1400000US17031829904,"Census Tract 8299.04, Cook County, Illinois",3534,11.8,37.5,77852,42845,3.2,2021
1400000US17031830001,"Census Tract 8300.01, Cook County, Illinois",1928,8,30.6,38197,24410,24.6,2021
1400000US17031830003,"Census Tract 8300.03, Cook County, Illinois",6120,8.2,42.2,101078,38872,12.7,2021
1400000US17031830004,"Census Tract 8300.04, Cook County, Illinois",5405,13.1,36.5,103333,42355,11.5,2021
1400000US17031830005,"Census Tract 8300.05, Cook County, Illinois",3231,8.9,37.2,92917,47196,10.8,2021
1400000US17031830006,"Census Tract 8300.06, Cook County, Illinois",2195,6.7,39.9,,27045,14.9,2021
1400000US17031830007,"Census Tract 8300.07, Cook County, Illinois",3452,17.9,32.5,56852,26418,14.2,2021
1400000US17031830008,"Census Tract 8300.08, Cook County, Illinois",3428,7.5,37.9,100260,37485,5.1,2021
1400000US17031830100,"Census Tract 8301, Cook County, Illinois",2571,3.3,25,91875,30124,8.4,2021
1400000US17031830201,"Census Tract 8302.01, Cook County, Illinois",4421,20.2,45.8,41250,25446,13.1,2021
1400000US17031830202,"Census Tract 8302.02, Cook County, Illinois",2986,6,36.5,77669,29523,15.2,2021
1400000US17031830300,"Census Tract 8303, Cook County, Illinois",3879,6,33.4,50224,24550,9.2,2021
1400000US17031830400,"Census Tract 8304, Cook County, Illinois",3013,13.3,30.3,55783,25732,22.8,2021
1400000US17031830500,"Census Tract 8305, Cook County, Illinois",2839,8.4,39.1,40736,17626,14.8,2021
1400000US17031830600,"Census Tract 8306, Cook County, Illinois",3889,8.7,43.6,59213,36008,15.9,2021
1400000US17031830700,"Census Tract 8307, Cook County, Illinois",3628,7.2,36.9,60432,39093,24.7,2021
1400000US17031830800,"Census Tract 8308, Cook County, Illinois",2363,6.1,39.8,79534,60738,3.9,2021
1400000US17031830900,"Census Tract 8309, Cook County, Illinois",2546,1.5,32.3,123083,69035,5.4,2021
1400000US17031831000,"Census Tract 8310, Cook County, Illinois",1978,4.7,35.9,161958,98408,3.6,2021
1400000US17031831100,"Census Tract 8311, Cook County, Illinois",6586,4.1,36.9,88217,37950,7.8,2021
1400000US17031831200,"Census Tract 8312, Cook County, Illinois",4026,6.4,32.8,48605,21897,10.3,2021
1400000US17031831300,"Census Tract 8313, Cook County, Illinois",911,11,42.2,46208,29220,33.4,2021
1400000US17031831400,"Census Tract 8314, Cook County, Illinois",2232,12.2,32.2,35257,17995,26.5,2021
1400000US17031831500,"Census Tract 8315, Cook County, Illinois",3129,7.6,34.9,66447,26198,11.7,2021
1400000US17031831600,"Census Tract 8316, Cook County, Illinois",5839,7.1,33.2,51250,26065,6.2,2021
1400000US17031831700,"Census Tract 8317, Cook County, Illinois",1799,7.3,41.8,40353,32203,13.4,2021
1400000US17031831800,"Census Tract 8318, Cook County, Illinois",5573,4.5,30.2,68885,33096,12.1,2021
1400000US17031831900,"Census Tract 8319, Cook County, Illinois",2868,3.4,32.9,135354,89784,9.9,2021
1400000US17031832000,"Census Tract 8320, Cook County, Illinois",1692,3.8,36.3,126875,88424,9.6,2021
1400000US17031832100,"Census Tract 8321, Cook County, Illinois",3077,6,33.7,84016,52204,15.7,2021
1400000US17031832200,"Census Tract 8322, Cook County, Illinois",2446,0.9,29.4,136882,90394,4.6,2021
1400000US17031832300,"Census Tract 8323, Cook County, Illinois",1687,2.1,31.7,117015,89959,7,2021
1400000US17031832400,"Census Tract 8324, Cook County, Illinois",2798,3.7,29.5,122372,71418,5.7,2021
1400000US17031832500,"Census Tract 8325, Cook County, Illinois",2650,2.5,34.5,149000,95272,12.5,2021
1400000US17031832600,"Census Tract 8326, Cook County, Illinois",3562,5.6,29,187857,116845,4,2021
1400000US17031832900,"Census Tract 8329, Cook County, Illinois",1815,9,27.5,70022,42764,35.1,2021
1400000US17031833000,"Census Tract 8330, Cook County, Illinois",4325,8.3,25,172750,116407,8.1,2021
1400000US17031833100,"Census Tract 8331, Cook County, Illinois",7089,2,24.8,135313,91941,6.4,2021
1400000US17031833300,"Census Tract 8333, Cook County, Illinois",2481,8.5,24.4,69659,40859,37.5,2021
1400000US17031833900,"Census Tract 8339, Cook County, Illinois",1915,21.7,42.8,35822,16954,45.5,2021
1400000US17031834000,"Census Tract 8340, Cook County, Illinois",2451,22.2,36.4,36346,17928,20.9,2021
1400000US17031834200,"Census Tract 8342, Cook County, Illinois",3825,15.4,45.8,57994,28473,19,2021
1400000US17031834300,"Census Tract 8343, Cook County, Illinois",5345,13.7,45.5,56699,31434,19.3,2021
1400000US17031834400,"Census Tract 8344, Cook County, Illinois",3506,15.4,41.7,35093,30482,15.8,2021
1400000US17031834500,"Census Tract 8345, Cook County, Illinois",988,20.3,51.9,34261,16010,40.8,2021
1400000US17031834600,"Census Tract 8346, Cook County, Illinois",1227,19.3,35.9,25000,26976,51,2021
1400000US17031834700,"Census Tract 8347, Cook County, Illinois",944,17.9,31.8,24412,18090,28.1,2021
1400000US17031834800,"Census Tract 8348, Cook County, Illinois",1532,22.3,27.5,18973,14928,38.1,2021
1400000US17031834900,"Census Tract 8349, Cook County, Illinois",900,31.7,28.8,16574,15450,51.3,2021
1400000US17031835000,"Census Tract 8350, Cook County, Illinois",4298,28.5,39.4,29966,15193,26.3,2021
1400000US17031835100,"Census Tract 8351, Cook County, Illinois",3843,6.3,34.4,43203,16048,18.4,2021
1400000US17031835200,"Census Tract 8352, Cook County, Illinois",1814,13,30.4,75750,29032,7.2,2021
1400000US17031835500,"Census Tract 8355, Cook County, Illinois",1142,31.8,33.4,17454,13963,54.3,2021
1400000US17031835600,"Census Tract 8356, Cook County, Illinois",736,35.7,27.9,15043,14433,39.9,2021
1400000US17031835800,"Census Tract 8358, Cook County, Illinois",1413,14.7,35,84904,32900,23.8,2021
1400000US17031836000,"Census Tract 8360, Cook County, Illinois",2103,10.5,33.2,71776,41939,19.3,2021
1400000US17031836100,"Census Tract 8361, Cook County, Illinois",1382,21.6,35.1,24306,18430,47.8,2021
1400000US17031836200,"Census Tract 8362, Cook County, Illinois",1504,12.5,20.5,137083,19698,13.1,2021
1400000US17031836300,"Census Tract 8363, Cook County, Illinois",1499,15.3,25.9,57643,31735,33.3,2021
1400000US17031836400,"Census Tract 8364, Cook County, Illinois",2851,23.3,29.5,26563,32059,33.9,2021
1400000US17031836500,"Census Tract 8365, Cook County, Illinois",1334,16.6,31.4,50208,41517,21.8,2021
1400000US17031836600,"Census Tract 8366, Cook County, Illinois",1955,7,31.8,61726,38878,7.1,2021
1400000US17031836700,"Census Tract 8367, Cook County, Illinois",1820,6.5,34.5,40060,28537,29.1,2021
1400000US17031836800,"Census Tract 8368, Cook County, Illinois",2036,23.1,33.1,17778,9928,65.3,2021
1400000US17031836900,"Census Tract 8369, Cook County, Illinois",1304,18.1,35.8,,13100,69.6,2021
1400000US17031837000,"Census Tract 8370, Cook County, Illinois",1353,22.3,36.4,34688,23186,30.6,2021
1400000US17031837100,"Census Tract 8371, Cook County, Illinois",1335,14.4,36.7,,23846,31.5,2021
1400000US17031837300,"Census Tract 8373, Cook County, Illinois",1915,20.1,39,18364,13646,56.2,2021
1400000US17031837400,"Census Tract 8374, Cook County, Illinois",1673,20,39.4,32284,18973,45.8,2021
1400000US17031837800,"Census Tract 8378, Cook County, Illinois",2146,11.3,30.2,58148,31012,26.2,2021
1400000US17031838000,"Census Tract 8380, Cook County, Illinois",1990,17.7,26.8,32833,32617,29.5,2021
1400000US17031838100,"Census Tract 8381, Cook County, Illinois",1397,2.2,32.9,15801,43060,38.6,2021
1400000US17031838200,"Census Tract 8382, Cook County, Illinois",1829,10.7,23.4,94464,41858,14,2021
1400000US17031838300,"Census Tract 8383, Cook County, Illinois",1852,2.8,31.1,92118,68500,10.5,2021
1400000US17031838600,"Census Tract 8386, Cook County, Illinois",1199,14.6,35.5,18976,15951,50,2021
1400000US17031838700,"Census Tract 8387, Cook County, Illinois",2991,13.6,38.4,26105,12964,45.2,2021
1400000US17031838800,"Census Tract 8388, Cook County, Illinois",2243,11.7,36.7,27143,19485,39.4,2021
1400000US17031839000,"Census Tract 8390, Cook County, Illinois",9444,10.9,28.3,103298,75127,13.4,2021
1400000US17031839100,"Census Tract 8391, Cook County, Illinois",8229,4.9,25.2,112257,98851,10.2,2021
1400000US17031839200,"Census Tract 8392, Cook County, Illinois",2376,13.7,29.5,40533,42309,29.3,2021
1400000US17031839500,"Census Tract 8395, Cook County, Illinois",1348,6.3,28.8,,37456,21,2021
1400000US17031839600,"Census Tract 8396, Cook County, Illinois",1652,9,32.9,59688,35345,21.1,2021
1400000US17031839700,"Census Tract 8397, Cook County, Illinois",4075,4.2,29.9,82670,43735,7.2,2021
1400000US17031839800,"Census Tract 8398, Cook County, Illinois",2185,8,32.8,71750,34118,12.8,2021
1400000US17031839900,"Census Tract 8399, Cook County, Illinois",4058,4.2,29.7,92759,48206,10,2021
1400000US17031840000,"Census Tract 8400, Cook County, Illinois",2142,7.3,25.7,99342,50729,14.3,2021
1400000US17031840100,"Census Tract 8401, Cook County, Illinois",2581,9.5,31,60042,27564,11.6,2021
1400000US17031840200,"Census Tract 8402, Cook County, Illinois",1902,5.2,30.5,42188,20562,30,2021
1400000US17031840300,"Census Tract 8403, Cook County, Illinois",3030,12,30.4,61131,29282,8.4,2021
1400000US17031840400,"Census Tract 8404, Cook County, Illinois",2710,4.1,28.6,66958,24866,13.7,2021
1400000US17031840700,"Census Tract 8407, Cook County, Illinois",3353,5.3,32.5,76629,27067,17.3,2021
1400000US17031840800,"Census Tract 8408, Cook County, Illinois",2293,10.7,34.2,43807,15161,32.1,2021
1400000US17031841000,"Census Tract 8410, Cook County, Illinois",982,0.5,24.6,96000,57996,19.8,2021
1400000US17031841100,"Census Tract 8411, Cook County, Illinois",6172,6.8,31.6,39356,27572,20.6,2021
1400000US17031841200,"Census Tract 8412, Cook County, Illinois",3502,3.3,32.1,56667,25972,8.6,2021
1400000US17031841300,"Census Tract 8413, Cook County, Illinois",3555,6.2,32.4,52246,35733,17,2021
1400000US17031841500,"Census Tract 8415, Cook County, Illinois",1652,26.2,36.6,29250,16403,37.6,2021
1400000US17031841700,"Census Tract 8417, Cook County, Illinois",1069,12.2,35.8,17266,20632,38,2021
1400000US17031841800,"Census Tract 8418, Cook County, Illinois",1867,18.1,37.7,45256,20377,35.7,2021
1400000US17031841900,"Census Tract 8419, Cook County, Illinois",5856,15.4,23.1,120112,39111,16.7,2021
1400000US17031842000,"Census Tract 8420, Cook County, Illinois",2834,15.1,20.7,107000,21254,26,2021
1400000US17031842100,"Census Tract 8421, Cook County, Illinois",5216,5.2,34,45318,21373,13.2,2021
1400000US17031842200,"Census Tract 8422, Cook County, Illinois",3397,3,27.7,90078,87433,6.6,2021
1400000US17031842300,"Census Tract 8423, Cook County, Illinois",3311,7.2,26.2,156815,77606,10.8,2021
1400000US17031842400,"Census Tract 8424, Cook County, Illinois",2606,7.7,39.1,46723,32183,17.8,2021
1400000US17031842500,"Census Tract 8425, Cook County, Illinois",1421,21.6,42.8,23884,11722,43,2021
1400000US17031842600,"Census Tract 8426, Cook County, Illinois",3496,3.3,37.9,81712,34979,15.1,2021
1400000US17031842800,"Census Tract 8428, Cook County, Illinois",4461,5,34.2,39808,14418,34.9,2021
1400000US17031842900,"Census Tract 8429, Cook County, Illinois",2094,7.4,32.1,28125,25689,43.3,2021
1400000US17031843000,"Census Tract 8430, Cook County, Illinois",1827,11.3,38.3,22500,13588,44.2,2021
1400000US17031843100,"Census Tract 8431, Cook County, Illinois",1151,7.4,31.5,42656,19886,40.8,2021
1400000US17031843200,"Census Tract 8432, Cook County, Illinois",1952,5.5,32.7,58162,33246,16.8,2021
1400000US17031843300,"Census Tract 8433, Cook County, Illinois",1247,33,40.1,21583,14264,46.6,2021
1400000US17031843400,"Census Tract 8434, Cook County, Illinois",888,4.7,23.3,34212,20073,27.7,2021
1400000US17031843500,"Census Tract 8435, Cook County, Illinois",10257,11.4,40.4,33906,2111,36.9,2021
1400000US17031843600,"Census Tract 8436, Cook County, Illinois",2451,12.3,33.8,50725,31440,19.2,2021
1400000US17031843700,"Census Tract 8437, Cook County, Illinois",1832,2.3,34.6,161739,90606,6.9,2021
1400000US17031843800,"Census Tract 8438, Cook County, Illinois",1261,20.6,35.2,29844,23690,20.9,2021
1400000US17031843900,"Census Tract 8439, Cook County, Illinois",2824,3,28.6,57682,37935,20.4,2021
1400000US17031844600,"Census Tract 8446, Cook County, Illinois",2133,30,27.8,67634,24141,14.8,2021
1400000US17031844700,"Census Tract 8447, Cook County, Illinois",1279,24.1,39,31898,19875,23.8,2021
1400000US17031980000,"Census Tract 9800, Cook County, Illinois",0,,,,,,2021
1400000US17031980100,"Census Tract 9801, Cook County, Illinois",0,,,,,,2021
1400000US17031990000,"Census Tract 9900, Cook County, Illinois",0,,,,,,2021
1400000US17031010100,Census Tract 101; Cook County; Illinois,3877,9.8,33,68196,44342,19.5,2022
1400000US17031010201,Census Tract 102.01; Cook County; Illinois,5962,4.1,35.2,61071,27411,33.6,2022
1400000US17031010202,Census Tract 102.02; Cook County; Illinois,2374,8.9,37.9,58698,32428,23.8,2022
1400000US17031010300,Census Tract 103; Cook County; Illinois,5702,4,36.5,68336,42831,6.5,2022
1400000US17031010400,Census Tract 104; Cook County; Illinois,4386,3.2,37.6,48630,30613,18.6,2022
1400000US17031010501,Census Tract 105.01; Cook County; Illinois,3508,7.5,36.6,47858,41810,10.8,2022
1400000US17031010502,Census Tract 105.02; Cook County; Illinois,2891,4.5,35.7,55813,36312,26.9,2022
1400000US17031010503,Census Tract 105.03; Cook County; Illinois,2242,3.9,33.2,18750,22772,51.9,2022
1400000US17031010600,Census Tract 106; Cook County; Illinois,5541,2.5,38.5,66313,42032,14.7,2022
1400000US17031010701,Census Tract 107.01; Cook County; Illinois,2983,3.3,30.2,70542,52027,7.5,2022
1400000US17031010702,Census Tract 107.02; Cook County; Illinois,3668,9.5,35,52193,27028,19.7,2022
1400000US17031020100,Census Tract 201; Cook County; Illinois,3331,9.4,33.2,57029,34406,18.7,2022
1400000US17031020200,Census Tract 202; Cook County; Illinois,4932,4.6,31.5,117005,39749,6.9,2022
1400000US17031020301,Census Tract 203.01; Cook County; Illinois,4007,8.5,42.9,73539,36646,11.2,2022
1400000US17031020302,Census Tract 203.02; Cook County; Illinois,3956,10.5,34.4,84205,48044,6.2,2022
1400000US17031020400,Census Tract 204; Cook County; Illinois,3402,6.4,30.5,76607,46833,14.2,2022
1400000US17031020500,Census Tract 205; Cook County; Illinois,5173,7.1,32.4,43948,20325,31.3,2022
1400000US17031020601,Census Tract 206.01; Cook County; Illinois,4135,6.8,32.5,61046,34254,24.6,2022
1400000US17031020602,Census Tract 206.02; Cook County; Illinois,4014,2.4,29.2,83839,33599,12.3,2022
1400000US17031020701,Census Tract 207.01; Cook County; Illinois,1438,8.4,36.2,92024,51376,8.5,2022
1400000US17031020702,Census Tract 207.02; Cook County; Illinois,5838,8.4,27.3,68897,24281,20.2,2022
1400000US17031020801,Census Tract 208.01; Cook County; Illinois,5207,2.6,33.8,71953,33958,12.6,2022
