geo_id,tract_name,households_total,median_household_income,mean_household_income,households_50k_74k,households_75k_99k,households_100k_149k,households_150k_199k,households_200k_plus,year
1400000US17031010100,"Census Tract 101, Cook County, Illinois",2316,37985.0,56105.0,12.3,10.4,13.8,3.8,2.5,2018
1400000US17031010201,"Census Tract 102.01, Cook County, Illinois",2688,39549.0,61626.0,22.4,8.0,12.3,1.2,1.6,2018
1400000US17031010202,"Census Tract 102.02, Cook County, Illinois",1102,38370.0,49615.0,17.9,8.1,8.8,2.5,1.1,2018
1400000US17031010300,"Census Tract 103, Cook County, Illinois",3037,38866.0,69967.0,13.1,14.2,5.0,3.3,5.3,2018
1400000US17031010400,"Census Tract 104, Cook County, Illinois",1938,39152.0,54235.0,15.3,9.3,11.8,3.8,1.4,2018
1400000US17031010501,"Census Tract 105.01, Cook County, Illinois",2425,34455.0,49235.0,13.9,9.3,3.5,4.3,2.5,2018
1400000US17031010502,"Census Tract 105.02, Cook County, Illinois",1508,37500.0,48174.0,15.4,4.8,6.8,4.6,0.5,2018
1400000US17031010503,"Census Tract 105.03, Cook County, Illinois",968,20357.0,43885.0,14.0,3.0,5.0,1.8,5.0,2018
1400000US17031010600,"Census Tract 106, Cook County, Illinois",2875,47549.0,69573.0,16.9,5.5,12.1,6.3,6.5,2018
1400000US17031010701,"Census Tract 107.01, Cook County, Illinois",1459,55529.0,75113.0,18.8,13.5,10.8,7.0,4.7,2018
1400000US17031010702,"Census Tract 107.02, Cook County, Illinois",2060,41161.0,55290.0,14.6,14.1,7.0,2.3,1.8,2018
1400000US17031020100,"Census Tract 201, Cook County, Illinois",1556,51346.0,77140.0,21.3,9.4,11.6,3.7,4.4,2018
1400000US17031020200,"Census Tract 202, Cook County, Illinois",2135,66831.0,96642.0,22.1,9.2,18.2,12.3,7.3,2018
1400000US17031020301,"Census Tract 203.01, Cook County, Illinois",2025,54496.0,83926.0,17.7,10.7,15.8,2.4,7.5,2018
1400000US17031020302,"Census Tract 203.02, Cook County, Illinois",1736,72572.0,98410.0,21.8,7.5,20.4,7.4,10.8,2018
1400000US17031020400,"Census Tract 204, Cook County, Illinois",1669,63977.0,85014.0,15.7,11.5,17.9,7.3,7.1,2018
1400000US17031020500,"Census Tract 205, Cook County, Illinois",2135,41432.0,53492.0,20.6,8.4,6.6,5.0,0.8,2018
1400000US17031020601,"Census Tract 206.01, Cook County, Illinois",1979,41308.0,70691.0,15.1,6.2,7.6,6.5,5.9,2018
1400000US17031020602,"Census Tract 206.02, Cook County, Illinois",1421,53234.0,67320.0,25.8,7.8,12.9,6.1,3.2,2018
1400000US17031020701,"Census Tract 207.01, Cook County, Illinois",631,91477.0,110911.0,10.5,7.9,20.1,9.2,16.5,2018
1400000US17031020702,"Census Tract 207.02, Cook County, Illinois",2343,47063.0,56692.0,23.9,11.4,9.9,1.5,1.5,2018
1400000US17031020801,"Census Tract 208.01, Cook County, Illinois",2162,51467.0,71050.0,14.9,11.8,15.7,5.5,4.2,2018
1400000US17031020802,"Census Tract 208.02, Cook County, Illinois",2323,48067.0,66200.0,10.2,14.3,13.9,4.9,3.1,2018
1400000US17031020901,"Census Tract 209.01, Cook County, Illinois",1871,49901.0,58825.0,22.2,11.0,12.3,3.3,1.2,2018
1400000US17031020902,"Census Tract 209.02, Cook County, Illinois",1616,37405.0,51118.0,14.4,7.9,7.1,4.1,0.8,2018
1400000US17031030101,"Census Tract 301.01, Cook County, Illinois",1947,48927.0,62414.0,22.3,9.2,9.3,2.3,4.9,2018
1400000US17031030102,"Census Tract 301.02, Cook County, Illinois",1768,45086.0,68676.0,19.5,9.3,8.7,3.2,3.9,2018
1400000US17031030103,"Census Tract 301.03, Cook County, Illinois",916,49103.0,64706.0,19.0,7.3,11.8,6.3,4.0,2018
1400000US17031030104,"Census Tract 301.04, Cook County, Illinois",1072,37586.0,55569.0,13.3,13.5,3.7,10.0,0.5,2018
1400000US17031030200,"Census Tract 302, Cook County, Illinois",2505,65810.0,93418.0,16.0,10.8,17.4,7.0,8.8,2018
1400000US17031030300,"Census Tract 303, Cook County, Illinois",1482,38427.0,61556.0,7.2,11.3,7.2,5.2,5.8,2018
1400000US17031030400,"Census Tract 304, Cook County, Illinois",1307,50781.0,81193.0,14.2,14.9,7.8,7.0,7.0,2018
1400000US17031030500,"Census Tract 305, Cook County, Illinois",2918,79414.0,105587.0,20.1,15.0,20.0,9.9,10.8,2018
1400000US17031030601,"Census Tract 306.01, Cook County, Illinois",1976,41675.0,59282.0,15.4,10.3,10.6,5.1,1.8,2018
1400000US17031030603,"Census Tract 306.03, Cook County, Illinois",1415,34415.0,57594.0,14.4,5.0,7.2,4.0,4.4,2018
1400000US17031030604,"Census Tract 306.04, Cook County, Illinois",2129,35096.0,61943.0,19.9,5.9,8.1,5.4,3.3,2018
1400000US17031030701,"Census Tract 307.01, Cook County, Illinois",901,41042.0,52821.0,17.0,12.7,12.1,3.0,0.0,2018
1400000US17031030702,"Census Tract 307.02, Cook County, Illinois",1429,59414.0,85460.0,14.5,10.3,13.4,10.4,6.4,2018
1400000US17031030703,"Census Tract 307.03, Cook County, Illinois",1763,40195.0,68395.0,14.8,8.1,11.5,4.3,4.8,2018
1400000US17031030706,"Census Tract 307.06, Cook County, Illinois",2008,39308.0,65408.0,22.6,7.5,5.6,6.0,4.7,2018
1400000US17031030800,"Census Tract 308, Cook County, Illinois",1949,90288.0,135359.0,17.5,12.7,18.8,9.6,15.0,2018
1400000US17031030900,"Census Tract 309, Cook County, Illinois",1395,95958.0,116451.0,14.1,12.1,21.6,11.9,14.4,2018
1400000US17031031000,"Census Tract 310, Cook County, Illinois",2005,81291.0,108045.0,13.3,16.1,20.0,6.6,12.1,2018
1400000US17031031100,"Census Tract 311, Cook County, Illinois",2313,68304.0,84137.0,16.2,12.3,22.6,6.9,6.2,2018
1400000US17031031200,"Census Tract 312, Cook County, Illinois",2736,40380.0,59827.0,10.2,5.8,9.0,4.3,7.2,2018
1400000US17031031300,"Census Tract 313, Cook County, Illinois",4089,41445.0,61996.0,17.1,10.5,7.9,4.9,3.8,2018
1400000US17031031400,"Census Tract 314, Cook County, Illinois",3015,69590.0,96988.0,22.3,14.7,13.1,8.8,9.9,2018
1400000US17031031501,"Census Tract 315.01, Cook County, Illinois",1850,25257.0,48043.0,14.6,8.6,6.8,2.5,2.4,2018
1400000US17031031502,"Census Tract 315.02, Cook County, Illinois",2378,25317.0,45471.0,11.9,2.9,7.8,2.3,3.4,2018
1400000US17031031700,"Census Tract 317, Cook County, Illinois",3531,56175.0,80738.0,10.2,13.8,12.9,5.7,9.4,2018
1400000US17031031800,"Census Tract 318, Cook County, Illinois",966,78558.0,106253.0,15.0,13.5,16.7,10.5,11.4,2018
1400000US17031031900,"Census Tract 319, Cook County, Illinois",1260,67760.0,96218.0,18.5,12.4,16.3,7.1,9.0,2018
1400000US17031032100,"Census Tract 321, Cook County, Illinois",3850,53013.0,83385.0,11.2,10.2,14.5,7.0,9.5,2018
1400000US17031040100,"Census Tract 401, Cook County, Illinois",1603,85368.0,110359.0,19.5,16.9,19.0,9.2,11.7,2018
1400000US17031040201,"Census Tract 402.01, Cook County, Illinois",2962,71322.0,88952.0,20.2,14.4,17.4,8.3,7.2,2018
1400000US17031040202,"Census Tract 402.02, Cook County, Illinois",2961,40011.0,65945.0,14.3,8.5,10.1,1.9,6.2,2018
1400000US17031040300,"Census Tract 403, Cook County, Illinois",1062,90250.0,122119.0,12.2,18.0,23.5,12.5,10.9,2018
1400000US17031040401,"Census Tract 404.01, Cook County, Illinois",1342,89063.0,116413.0,11.0,18.0,19.3,6.3,18.0,2018
1400000US17031040402,"Census Tract 404.02, Cook County, Illinois",2546,82798.0,119708.0,16.7,8.6,18.3,13.1,12.5,2018
1400000US17031040600,"Census Tract 406, Cook County, Illinois",1131,82383.0,114217.0,23.2,23.1,18.3,4.6,11.7,2018
1400000US17031040700,"Census Tract 407, Cook County, Illinois",1564,76915.0,104388.0,16.9,17.0,16.0,8.6,10.7,2018
1400000US17031040800,"Census Tract 408, Cook County, Illinois",807,76809.0,106988.0,19.1,14.7,20.2,6.6,11.9,2018
1400000US17031040900,"Census Tract 409, Cook County, Illinois",963,76964.0,116896.0,13.9,11.9,14.1,10.7,13.8,2018
1400000US17031050100,"Census Tract 501, Cook County, Illinois",1132,114012.0,153040.0,5.7,15.2,25.9,14.3,19.3,2018
1400000US17031050200,"Census Tract 502, Cook County, Illinois",2206,85671.0,152541.0,14.0,10.5,16.1,3.8,25.6,2018
1400000US17031050300,"Census Tract 503, Cook County, Illinois",1095,84844.0,122157.0,17.7,15.4,19.0,9.5,15.4,2018
1400000US17031050500,"Census Tract 505, Cook County, Illinois",2115,133845.0,202896.0,9.1,18.5,21.3,13.9,30.4,2018
1400000US17031050600,"Census Tract 506, Cook County, Illinois",1092,105513.0,165469.0,16.7,15.8,22.1,8.2,23.8,2018
1400000US17031050700,"Census Tract 507, Cook County, Illinois",680,124500.0,170341.0,13.5,11.3,23.7,15.1,21.9,2018
1400000US17031050800,"Census Tract 508, Cook County, Illinois",608,116000.0,170163.0,14.0,4.8,19.2,8.6,31.9,2018
1400000US17031050900,"Census Tract 509, Cook County, Illinois",540,91719.0,135693.0,19.3,11.7,17.8,13.1,14.3,2018
1400000US17031051000,"Census Tract 510, Cook County, Illinois",714,109130.0,142422.0,11.1,14.1,15.1,16.1,22.3,2018
1400000US17031051100,"Census Tract 511, Cook County, Illinois",605,136131.0,199184.0,10.2,11.7,11.6,11.7,34.0,2018
1400000US17031051200,"Census Tract 512, Cook County, Illinois",596,129167.0,204799.0,4.9,11.2,31.2,15.8,25.7,2018
1400000US17031051300,"Census Tract 513, Cook County, Illinois",1114,178750.0,241060.0,3.8,18.2,14.8,18.6,39.0,2018
1400000US17031051400,"Census Tract 514, Cook County, Illinois",778,116364.0,176690.0,12.1,8.9,23.8,11.4,23.8,2018
1400000US17031060100,"Census Tract 601, Cook County, Illinois",1234,92593.0,149371.0,16.9,17.7,18.3,6.8,21.2,2018
1400000US17031060200,"Census Tract 602, Cook County, Illinois",1121,72679.0,134460.0,21.8,13.8,18.9,5.5,11.2,2018
1400000US17031060300,"Census Tract 603, Cook County, Illinois",1327,117415.0,166954.0,6.7,16.0,20.1,18.5,24.3,2018
1400000US17031060400,"Census Tract 604, Cook County, Illinois",1548,122708.0,182677.0,17.1,9.8,16.1,17.1,24.9,2018
1400000US17031060500,"Census Tract 605, Cook County, Illinois",754,34130.0,95701.0,7.2,8.4,7.6,3.2,15.9,2018
1400000US17031060800,"Census Tract 608, Cook County, Illinois",3063,87723.0,102170.0,15.9,20.9,21.2,8.8,9.4,2018
1400000US17031060900,"Census Tract 609, Cook County, Illinois",4680,59942.0,84923.0,23.4,13.2,17.5,1.8,7.6,2018
1400000US17031061000,"Census Tract 610, Cook County, Illinois",1074,116389.0,140909.0,10.8,8.8,25.0,18.3,18.7,2018
1400000US17031061100,"Census Tract 611, Cook County, Illinois",602,107500.0,148352.0,19.4,14.0,18.4,13.6,22.3,2018
1400000US17031061200,"Census Tract 612, Cook County, Illinois",781,112292.0,170868.0,13.8,10.9,21.9,7.9,25.1,2018
1400000US17031061500,"Census Tract 615, Cook County, Illinois",808,125000.0,161416.0,12.7,7.5,23.0,16.8,22.4,2018
1400000US17031061800,"Census Tract 618, Cook County, Illinois",697,73523.0,76277.0,17.6,21.4,21.4,4.7,1.6,2018
1400000US17031061901,"Census Tract 619.01, Cook County, Illinois",2194,60909.0,88717.0,14.4,14.0,13.5,5.1,9.0,2018
1400000US17031061902,"Census Tract 619.02, Cook County, Illinois",2875,64508.0,100951.0,22.1,13.1,11.5,7.9,11.9,2018
1400000US17031062000,"Census Tract 620, Cook County, Illinois",1546,80595.0,106391.0,16.7,15.1,15.8,10.8,13.8,2018
1400000US17031062100,"Census Tract 621, Cook County, Illinois",1834,94500.0,131662.0,15.6,6.9,19.6,7.7,21.8,2018
1400000US17031062200,"Census Tract 622, Cook County, Illinois",1234,119392.0,145803.0,13.7,10.6,20.2,15.8,23.3,2018
1400000US17031062300,"Census Tract 623, Cook County, Illinois",698,154000.0,279293.0,10.7,10.5,17.9,15.2,36.0,2018
1400000US17031062400,"Census Tract 624, Cook County, Illinois",720,127059.0,194322.0,9.6,12.6,15.7,11.4,31.5,2018
1400000US17031062500,"Census Tract 625, Cook County, Illinois",712,131818.0,194918.0,10.1,12.4,17.7,9.7,33.7,2018
1400000US17031062600,"Census Tract 626, Cook County, Illinois",972,158125.0,241241.0,12.6,7.6,20.1,8.0,43.5,2018
1400000US17031062700,"Census Tract 627, Cook County, Illinois",1089,168352.0,232916.0,9.3,3.4,20.4,11.9,43.5,2018
1400000US17031062800,"Census Tract 628, Cook County, Illinois",1448,143667.0,220697.0,4.1,12.4,21.5,11.9,36.6,2018
1400000US17031062900,"Census Tract 629, Cook County, Illinois",1822,128750.0,161626.0,15.9,7.5,18.8,15.8,23.9,2018
1400000US17031063000,"Census Tract 630, Cook County, Illinois",1793,99213.0,131058.0,15.8,12.9,17.3,11.8,20.4,2018
1400000US17031063100,"Census Tract 631, Cook County, Illinois",1296,95365.0,123384.0,19.5,8.6,22.2,11.0,12.9,2018
1400000US17031063200,"Census Tract 632, Cook County, Illinois",4214,65426.0,104100.0,18.6,11.1,18.9,4.7,12.5,2018
1400000US17031063301,"Census Tract 633.01, Cook County, Illinois",1841,58371.0,80902.0,17.8,13.6,15.0,3.9,9.0,2018
1400000US17031063302,"Census Tract 633.02, Cook County, Illinois",2710,78720.0,94659.0,21.6,17.2,21.7,6.6,7.2,2018
1400000US17031063303,"Census Tract 633.03, Cook County, Illinois",907,81705.0,100195.0,14.8,12.1,23.7,10.1,7.8,2018
1400000US17031063400,"Census Tract 634, Cook County, Illinois",1161,97305.0,126678.0,19.9,17.7,18.3,8.7,18.4,2018
1400000US17031070101,"Census Tract 701.01, Cook County, Illinois",2562,64968.0,96703.0,20.5,12.5,16.2,3.9,11.1,2018
1400000US17031070102,"Census Tract 701.02, Cook County, Illinois",1859,70057.0,124393.0,15.9,6.6,18.0,8.9,14.8,2018
1400000US17031070103,"Census Tract 701.03, Cook County, Illinois",1203,58914.0,63707.0,34.8,21.4,7.6,5.2,0.0,2018
1400000US17031070200,"Census Tract 702, Cook County, Illinois",2036,92441.0,148965.0,13.8,16.3,14.7,13.5,20.6,2018
1400000US17031070300,"Census Tract 703, Cook County, Illinois",1629,143221.0,164971.0,11.2,8.0,20.6,15.7,29.8,2018
1400000US17031070400,"Census Tract 704, Cook County, Illinois",1578,113409.0,179715.0,7.7,4.1,13.6,10.1,30.5,2018
1400000US17031070500,"Census Tract 705, Cook County, Illinois",1317,155729.0,261051.0,11.8,8.3,11.0,9.4,41.3,2018
1400000US17031070600,"Census Tract 706, Cook County, Illinois",1259,157125.0,224724.0,7.4,12.0,18.7,12.7,38.7,2018
1400000US17031070700,"Census Tract 707, Cook County, Illinois",1700,120192.0,194110.0,6.9,10.8,20.9,14.1,27.2,2018
1400000US17031071000,"Census Tract 710, Cook County, Illinois",999,138934.0,206510.0,5.0,8.4,29.0,10.8,33.6,2018
1400000US17031071100,"Census Tract 711, Cook County, Illinois",1086,119432.0,226792.0,13.5,8.2,14.3,6.3,38.6,2018
1400000US17031071200,"Census Tract 712, Cook County, Illinois",978,109191.0,160860.0,7.4,11.9,19.9,10.3,25.1,2018
1400000US17031071300,"Census Tract 713, Cook County, Illinois",1855,112788.0,221082.0,16.6,14.9,16.0,8.6,28.2,2018
1400000US17031071400,"Census Tract 714, Cook County, Illinois",2808,93529.0,143966.0,16.1,8.3,20.0,8.4,19.1,2018
1400000US17031071500,"Census Tract 715, Cook County, Illinois",3857,94598.0,131829.0,15.7,13.0,20.0,12.1,16.4,2018
1400000US17031071600,"Census Tract 716, Cook County, Illinois",739,142583.0,242016.0,6.2,7.0,18.3,15.0,33.0,2018
1400000US17031071700,"Census Tract 717, Cook County, Illinois",659,162054.0,228197.0,11.4,7.6,19.7,17.6,34.6,2018
1400000US17031071800,"Census Tract 718, Cook County, Illinois",1120,141806.0,233945.0,5.0,9.9,20.4,12.4,36.2,2018
1400000US17031080100,"Census Tract 801, Cook County, Illinois",4005,111372.0,196473.0,14.5,18.7,17.8,8.5,26.8,2018
1400000US17031080201,"Census Tract 802.01, Cook County, Illinois",2213,87221.0,115905.0,19.5,20.1,19.9,6.7,15.0,2018
1400000US17031080202,"Census Tract 802.02, Cook County, Illinois",2238,83806.0,151225.0,17.4,17.3,12.5,12.8,15.3,2018
1400000US17031080300,"Census Tract 803, Cook County, Illinois",2840,122479.0,180559.0,7.1,13.9,24.3,16.2,25.5,2018
1400000US17031080400,"Census Tract 804, Cook County, Illinois",1862,36927.0,98063.0,0.6,2.9,6.3,9.9,16.5,2018
1400000US17031081000,"Census Tract 810, Cook County, Illinois",4381,60566.0,79685.0,18.9,12.5,15.6,4.1,7.0,2018
1400000US17031081100,"Census Tract 811, Cook County, Illinois",2758,77267.0,102744.0,14.0,14.2,19.5,8.2,10.6,2018
1400000US17031081201,"Census Tract 812.01, Cook County, Illinois",2901,98186.0,200923.0,21.0,15.0,16.1,8.4,23.4,2018
1400000US17031081202,"Census Tract 812.02, Cook County, Illinois",1735,133079.0,214519.0,13.7,8.3,18.0,5.7,37.6,2018
1400000US17031081300,"Census Tract 813, Cook County, Illinois",3411,84223.0,131769.0,12.7,12.8,15.8,7.0,20.0,2018
1400000US17031081401,"Census Tract 814.01, Cook County, Illinois",1501,67313.0,146850.0,17.7,8.7,10.1,3.1,24.9,2018
1400000US17031081402,"Census Tract 814.02, Cook County, Illinois",3157,111970.0,186297.0,10.1,8.4,12.6,12.3,29.9,2018
1400000US17031081403,"Census Tract 814.03, Cook County, Illinois",5359,121318.0,165754.0,9.6,10.4,17.4,17.4,23.9,2018
1400000US17031081500,"Census Tract 815, Cook County, Illinois",3076,103664.0,168072.0,13.0,8.0,16.5,10.6,27.1,2018
1400000US17031081600,"Census Tract 816, Cook County, Illinois",2663,116897.0,157623.0,12.9,13.1,22.2,12.0,21.7,2018
1400000US17031081700,"Census Tract 817, Cook County, Illinois",2533,100708.0,149158.0,15.0,13.2,18.2,11.4,21.4,2018
1400000US17031081800,"Census Tract 818, Cook County, Illinois",6215,128243.0,174428.0,11.3,12.9,20.5,8.7,34.4,2018
1400000US17031081900,"Census Tract 819, Cook County, Illinois",411,158375.0,225692.0,6.8,2.2,7.3,9.2,45.3,2018
1400000US17031090100,"Census Tract 901, Cook County, Illinois",1405,95990.0,122180.0,10.8,13.3,21.0,11.7,15.5,2018
1400000US17031090200,"Census Tract 902, Cook County, Illinois",2741,103733.0,144532.0,12.0,15.5,16.8,11.4,23.6,2018
1400000US17031090300,"Census Tract 903, Cook County, Illinois",497,97102.0,124965.0,13.7,15.3,18.5,14.1,16.7,2018
1400000US17031100100,"Census Tract 1001, Cook County, Illinois",2145,79665.0,122204.0,18.1,15.0,22.1,9.3,6.9,2018
1400000US17031100200,"Census Tract 1002, Cook County, Illinois",2869,74201.0,94414.0,16.3,10.7,19.2,11.8,7.9,2018
1400000US17031100300,"Census Tract 1003, Cook County, Illinois",2670,83197.0,105992.0,12.8,12.0,21.6,11.0,9.3,2018
1400000US17031100400,"Census Tract 1004, Cook County, Illinois",1253,93778.0,104164.0,11.4,17.6,23.6,8.4,13.2,2018
1400000US17031100500,"Census Tract 1005, Cook County, Illinois",2315,75759.0,98438.0,19.8,9.0,18.4,13.5,9.4,2018
1400000US17031100600,"Census Tract 1006, Cook County, Illinois",1899,75601.0,91073.0,16.3,15.4,18.4,9.0,7.9,2018
1400000US17031100700,"Census Tract 1007, Cook County, Illinois",1825,81458.0,97302.0,21.3,11.5,23.0,12.7,7.1,2018
1400000US17031110100,"Census Tract 1101, Cook County, Illinois",2087,79122.0,93493.0,12.3,17.6,18.8,8.5,9.1,2018
1400000US17031110200,"Census Tract 1102, Cook County, Illinois",1224,81731.0,91325.0,11.9,19.6,19.3,7.4,9.3,2018
1400000US17031110300,"Census Tract 1103, Cook County, Illinois",2024,81014.0,91581.0,14.9,14.4,19.8,15.9,4.0,2018
1400000US17031110400,"Census Tract 1104, Cook County, Illinois",1847,69736.0,85581.0,24.3,13.2,15.2,7.5,5.5,2018
1400000US17031110501,"Census Tract 1105.01, Cook County, Illinois",1794,86512.0,95517.0,13.9,19.7,24.2,10.4,5.2,2018
1400000US17031110502,"Census Tract 1105.02, Cook County, Illinois",1539,59875.0,78511.0,24.2,10.0,16.8,8.6,3.4,2018
1400000US17031120100,"Census Tract 1201, Cook County, Illinois",1533,133622.0,145734.0,9.4,9.7,18.1,20.8,22.4,2018
1400000US17031120200,"Census Tract 1202, Cook County, Illinois",1778,105833.0,137480.0,14.1,8.0,20.1,16.8,18.3,2018
1400000US17031120300,"Census Tract 1203, Cook County, Illinois",2415,123818.0,141514.0,7.7,10.4,14.6,16.0,26.5,2018
1400000US17031120400,"Census Tract 1204, Cook County, Illinois",1256,78750.0,101394.0,13.9,16.9,12.7,14.2,12.3,2018
1400000US17031130100,"Census Tract 1301, Cook County, Illinois",1935,43438.0,81613.0,8.6,8.0,10.5,6.3,10.0,2018
1400000US17031130200,"Census Tract 1302, Cook County, Illinois",656,79167.0,106314.0,16.9,17.2,15.7,8.1,12.3,2018
1400000US17031130300,"Census Tract 1303, Cook County, Illinois",1790,56882.0,77581.0,17.7,11.7,14.7,9.3,4.9,2018
1400000US17031140100,"Census Tract 1401, Cook County, Illinois",1141,42868.0,57449.0,19.7,13.8,9.4,2.8,2.0,2018
1400000US17031140200,"Census Tract 1402, Cook County, Illinois",1723,43125.0,63816.0,15.0,10.4,13.7,2.7,3.1,2018
1400000US17031140301,"Census Tract 1403.01, Cook County, Illinois",776,46534.0,57355.0,22.8,4.8,10.3,4.5,1.8,2018
1400000US17031140302,"Census Tract 1403.02, Cook County, Illinois",1259,72713.0,83999.0,15.4,13.4,21.9,6.9,4.8,2018
1400000US17031140400,"Census Tract 1404, Cook County, Illinois",2256,70682.0,89681.0,19.4,13.9,20.5,7.4,5.8,2018
1400000US17031140500,"Census Tract 1405, Cook County, Illinois",1297,62264.0,82638.0,18.9,12.6,16.0,9.7,4.1,2018
1400000US17031140601,"Census Tract 1406.01, Cook County, Illinois",922,48077.0,65788.0,15.7,12.6,14.8,3.4,2.5,2018
1400000US17031140602,"Census Tract 1406.02, Cook County, Illinois",1611,51982.0,72472.0,14.7,16.2,11.2,7.1,2.8,2018
1400000US17031140701,"Census Tract 1407.01, Cook County, Illinois",1066,63571.0,73958.0,21.1,12.9,18.0,6.6,1.8,2018
1400000US17031140702,"Census Tract 1407.02, Cook County, Illinois",2076,58824.0,83387.0,18.9,13.8,11.3,6.7,8.5,2018
1400000US17031140800,"Census Tract 1408, Cook County, Illinois",2551,71366.0,100398.0,20.4,11.9,16.0,9.5,11.8,2018
1400000US17031150200,"Census Tract 1502, Cook County, Illinois",2901,68157.0,90579.0,17.7,12.3,15.1,11.7,6.2,2018
1400000US17031150300,"Census Tract 1503, Cook County, Illinois",2927,76545.0,86853.0,15.5,19.2,17.7,8.2,7.5,2018
1400000US17031150401,"Census Tract 1504.01, Cook County, Illinois",1838,64225.0,83352.0,19.0,11.8,16.3,8.2,7.2,2018
1400000US17031150402,"Census Tract 1504.02, Cook County, Illinois",1263,76017.0,90749.0,20.1,18.9,12.1,15.2,5.1,2018
1400000US17031150501,"Census Tract 1505.01, Cook County, Illinois",1417,69320.0,87981.0,31.9,11.8,17.7,9.0,5.9,2018
1400000US17031150502,"Census Tract 1505.02, Cook County, Illinois",1498,61967.0,85837.0,24.9,18.9,6.7,7.9,6.1,2018
1400000US17031150600,"Census Tract 1506, Cook County, Illinois",1394,67500.0,84239.0,17.8,10.0,23.9,9.1,2.9,2018
1400000US17031150700,"Census Tract 1507, Cook County, Illinois",1472,71190.0,81972.0,13.5,18.9,16.5,6.3,5.5,2018
1400000US17031150800,"Census Tract 1508, Cook County, Illinois",1677,56917.0,81895.0,17.4,12.2,12.6,8.9,4.8,2018
1400000US17031151001,"Census Tract 1510.01, Cook County, Illinois",903,62734.0,74208.0,18.3,14.2,14.4,4.8,5.9,2018
1400000US17031151002,"Census Tract 1510.02, Cook County, Illinois",1567,55125.0,63779.0,18.5,16.8,13.2,4.0,0.6,2018
1400000US17031151100,"Census Tract 1511, Cook County, Illinois",1775,59917.0,69443.0,20.7,15.3,12.1,4.8,2.9,2018
1400000US17031151200,"Census Tract 1512, Cook County, Illinois",1217,64875.0,78753.0,15.0,18.4,16.4,8.5,4.8,2018
1400000US17031160100,"Census Tract 1601, Cook County, Illinois",993,69844.0,86193.0,16.1,15.7,19.1,6.1,8.4,2018
1400000US17031160200,"Census Tract 1602, Cook County, Illinois",1203,82765.0,112432.0,12.2,13.4,12.1,15.1,14.0,2018
1400000US17031160300,"Census Tract 1603, Cook County, Illinois",1885,56790.0,74143.0,31.6,7.7,6.9,8.2,3.9,2018
1400000US17031160400,"Census Tract 1604, Cook County, Illinois",1828,56029.0,78189.0,24.0,9.9,9.5,11.5,4.1,2018
1400000US17031160501,"Census Tract 1605.01, Cook County, Illinois",1238,56190.0,74365.0,22.6,11.9,13.1,5.6,4.9,2018
1400000US17031160502,"Census Tract 1605.02, Cook County, Illinois",1300,57400.0,70646.0,19.8,15.5,12.7,4.6,3.9,2018
1400000US17031160601,"Census Tract 1606.01, Cook County, Illinois",1322,68902.0,88184.0,19.6,16.4,13.3,8.0,8.2,2018
1400000US17031160602,"Census Tract 1606.02, Cook County, Illinois",1442,64917.0,84495.0,18.9,10.7,17.4,9.9,6.2,2018
1400000US17031160700,"Census Tract 1607, Cook County, Illinois",2278,79671.0,103691.0,11.9,9.7,21.7,8.8,12.7,2018
1400000US17031160800,"Census Tract 1608, Cook County, Illinois",1837,60409.0,76030.0,25.1,13.8,15.7,4.2,4.5,2018
1400000US17031160900,"Census Tract 1609, Cook County, Illinois",1068,82872.0,95368.0,13.3,13.2,21.4,7.6,10.4,2018
1400000US17031161000,"Census Tract 1610, Cook County, Illinois",823,82740.0,110228.0,13.0,14.2,12.3,11.8,15.7,2018
1400000US17031161100,"Census Tract 1611, Cook County, Illinois",785,116563.0,175636.0,10.1,12.4,19.2,18.9,22.7,2018
1400000US17031161200,"Census Tract 1612, Cook County, Illinois",958,62250.0,83686.0,23.4,11.8,15.2,7.1,7.3,2018
1400000US17031161300,"Census Tract 1613, Cook County, Illinois",1450,47931.0,62599.0,20.8,7.3,13.7,5.6,0.9,2018
1400000US17031170100,"Census Tract 1701, Cook County, Illinois",1047,53882.0,66926.0,14.4,15.4,13.9,3.5,3.7,2018
1400000US17031170200,"Census Tract 1702, Cook County, Illinois",1201,72122.0,89193.0,25.4,17.0,19.1,7.4,4.9,2018
1400000US17031170300,"Census Tract 1703, Cook County, Illinois",1831,64455.0,76522.0,13.9,13.9,22.0,6.6,2.8,2018
1400000US17031170400,"Census Tract 1704, Cook County, Illinois",1507,63281.0,75707.0,17.5,20.8,18.9,2.4,1.9,2018
1400000US17031170500,"Census Tract 1705, Cook County, Illinois",2004,84569.0,91549.0,13.5,16.9,24.0,10.2,6.8,2018
1400000US17031170600,"Census Tract 1706, Cook County, Illinois",976,72574.0,79672.0,14.8,15.5,20.5,8.2,2.5,2018
1400000US17031170700,"Census Tract 1707, Cook County, Illinois",1149,73133.0,79987.0,20.7,15.4,16.2,10.2,3.2,2018
1400000US17031170800,"Census Tract 1708, Cook County, Illinois",1438,67571.0,79569.0,21.6,17.4,16.1,6.1,5.0,2018
1400000US17031170900,"Census Tract 1709, Cook County, Illinois",660,63438.0,70083.0,18.9,11.1,22.3,7.3,0.8,2018
1400000US17031171000,"Census Tract 1710, Cook County, Illinois",2588,75339.0,95312.0,15.1,18.8,22.1,4.1,5.7,2018
