geo_id,tract_name,households_total,median_household_income,mean_household_income,households_50k_74k,households_75k_99k,households_100k_149k,households_150k_199k,households_200k_plus,year
1400000US17031804513,"Census Tract 8045.13, Cook County, Illinois",1419,115067.0,127569.0,19.7,9.9,28.0,18.7,11.6,2021
1400000US17031804514,"Census Tract 8045.14, Cook County, Illinois",1653,95947.0,124681.0,15.4,12.3,14.3,12.2,20.8,2021
1400000US17031804603,"Census Tract 8046.03, Cook County, Illinois",2863,77807.0,84068.0,17.0,18.0,27.1,2.0,3.8,2021
1400000US17031804606,"Census Tract 8046.06, Cook County, Illinois",2428,120870.0,143973.0,10.2,10.3,20.9,16.6,22.3,2021
1400000US17031804607,"Census Tract 8046.07, Cook County, Illinois",2614,115994.0,126283.0,9.6,10.0,25.1,13.3,18.2,2021
1400000US17031804608,"Census Tract 8046.08, Cook County, Illinois",1554,113462.0,132673.0,16.3,9.3,20.8,16.1,16.7,2021
1400000US17031804609,"Census Tract 8046.09, Cook County, Illinois",2463,97489.0,168160.0,14.4,14.2,9.1,12.0,28.5,2021
1400000US17031804610,"Census Tract 8046.10, Cook County, Illinois",1227,73125.0,91783.0,26.4,17.8,14.0,11.8,5.2,2021
1400000US17031804611,"Census Tract 8046.11, Cook County, Illinois",1878,78889.0,97822.0,16.1,14.6,21.5,10.4,7.3,2021
1400000US17031804701,"Census Tract 8047.01, Cook County, Illinois",2472,73214.0,85414.0,24.3,13.2,18.5,13.2,3.6,2021
1400000US17031804705,"Census Tract 8047.05, Cook County, Illinois",1694,70759.0,85287.0,21.1,14.3,17.7,10.5,3.3,2021
1400000US17031804706,"Census Tract 8047.06, Cook County, Illinois",720,118333.0,136571.0,11.4,20.1,29.3,15.0,17.1,2021
1400000US17031804709,"Census Tract 8047.09, Cook County, Illinois",2906,82609.0,83784.0,18.0,25.3,15.9,9.9,3.0,2021
1400000US17031804710,"Census Tract 8047.10, Cook County, Illinois",1506,95705.0,112907.0,18.3,15.3,22.8,15.7,8.6,2021
1400000US17031804711,"Census Tract 8047.11, Cook County, Illinois",2877,73887.0,86305.0,18.9,23.3,16.1,5.0,4.2,2021
1400000US17031804712,"Census Tract 8047.12, Cook County, Illinois",1935,90653.0,106774.0,16.5,15.8,22.4,13.6,9.4,2021
1400000US17031804713,"Census Tract 8047.13, Cook County, Illinois",2216,86951.0,94629.0,17.2,21.3,19.0,12.7,6.4,2021
1400000US17031804714,"Census Tract 8047.14, Cook County, Illinois",1281,90417.0,120349.0,17.6,25.9,22.0,4.2,14.1,2021
1400000US17031804715,"Census Tract 8047.15, Cook County, Illinois",1232,53971.0,67515.0,21.8,8.7,11.2,10.9,0.0,2021
1400000US17031804716,"Census Tract 8047.16, Cook County, Illinois",1478,99500.0,117241.0,15.6,17.5,22.8,15.2,11.3,2021
1400000US17031804803,"Census Tract 8048.03, Cook County, Illinois",1940,81023.0,90115.0,19.4,20.6,19.7,10.9,4.6,2021
1400000US17031804804,"Census Tract 8048.04, Cook County, Illinois",2563,71789.0,85005.0,21.7,12.9,25.4,3.4,5.9,2021
1400000US17031804805,"Census Tract 8048.05, Cook County, Illinois",2451,100742.0,107437.0,18.6,15.2,33.1,10.6,7.0,2021
1400000US17031804806,"Census Tract 8048.06, Cook County, Illinois",999,81612.0,85185.0,16.5,25.7,21.4,5.9,3.8,2021
1400000US17031804807,"Census Tract 8048.07, Cook County, Illinois",1905,93201.0,100278.0,12.3,27.6,23.7,10.6,6.0,2021
1400000US17031804808,"Census Tract 8048.08, Cook County, Illinois",929,122604.0,129210.0,10.1,11.1,27.4,17.8,15.9,2021
1400000US17031804809,"Census Tract 8048.09, Cook County, Illinois",1651,100104.0,124152.0,11.9,18.4,20.8,19.7,9.4,2021
1400000US17031804810,"Census Tract 8048.10, Cook County, Illinois",2865,73560.0,99607.0,16.2,8.5,18.6,10.2,11.8,2021
1400000US17031804901,"Census Tract 8049.01, Cook County, Illinois",2375,124375.0,147408.0,8.9,13.9,31.2,18.1,16.3,2021
1400000US17031804902,"Census Tract 8049.02, Cook County, Illinois",2179,113148.0,125650.0,13.6,6.6,26.1,13.4,17.1,2021
1400000US17031805001,"Census Tract 8050.01, Cook County, Illinois",1913,124547.0,141829.0,8.8,12.7,23.5,13.5,23.7,2021
1400000US17031805002,"Census Tract 8050.02, Cook County, Illinois",3005,65301.0,74385.0,17.0,8.5,21.1,7.4,2.1,2021
1400000US17031805105,"Census Tract 8051.05, Cook County, Illinois",2807,66642.0,84704.0,31.9,21.2,8.2,1.4,8.8,2021
1400000US17031805106,"Census Tract 8051.06, Cook County, Illinois",1271,71948.0,104025.0,31.7,6.7,15.8,7.0,14.3,2021
1400000US17031805107,"Census Tract 8051.07, Cook County, Illinois",2930,64545.0,72689.0,18.8,22.6,11.3,9.6,0.7,2021
1400000US17031805108,"Census Tract 8051.08, Cook County, Illinois",2582,67724.0,80192.0,32.4,12.6,17.4,3.3,3.8,2021
1400000US17031805109,"Census Tract 8051.09, Cook County, Illinois",1762,90000.0,107581.0,18.0,12.4,12.5,15.3,14.6,2021
1400000US17031805110,"Census Tract 8051.10, Cook County, Illinois",1933,91688.0,97142.0,10.7,21.8,21.3,11.5,6.6,2021
1400000US17031805111,"Census Tract 8051.11, Cook County, Illinois",2847,65641.0,74207.0,20.4,18.7,12.9,7.6,2.2,2021
1400000US17031805112,"Census Tract 8051.12, Cook County, Illinois",1117,63906.0,80544.0,19.6,13.0,17.7,10.6,2.9,2021
1400000US17031805201,"Census Tract 8052.01, Cook County, Illinois",1276,100200.0,129228.0,15.9,15.5,23.7,10.0,16.5,2021
1400000US17031805202,"Census Tract 8052.02, Cook County, Illinois",1622,85000.0,122909.0,18.6,13.4,10.2,18.7,15.1,2021
1400000US17031805301,"Census Tract 8053.01, Cook County, Illinois",1083,82974.0,108983.0,12.5,11.7,15.4,17.1,11.5,2021
1400000US17031805302,"Census Tract 8053.02, Cook County, Illinois",1429,95611.0,102338.0,10.8,12.6,24.6,9.3,9.6,2021
1400000US17031805401,"Census Tract 8054.01, Cook County, Illinois",1627,84805.0,118499.0,17.5,11.9,18.1,8.9,18.0,2021
1400000US17031805402,"Census Tract 8054.02, Cook County, Illinois",1771,92063.0,105871.0,17.4,18.6,26.6,9.7,7.6,2021
1400000US17031805501,"Census Tract 8055.01, Cook County, Illinois",1523,114088.0,156845.0,10.4,5.4,13.3,15.3,26.5,2021
1400000US17031805502,"Census Tract 8055.02, Cook County, Illinois",1816,134750.0,172510.0,7.0,13.9,16.9,13.3,30.1,2021
1400000US17031805600,"Census Tract 8056, Cook County, Illinois",1655,155347.0,210717.0,10.2,6.0,13.2,13.5,39.6,2021
1400000US17031805701,"Census Tract 8057.01, Cook County, Illinois",2045,144767.0,178141.0,11.1,14.6,12.0,13.9,35.0,2021
1400000US17031805702,"Census Tract 8057.02, Cook County, Illinois",716,141875.0,161500.0,14.1,12.0,15.9,15.9,30.9,2021
1400000US17031805801,"Census Tract 8058.01, Cook County, Illinois",1020,110233.0,152365.0,13.8,17.5,19.7,8.3,26.6,2021
1400000US17031805802,"Census Tract 8058.02, Cook County, Illinois",1946,117984.0,149856.0,11.1,16.2,14.0,17.1,23.1,2021
1400000US17031805901,"Census Tract 8059.01, Cook County, Illinois",2045,79547.0,92022.0,16.4,14.2,22.9,9.9,6.9,2021
1400000US17031805902,"Census Tract 8059.02, Cook County, Illinois",2182,117900.0,168950.0,7.1,14.6,19.3,13.4,26.7,2021
1400000US17031806001,"Census Tract 8060.01, Cook County, Illinois",2598,49842.0,83099.0,14.2,9.4,9.9,4.5,11.7,2021
1400000US17031806002,"Census Tract 8060.02, Cook County, Illinois",2522,60280.0,99712.0,24.2,11.8,12.5,9.0,7.1,2021
1400000US17031806004,"Census Tract 8060.04, Cook County, Illinois",3283,58369.0,92686.0,15.8,12.6,7.8,5.8,15.4,2021
1400000US17031806005,"Census Tract 8060.05, Cook County, Illinois",1091,93018.0,105679.0,18.0,17.8,9.6,27.8,6.4,2021
1400000US17031806006,"Census Tract 8060.06, Cook County, Illinois",1763,64206.0,74541.0,21.7,6.4,24.2,6.0,2.3,2021
1400000US17031806102,"Census Tract 8061.02, Cook County, Illinois",1455,92431.0,104469.0,12.5,14.9,18.0,15.9,11.5,2021
1400000US17031806103,"Census Tract 8061.03, Cook County, Illinois",1970,92182.0,116523.0,11.8,19.5,19.1,16.4,11.9,2021
1400000US17031806104,"Census Tract 8061.04, Cook County, Illinois",1925,41354.0,57389.0,16.9,5.8,13.6,3.9,2.8,2021
1400000US17031806201,"Census Tract 8062.01, Cook County, Illinois",2238,61621.0,74906.0,18.4,14.8,13.8,8.3,2.8,2021
1400000US17031806202,"Census Tract 8062.02, Cook County, Illinois",2527,68376.0,82177.0,29.3,7.6,17.5,10.1,4.6,2021
1400000US17031806300,"Census Tract 8063, Cook County, Illinois",1734,103171.0,138002.0,16.7,11.2,26.6,11.1,14.7,2021
1400000US17031806400,"Census Tract 8064, Cook County, Illinois",836,108529.0,118016.0,10.9,9.4,26.1,19.4,9.6,2021
1400000US17031806501,"Census Tract 8065.01, Cook County, Illinois",743,52279.0,65922.0,21.9,13.5,17.5,2.7,0.7,2021
1400000US17031806502,"Census Tract 8065.02, Cook County, Illinois",1466,68500.0,83577.0,23.1,8.0,21.5,9.6,3.7,2021
1400000US17031806600,"Census Tract 8066, Cook County, Illinois",1206,86739.0,96500.0,14.2,21.5,17.5,11.2,9.5,2021
1400000US17031806700,"Census Tract 8067, Cook County, Illinois",1726,106528.0,152171.0,10.8,18.1,13.4,11.7,26.5,2021
1400000US17031806801,"Census Tract 8068.01, Cook County, Illinois",1655,72861.0,98365.0,26.0,9.4,19.4,10.7,7.8,2021
1400000US17031806802,"Census Tract 8068.02, Cook County, Illinois",1091,85813.0,114629.0,14.7,8.7,27.1,9.1,12.6,2021
1400000US17031806900,"Census Tract 8069, Cook County, Illinois",2233,71406.0,103786.0,16.3,14.2,20.3,6.6,7.7,2021
1400000US17031807000,"Census Tract 8070, Cook County, Illinois",2010,52986.0,71039.0,20.3,9.6,16.0,5.5,2.3,2021
1400000US17031807100,"Census Tract 8071, Cook County, Illinois",1163,129766.0,160522.0,12.0,7.1,20.7,18.8,24.1,2021
1400000US17031807200,"Census Tract 8072, Cook County, Illinois",1933,93958.0,114609.0,16.7,16.5,23.8,9.5,15.2,2021
1400000US17031807300,"Census Tract 8073, Cook County, Illinois",3012,68932.0,84078.0,20.7,12.4,19.6,6.2,6.0,2021
1400000US17031807400,"Census Tract 8074, Cook County, Illinois",2374,79441.0,108219.0,16.3,12.3,10.4,16.6,14.7,2021
1400000US17031807500,"Census Tract 8075, Cook County, Illinois",1124,121144.0,142255.0,13.0,12.2,26.2,15.9,23.8,2021
1400000US17031807600,"Census Tract 8076, Cook County, Illinois",2154,86272.0,102903.0,17.0,16.0,16.3,10.9,11.4,2021
1400000US17031807700,"Census Tract 8077, Cook County, Illinois",2300,64569.0,91881.0,7.7,12.7,13.3,14.4,7.3,2021
1400000US17031807800,"Census Tract 8078, Cook County, Illinois",859,126927.0,146303.0,9.3,11.8,17.6,18.5,23.7,2021
1400000US17031807900,"Census Tract 8079, Cook County, Illinois",1446,109808.0,166888.0,11.8,15.5,15.6,16.6,23.2,2021
1400000US17031808001,"Census Tract 8080.01, Cook County, Illinois",1467,101076.0,128273.0,9.5,21.7,13.3,17.2,20.5,2021
1400000US17031808002,"Census Tract 8080.02, Cook County, Illinois",1853,80730.0,112689.0,15.7,20.2,19.5,6.4,8.6,2021
1400000US17031808100,"Census Tract 8081, Cook County, Illinois",1807,49946.0,69095.0,18.3,6.5,16.0,4.0,5.1,2021
1400000US17031808200,"Census Tract 8082, Cook County, Illinois",1932,85111.0,94845.0,12.8,20.0,27.0,5.0,6.7,2021
1400000US17031808301,"Census Tract 8083.01, Cook County, Illinois",2742,61034.0,91492.0,18.1,11.0,13.7,6.5,14.6,2021
1400000US17031808302,"Census Tract 8083.02, Cook County, Illinois",1878,70521.0,99911.0,20.4,7.0,19.3,11.2,10.0,2021
1400000US17031808400,"Census Tract 8084, Cook County, Illinois",1590,107700.0,121093.0,10.9,12.1,26.6,20.1,10.9,2021
1400000US17031808500,"Census Tract 8085, Cook County, Illinois",1479,112361.0,127683.0,9.1,15.2,23.9,20.9,13.4,2021
1400000US17031808600,"Census Tract 8086, Cook County, Illinois",822,152833.0,241794.0,4.6,12.7,19.1,16.3,35.6,2021
1400000US17031808702,"Census Tract 8087.02, Cook County, Illinois",436,63333.0,96254.0,22.0,9.2,14.2,1.8,17.0,2021
1400000US17031808800,"Census Tract 8088, Cook County, Illinois",1651,142750.0,324994.0,16.8,5.3,16.8,7.0,39.9,2021
1400000US17031808900,"Census Tract 8089, Cook County, Illinois",1731,170089.0,215932.0,9.5,8.3,14.6,11.7,41.5,2021
1400000US17031809000,"Census Tract 8090, Cook County, Illinois",1520,179609.0,241713.0,8.4,4.1,12.2,14.1,45.2,2021
1400000US17031809100,"Census Tract 8091, Cook County, Illinois",1460,117500.0,173708.0,9.2,10.3,14.0,10.3,28.8,2021
1400000US17031809200,"Census Tract 8092, Cook County, Illinois",1562,45709.0,65221.0,13.1,10.7,7.2,6.1,4.7,2021
1400000US17031809300,"Census Tract 8093, Cook County, Illinois",1766,38385.0,81909.0,12.8,4.1,5.7,2.5,15.2,2021
1400000US17031809401,"Census Tract 8094.01, Cook County, Illinois",1436,84844.0,154162.0,7.7,9.1,21.8,6.8,19.4,2021
1400000US17031809402,"Census Tract 8094.02, Cook County, Illinois",1358,64318.0,93003.0,10.8,7.7,22.3,5.4,6.6,2021
1400000US17031809500,"Census Tract 8095, Cook County, Illinois",1999,65594.0,109808.0,15.4,9.7,9.4,8.2,16.3,2021
1400000US17031809600,"Census Tract 8096, Cook County, Illinois",1321,52031.0,111210.0,5.4,7.3,13.5,8.9,15.4,2021
1400000US17031809700,"Census Tract 8097, Cook County, Illinois",1287,127330.0,157240.0,10.7,4.6,26.6,20.6,22.4,2021
1400000US17031809800,"Census Tract 8098, Cook County, Illinois",994,87685.0,152119.0,17.0,2.7,17.6,9.0,20.9,2021
1400000US17031809900,"Census Tract 8099, Cook County, Illinois",1287,112266.0,193793.0,3.0,14.8,20.7,8.2,28.4,2021
1400000US17031810000,"Census Tract 8100, Cook County, Illinois",2845,110091.0,150030.0,7.9,14.9,20.2,15.9,17.3,2021
1400000US17031810100,"Census Tract 8101, Cook County, Illinois",1996,88095.0,153985.0,20.7,13.1,15.5,9.2,20.6,2021
1400000US17031810200,"Census Tract 8102, Cook County, Illinois",2753,68398.0,88235.0,24.3,14.6,17.3,6.9,4.9,2021
1400000US17031810301,"Census Tract 8103.01, Cook County, Illinois",1573,81717.0,100367.0,15.6,16.8,20.3,12.4,9.1,2021
1400000US17031810302,"Census Tract 8103.02, Cook County, Illinois",1281,97163.0,125743.0,13.6,11.5,19.2,10.7,19.8,2021
1400000US17031810400,"Census Tract 8104, Cook County, Illinois",2162,125000.0,145180.0,10.5,8.2,21.0,18.8,21.8,2021
1400000US17031810501,"Census Tract 8105.01, Cook County, Illinois",2058,77868.0,116616.0,14.7,11.5,16.9,10.6,11.8,2021
1400000US17031810502,"Census Tract 8105.02, Cook County, Illinois",2267,79432.0,87694.0,13.1,17.1,19.9,8.2,5.4,2021
1400000US17031810600,"Census Tract 8106, Cook County, Illinois",1804,64044.0,85738.0,24.1,10.6,16.7,6.5,7.7,2021
1400000US17031810701,"Census Tract 8107.01, Cook County, Illinois",1830,55222.0,66800.0,14.5,11.0,16.2,7.3,1.9,2021
1400000US17031810702,"Census Tract 8107.02, Cook County, Illinois",1439,66827.0,85148.0,21.7,12.3,19.0,5.1,6.7,2021
1400000US17031810800,"Census Tract 8108, Cook County, Illinois",1662,89352.0,100147.0,18.3,18.4,21.1,16.8,4.3,2021
1400000US17031810900,"Census Tract 8109, Cook County, Illinois",2567,47983.0,75286.0,11.1,12.4,10.6,8.8,4.7,2021
1400000US17031811000,"Census Tract 8110, Cook County, Illinois",1734,94612.0,122434.0,9.9,16.7,13.5,14.7,18.1,2021
1400000US17031811100,"Census Tract 8111, Cook County, Illinois",2465,60754.0,64447.0,19.3,19.4,10.8,4.8,1.4,2021
1400000US17031811200,"Census Tract 8112, Cook County, Illinois",1836,73008.0,86654.0,22.0,16.8,14.1,11.1,5.5,2021
1400000US17031811301,"Census Tract 8113.01, Cook County, Illinois",1395,64806.0,73674.0,28.6,13.1,24.0,5.4,0.0,2021
1400000US17031811302,"Census Tract 8113.02, Cook County, Illinois",1267,52865.0,61598.0,29.2,14.8,6.9,1.3,2.4,2021
1400000US17031811401,"Census Tract 8114.01, Cook County, Illinois",1494,77105.0,93567.0,21.0,13.9,21.4,8.9,7.0,2021
1400000US17031811402,"Census Tract 8114.02, Cook County, Illinois",1364,67317.0,78878.0,14.6,10.9,24.8,6.6,2.3,2021
1400000US17031811500,"Census Tract 8115, Cook County, Illinois",2044,83516.0,86659.0,17.2,15.7,28.0,4.0,4.9,2021
1400000US17031811600,"Census Tract 8116, Cook County, Illinois",2290,55809.0,69574.0,20.0,11.4,14.5,4.5,3.8,2021
1400000US17031811701,"Census Tract 8117.01, Cook County, Illinois",1094,64094.0,74261.0,27.1,10.1,17.0,9.3,1.6,2021
1400000US17031811702,"Census Tract 8117.02, Cook County, Illinois",1960,49732.0,64794.0,17.3,13.9,14.0,2.0,2.5,2021
1400000US17031811800,"Census Tract 8118, Cook County, Illinois",1791,85838.0,86522.0,12.8,25.7,20.5,9.5,3.2,2021
1400000US17031811900,"Census Tract 8119, Cook County, Illinois",1917,145202.0,250835.0,16.0,8.9,15.4,4.9,43.7,2021
1400000US17031812000,"Census Tract 8120, Cook County, Illinois",2511,126109.0,181477.0,8.6,9.7,19.8,7.4,31.9,2021
1400000US17031812100,"Census Tract 8121, Cook County, Illinois",1582,107133.0,143024.0,12.6,18.8,22.9,10.4,22.9,2021
1400000US17031812200,"Census Tract 8122, Cook County, Illinois",1315,211354.0,275688.0,11.0,1.4,15.1,9.5,51.1,2021
1400000US17031812301,"Census Tract 8123.01, Cook County, Illinois",2968,84432.0,111004.0,16.5,22.2,14.7,9.1,11.5,2021
1400000US17031812302,"Census Tract 8123.02, Cook County, Illinois",1081,138092.0,170317.0,11.7,9.8,9.7,14.1,32.8,2021
1400000US17031812400,"Census Tract 8124, Cook County, Illinois",1115,223125.0,278031.0,3.0,2.7,12.5,16.8,54.5,2021
1400000US17031812500,"Census Tract 8125, Cook County, Illinois",1594,66720.0,109650.0,18.2,7.6,13.3,6.2,14.3,2021
1400000US17031812600,"Census Tract 8126, Cook County, Illinois",1826,63906.0,103206.0,23.4,10.0,8.4,8.2,13.8,2021
1400000US17031812700,"Census Tract 8127, Cook County, Illinois",1604,72500.0,119737.0,17.0,8.9,15.3,7.4,16.5,2021
1400000US17031812801,"Census Tract 8128.01, Cook County, Illinois",1829,65281.0,89916.0,20.8,13.5,11.5,9.4,7.1,2021
1400000US17031812802,"Census Tract 8128.02, Cook County, Illinois",1234,87803.0,116922.0,19.8,18.2,11.9,11.6,13.7,2021
1400000US17031812900,"Census Tract 8129, Cook County, Illinois",1734,140854.0,145711.0,6.5,11.4,14.8,21.0,25.8,2021
1400000US17031813000,"Census Tract 8130, Cook County, Illinois",1498,137344.0,161290.0,11.9,9.3,21.2,22.2,21.8,2021
1400000US17031813100,"Census Tract 8131, Cook County, Illinois",1801,115086.0,137137.0,13.3,14.0,33.7,8.3,12.9,2021
1400000US17031813200,"Census Tract 8132, Cook County, Illinois",1612,141563.0,143937.0,11.0,7.5,14.5,13.7,30.6,2021
1400000US17031813301,"Census Tract 8133.01, Cook County, Illinois",982,49500.0,66476.0,14.3,16.6,14.9,2.9,0.7,2021
1400000US17031813302,"Census Tract 8133.02, Cook County, Illinois",955,50404.0,59923.0,28.5,9.3,9.2,1.5,2.1,2021
1400000US17031813400,"Census Tract 8134, Cook County, Illinois",1874,62246.0,79954.0,25.9,10.6,12.1,3.9,9.2,2021
1400000US17031813500,"Census Tract 8135, Cook County, Illinois",1974,64188.0,75886.0,27.5,8.3,20.5,6.2,2.5,2021
1400000US17031813600,"Census Tract 8136, Cook County, Illinois",1630,61522.0,67705.0,22.8,17.8,17.2,4.2,1.1,2021
1400000US17031813701,"Census Tract 8137.01, Cook County, Illinois",986,54853.0,83212.0,28.7,2.7,19.0,2.1,5.6,2021
1400000US17031813702,"Census Tract 8137.02, Cook County, Illinois",1244,73125.0,88427.0,22.3,17.8,14.3,7.6,8.8,2021
1400000US17031813801,"Census Tract 8138.01, Cook County, Illinois",981,44080.0,57468.0,18.2,13.6,7.8,2.7,0.5,2021
1400000US17031813802,"Census Tract 8138.02, Cook County, Illinois",1306,52379.0,63183.0,18.6,19.0,13.6,1.5,1.8,2021
1400000US17031813900,"Census Tract 8139, Cook County, Illinois",1719,54036.0,62171.0,15.2,20.5,11.8,3.3,1.4,2021
1400000US17031814000,"Census Tract 8140, Cook County, Illinois",1388,70294.0,76384.0,12.9,16.4,20.0,7.1,2.7,2021
1400000US17031814100,"Census Tract 8141, Cook County, Illinois",1301,44135.0,60728.0,15.1,7.0,14.8,4.4,2.2,2021
1400000US17031814200,"Census Tract 8142, Cook County, Illinois",2183,58891.0,69977.0,32.1,14.1,10.5,5.5,1.6,2021
1400000US17031814300,"Census Tract 8143, Cook County, Illinois",1502,47355.0,61508.0,18.4,7.9,8.7,3.1,3.8,2021
1400000US17031814400,"Census Tract 8144, Cook County, Illinois",2404,57019.0,68101.0,18.5,14.7,9.1,9.1,2.7,2021
1400000US17031814500,"Census Tract 8145, Cook County, Illinois",1486,74151.0,88720.0,23.0,20.5,19.9,3.7,3.4,2021
1400000US17031814600,"Census Tract 8146, Cook County, Illinois",1727,84261.0,93844.0,12.4,12.4,24.3,12.0,4.5,2021
1400000US17031814700,"Census Tract 8147, Cook County, Illinois",1558,76750.0,86278.0,19.3,19.5,16.0,10.3,5.1,2021
1400000US17031814800,"Census Tract 8148, Cook County, Illinois",2387,58387.0,75259.0,25.6,11.5,10.3,8.3,4.8,2021
1400000US17031814900,"Census Tract 8149, Cook County, Illinois",2599,51529.0,64947.0,26.6,6.6,13.3,1.3,4.4,2021
1400000US17031815000,"Census Tract 8150, Cook County, Illinois",1295,70505.0,86167.0,21.3,13.4,21.8,5.7,5.9,2021
1400000US17031815100,"Census Tract 8151, Cook County, Illinois",1544,72347.0,71860.0,10.3,23.5,18.0,5.6,2.7,2021
1400000US17031815200,"Census Tract 8152, Cook County, Illinois",2433,58568.0,75226.0,19.5,13.3,14.1,7.0,3.4,2021
1400000US17031815300,"Census Tract 8153, Cook County, Illinois",1358,89071.0,102744.0,12.7,24.2,20.8,8.2,8.8,2021
1400000US17031815400,"Census Tract 8154, Cook County, Illinois",2332,57868.0,69766.0,9.8,18.7,13.3,6.5,3.6,2021
1400000US17031815500,"Census Tract 8155, Cook County, Illinois",2292,76929.0,91089.0,17.8,20.0,18.1,11.1,3.8,2021
1400000US17031815600,"Census Tract 8156, Cook County, Illinois",2177,58709.0,87116.0,17.9,14.8,9.6,8.5,9.7,2021
1400000US17031815701,"Census Tract 8157.01, Cook County, Illinois",1400,136994.0,154369.0,8.6,12.4,22.8,15.4,28.4,2021
1400000US17031815702,"Census Tract 8157.02, Cook County, Illinois",1977,125115.0,154553.0,12.5,11.3,21.6,13.4,23.4,2021
1400000US17031815800,"Census Tract 8158, Cook County, Illinois",687,98920.0,110888.0,17.6,8.9,21.4,17.9,9.3,2021
1400000US17031815900,"Census Tract 8159, Cook County, Illinois",2755,73318.0,88555.0,19.5,17.8,16.7,7.0,6.5,2021
1400000US17031816000,"Census Tract 8160, Cook County, Illinois",1658,91000.0,126221.0,15.3,15.8,18.9,4.3,19.7,2021
1400000US17031816100,"Census Tract 8161, Cook County, Illinois",2548,54602.0,82718.0,10.4,14.6,15.7,4.0,8.5,2021
1400000US17031816200,"Census Tract 8162, Cook County, Illinois",1681,74281.0,99428.0,26.1,14.1,16.1,9.1,10.1,2021
1400000US17031816300,"Census Tract 8163, Cook County, Illinois",1529,63973.0,74823.0,19.2,14.8,13.9,8.2,3.0,2021
1400000US17031816401,"Census Tract 8164.01, Cook County, Illinois",1171,63326.0,77079.0,24.7,21.7,14.3,2.1,5.8,2021
1400000US17031816402,"Census Tract 8164.02, Cook County, Illinois",1303,57279.0,73515.0,26.8,11.2,13.2,5.4,4.5,2021
1400000US17031816500,"Census Tract 8165, Cook County, Illinois",1380,45705.0,61310.0,16.7,15.3,10.1,1.9,2.4,2021
1400000US17031816600,"Census Tract 8166, Cook County, Illinois",1225,68154.0,71249.0,27.3,14.7,19.8,4.8,0.0,2021
1400000US17031816700,"Census Tract 8167, Cook County, Illinois",967,60531.0,70304.0,15.7,6.5,22.1,6.3,2.6,2021
1400000US17031816800,"Census Tract 8168, Cook County, Illinois",2029,73137.0,79353.0,22.6,15.5,18.2,6.0,3.0,2021
1400000US17031816900,"Census Tract 8169, Cook County, Illinois",1806,83077.0,92319.0,18.1,25.4,18.6,7.2,5.7,2021
1400000US17031817000,"Census Tract 8170, Cook County, Illinois",1582,59236.0,70184.0,21.9,17.5,9.4,7.8,3.1,2021
1400000US17031817101,"Census Tract 8171.01, Cook County, Illinois",1622,53902.0,61446.0,19.7,16.0,10.4,5.4,0.6,2021
1400000US17031817102,"Census Tract 8171.02, Cook County, Illinois",1039,65186.0,82593.0,19.7,20.3,10.1,6.2,4.4,2021
1400000US17031817200,"Census Tract 8172, Cook County, Illinois",1499,42880.0,54807.0,17.9,11.9,10.0,4.3,1.2,2021
1400000US17031817300,"Census Tract 8173, Cook County, Illinois",802,53950.0,73980.0,21.1,13.5,14.3,2.9,4.2,2021
1400000US17031817400,"Census Tract 8174, Cook County, Illinois",1092,83404.0,92316.0,14.5,21.3,16.8,9.5,8.2,2021
1400000US17031817500,"Census Tract 8175, Cook County, Illinois",1369,58480.0,68870.0,11.0,14.7,15.9,9.3,1.9,2021
1400000US17031817600,"Census Tract 8176, Cook County, Illinois",1297,41495.0,55862.0,17.5,7.6,8.9,2.5,3.6,2021
1400000US17031817700,"Census Tract 8177, Cook County, Illinois",1816,75072.0,83855.0,16.4,20.3,19.8,7.5,2.6,2021
1400000US17031817900,"Census Tract 8179, Cook County, Illinois",2289,57320.0,72531.0,24.0,12.2,13.8,4.4,5.3,2021
1400000US17031818000,"Census Tract 8180, Cook County, Illinois",1841,47348.0,78486.0,18.6,15.6,6.2,4.0,4.1,2021
1400000US17031818100,"Census Tract 8181, Cook County, Illinois",900,110208.0,111804.0,17.1,7.0,25.2,16.2,11.4,2021
1400000US17031818200,"Census Tract 8182, Cook County, Illinois",1859,103906.0,117062.0,11.5,15.1,27.6,13.8,10.2,2021
1400000US17031818300,"Census Tract 8183, Cook County, Illinois",1949,69606.0,82176.0,21.9,11.4,20.3,7.5,2.7,2021
1400000US17031818401,"Census Tract 8184.01, Cook County, Illinois",1382,61667.0,79218.0,22.8,7.7,12.1,15.8,2.1,2021
1400000US17031818402,"Census Tract 8184.02, Cook County, Illinois",1568,77667.0,82718.0,11.4,13.5,22.6,12.6,2.6,2021
1400000US17031818500,"Census Tract 8185, Cook County, Illinois",2343,93161.0,122647.0,22.8,12.2,15.9,16.4,12.5,2021
1400000US17031818600,"Census Tract 8186, Cook County, Illinois",1978,95404.0,116264.0,13.4,19.0,14.7,20.4,9.4,2021
1400000US17031818700,"Census Tract 8187, Cook County, Illinois",1518,106063.0,113779.0,12.2,15.9,24.3,23.3,6.1,2021
1400000US17031818800,"Census Tract 8188, Cook County, Illinois",2114,101771.0,120179.0,14.2,11.3,18.7,11.8,20.3,2021
1400000US17031818900,"Census Tract 8189, Cook County, Illinois",1874,88203.0,111071.0,14.5,15.3,19.9,7.6,14.4,2021
