geo_id,tract_name,population,median_age,under_18_pct,age_65_plus_pct,white_pct,black_pct,asian_pct,hispanic_pct,year
1400000US17031010100,"Census Tract 101, Cook County, Illinois",4522,35.3,893,252,1855,2059,28,4522,2018
1400000US17031010201,"Census Tract 102.01, Cook County, Illinois",7039,36.3,1760,464,2284,2592,148,7039,2018
1400000US17031010202,"Census Tract 102.02, Cook County, Illinois",2852,35.7,537,382,812,765,315,2852,2018
1400000US17031010300,"Census Tract 103, Cook County, Illinois",6650,41.6,977,1247,3082,2082,150,6650,2018
1400000US17031010400,"Census Tract 104, Cook County, Illinois",5153,25.2,568,341,3435,966,327,5153,2018
1400000US17031010501,"Census Tract 105.01, Cook County, Illinois",4147,37.7,429,483,1891,1368,246,4147,2018
1400000US17031010502,"Census Tract 105.02, Cook County, Illinois",2802,31.3,276,120,1443,772,234,2802,2018
1400000US17031010503,"Census Tract 105.03, Cook County, Illinois",1713,37.1,97,565,1072,227,216,1713,2018
1400000US17031010600,"Census Tract 106, Cook County, Illinois",6271,33.0,841,492,3517,1030,162,6271,2018
1400000US17031010701,"Census Tract 107.01, Cook County, Illinois",3766,36.1,875,344,1514,719,518,3766,2018
1400000US17031010702,"Census Tract 107.02, Cook County, Illinois",5096,30.8,1397,130,1550,1184,397,5096,2018
1400000US17031020100,"Census Tract 201, Cook County, Illinois",3836,38.2,830,491,1218,1157,377,3836,2018
1400000US17031020200,"Census Tract 202, Cook County, Illinois",6739,32.7,2168,872,3190,1068,1186,6739,2018
1400000US17031020301,"Census Tract 203.01, Cook County, Illinois",5472,36.2,1698,1276,4043,202,600,5472,2018
1400000US17031020302,"Census Tract 203.02, Cook County, Illinois",5348,39.1,1359,852,2979,850,498,5348,2018
1400000US17031020400,"Census Tract 204, Cook County, Illinois",4236,38.8,1040,732,1777,858,631,4236,2018
1400000US17031020500,"Census Tract 205, Cook County, Illinois",6584,32.6,1581,854,1125,837,2340,6584,2018
1400000US17031020601,"Census Tract 206.01, Cook County, Illinois",6131,39.2,1632,903,3521,570,1333,6131,2018
1400000US17031020602,"Census Tract 206.02, Cook County, Illinois",4734,30.9,1399,658,1977,535,996,4734,2018
1400000US17031020701,"Census Tract 207.01, Cook County, Illinois",1748,39.7,390,268,1116,92,283,1748,2018
1400000US17031020702,"Census Tract 207.02, Cook County, Illinois",7674,31.8,2128,952,3424,666,1734,7674,2018
1400000US17031020801,"Census Tract 208.01, Cook County, Illinois",6112,38.7,1153,814,2390,326,1792,6112,2018
1400000US17031020802,"Census Tract 208.02, Cook County, Illinois",7952,34.4,1867,510,2191,1111,2692,7952,2018
1400000US17031020901,"Census Tract 209.01, Cook County, Illinois",5966,31.3,1569,393,1317,1366,1455,5966,2018
1400000US17031020902,"Census Tract 209.02, Cook County, Illinois",4680,37.7,886,630,1932,682,1070,4680,2018
1400000US17031030101,"Census Tract 301.01, Cook County, Illinois",3768,38.3,632,562,1455,1042,573,3768,2018
1400000US17031030102,"Census Tract 301.02, Cook County, Illinois",2703,38.1,109,360,1420,433,364,2703,2018
1400000US17031030103,"Census Tract 301.03, Cook County, Illinois",2252,27.6,143,149,1068,402,332,2252,2018
1400000US17031030104,"Census Tract 301.04, Cook County, Illinois",3569,22.6,115,380,2261,303,609,3569,2018
1400000US17031030200,"Census Tract 302, Cook County, Illinois",5444,41.4,715,661,4197,366,138,5444,2018
1400000US17031030300,"Census Tract 303, Cook County, Illinois",3464,36.1,748,460,1216,458,426,3464,2018
1400000US17031030400,"Census Tract 304, Cook County, Illinois",2582,40.4,350,381,1352,95,167,2582,2018
1400000US17031030500,"Census Tract 305, Cook County, Illinois",6428,38.6,550,708,3883,350,457,6428,2018
1400000US17031030601,"Census Tract 306.01, Cook County, Illinois",3956,40.1,539,723,1892,699,615,3956,2018
1400000US17031030603,"Census Tract 306.03, Cook County, Illinois",2258,35.0,285,178,845,650,290,2258,2018
1400000US17031030604,"Census Tract 306.04, Cook County, Illinois",3344,40.8,333,690,1426,768,825,3344,2018
1400000US17031030701,"Census Tract 307.01, Cook County, Illinois",1712,36.0,162,228,752,446,273,1712,2018
1400000US17031030702,"Census Tract 307.02, Cook County, Illinois",2252,46.9,236,489,1220,75,830,2252,2018
1400000US17031030703,"Census Tract 307.03, Cook County, Illinois",2909,40.5,208,512,1707,548,145,2909,2018
1400000US17031030706,"Census Tract 307.06, Cook County, Illinois",2928,48.9,239,895,1626,522,539,2928,2018
1400000US17031030800,"Census Tract 308, Cook County, Illinois",4392,41.6,561,795,3147,169,398,4392,2018
1400000US17031030900,"Census Tract 309, Cook County, Illinois",3061,39.6,320,355,1912,363,340,3061,2018
1400000US17031031000,"Census Tract 310, Cook County, Illinois",4089,36.3,504,387,2727,190,275,4089,2018
1400000US17031031100,"Census Tract 311, Cook County, Illinois",5059,35.4,515,682,3302,102,416,5059,2018
1400000US17031031200,"Census Tract 312, Cook County, Illinois",5937,34.6,1213,503,2571,1204,605,5937,2018
1400000US17031031300,"Census Tract 313, Cook County, Illinois",7604,45.8,989,1760,3678,1555,1457,7604,2018
1400000US17031031400,"Census Tract 314, Cook County, Illinois",4853,37.8,230,1013,3159,479,704,4853,2018
1400000US17031031501,"Census Tract 315.01, Cook County, Illinois",4587,38.9,954,807,1533,1439,847,4587,2018
1400000US17031031502,"Census Tract 315.02, Cook County, Illinois",4651,33.1,759,306,1527,1867,330,4651,2018
1400000US17031031700,"Census Tract 317, Cook County, Illinois",6691,34.9,744,367,3728,1473,386,6691,2018
1400000US17031031800,"Census Tract 318, Cook County, Illinois",1857,34.2,269,115,1439,48,133,1857,2018
1400000US17031031900,"Census Tract 319, Cook County, Illinois",2566,33.8,300,238,1837,177,123,2566,2018
1400000US17031032100,"Census Tract 321, Cook County, Illinois",6837,36.5,517,733,4554,251,227,6837,2018
1400000US17031040100,"Census Tract 401, Cook County, Illinois",3879,37.2,708,384,2677,202,179,3879,2018
1400000US17031040201,"Census Tract 402.01, Cook County, Illinois",6891,33.6,1193,663,4016,174,595,6891,2018
1400000US17031040202,"Census Tract 402.02, Cook County, Illinois",7265,35.9,1291,668,3294,411,1358,7265,2018
1400000US17031040300,"Census Tract 403, Cook County, Illinois",2925,42.9,464,560,1557,118,734,2925,2018
1400000US17031040401,"Census Tract 404.01, Cook County, Illinois",3347,35.6,464,343,2121,259,214,3347,2018
1400000US17031040402,"Census Tract 404.02, Cook County, Illinois",5269,33.1,1089,213,3891,53,301,5269,2018
1400000US17031040600,"Census Tract 406, Cook County, Illinois",2514,34.0,405,203,2036,65,32,2514,2018
1400000US17031040700,"Census Tract 407, Cook County, Illinois",3440,34.4,656,228,2487,84,94,3440,2018
1400000US17031040800,"Census Tract 408, Cook County, Illinois",1829,36.1,300,211,1276,65,95,1829,2018
1400000US17031040900,"Census Tract 409, Cook County, Illinois",1842,34.9,214,136,1581,39,51,1842,2018
1400000US17031050100,"Census Tract 501, Cook County, Illinois",2731,34.4,529,177,2039,74,200,2731,2018
1400000US17031050200,"Census Tract 502, Cook County, Illinois",5431,38.1,1435,778,4449,64,199,5431,2018
1400000US17031050300,"Census Tract 503, Cook County, Illinois",2723,38.0,604,326,1725,0,307,2723,2018
1400000US17031050500,"Census Tract 505, Cook County, Illinois",6069,34.1,1876,283,5066,35,173,6069,2018
1400000US17031050600,"Census Tract 506, Cook County, Illinois",2177,35.4,325,155,1930,3,93,2177,2018
1400000US17031050700,"Census Tract 507, Cook County, Illinois",1610,32.7,338,110,1488,4,37,1610,2018
1400000US17031050800,"Census Tract 508, Cook County, Illinois",1457,33.6,350,68,1192,23,38,1457,2018
1400000US17031050900,"Census Tract 509, Cook County, Illinois",1302,34.0,277,142,938,12,106,1302,2018
1400000US17031051000,"Census Tract 510, Cook County, Illinois",1718,33.3,451,140,1064,36,99,1718,2018
1400000US17031051100,"Census Tract 511, Cook County, Illinois",1654,32.9,534,101,1305,23,43,1654,2018
1400000US17031051200,"Census Tract 512, Cook County, Illinois",1594,31.8,367,72,1258,101,57,1594,2018
1400000US17031051300,"Census Tract 513, Cook County, Illinois",2826,35.3,711,90,2348,87,114,2826,2018
1400000US17031051400,"Census Tract 514, Cook County, Illinois",1796,32.6,396,81,1369,68,121,1796,2018
1400000US17031060100,"Census Tract 601, Cook County, Illinois",2852,34.8,598,164,2204,131,91,2852,2018
1400000US17031060200,"Census Tract 602, Cook County, Illinois",2324,31.7,398,138,1646,33,141,2324,2018
1400000US17031060300,"Census Tract 603, Cook County, Illinois",3214,30.7,630,151,2553,51,223,3214,2018
1400000US17031060400,"Census Tract 604, Cook County, Illinois",3779,29.5,798,135,3065,29,157,3779,2018
1400000US17031060500,"Census Tract 605, Cook County, Illinois",1295,44.8,187,439,837,73,136,1295,2018
1400000US17031060800,"Census Tract 608, Cook County, Illinois",5048,34.3,410,485,3735,182,538,5048,2018
1400000US17031060900,"Census Tract 609, Cook County, Illinois",7114,34.8,447,691,4846,564,319,7114,2018
1400000US17031061000,"Census Tract 610, Cook County, Illinois",2208,29.9,116,64,1770,36,117,2208,2018
1400000US17031061100,"Census Tract 611, Cook County, Illinois",1379,27.2,138,36,1214,42,77,1379,2018
1400000US17031061200,"Census Tract 612, Cook County, Illinois",1961,27.3,315,82,1628,26,114,1961,2018
1400000US17031061500,"Census Tract 615, Cook County, Illinois",1888,29.2,193,75,1532,34,50,1888,2018
1400000US17031061800,"Census Tract 618, Cook County, Illinois",1340,27.8,158,71,919,56,126,1340,2018
1400000US17031061901,"Census Tract 619.01, Cook County, Illinois",3597,32.0,308,282,2610,47,590,3597,2018
1400000US17031061902,"Census Tract 619.02, Cook County, Illinois",4653,37.6,251,875,3809,107,470,4653,2018
1400000US17031062000,"Census Tract 620, Cook County, Illinois",2981,28.7,227,137,2480,75,170,2981,2018
1400000US17031062100,"Census Tract 621, Cook County, Illinois",3772,28.7,310,258,3075,99,208,3772,2018
1400000US17031062200,"Census Tract 622, Cook County, Illinois",2719,29.3,309,85,2178,121,111,2719,2018
1400000US17031062300,"Census Tract 623, Cook County, Illinois",1602,30.8,295,75,1324,28,116,1602,2018
1400000US17031062400,"Census Tract 624, Cook County, Illinois",1576,33.6,256,170,1381,66,54,1576,2018
1400000US17031062500,"Census Tract 625, Cook County, Illinois",1575,31.3,234,80,1252,41,133,1575,2018
1400000US17031062600,"Census Tract 626, Cook County, Illinois",2370,33.0,608,69,1764,31,282,2370,2018
1400000US17031062700,"Census Tract 627, Cook County, Illinois",2885,31.8,651,217,2611,8,55,2885,2018
1400000US17031062800,"Census Tract 628, Cook County, Illinois",3625,29.3,589,122,2962,53,244,3625,2018
1400000US17031062900,"Census Tract 629, Cook County, Illinois",3818,29.3,441,91,3313,169,138,3818,2018
1400000US17031063000,"Census Tract 630, Cook County, Illinois",3448,29.7,424,62,2462,169,385,3448,2018
1400000US17031063100,"Census Tract 631, Cook County, Illinois",2310,30.2,293,71,1833,21,123,2310,2018
1400000US17031063200,"Census Tract 632, Cook County, Illinois",6897,33.4,609,1012,5878,79,394,6897,2018
1400000US17031063301,"Census Tract 633.01, Cook County, Illinois",2768,32.0,112,486,2067,214,133,2768,2018
1400000US17031063302,"Census Tract 633.02, Cook County, Illinois",3781,31.5,161,467,2955,120,353,3781,2018
1400000US17031063303,"Census Tract 633.03, Cook County, Illinois",1223,66.8,28,628,1043,3,111,1223,2018
1400000US17031063400,"Census Tract 634, Cook County, Illinois",2318,29.2,270,61,1893,62,177,2318,2018
1400000US17031070101,"Census Tract 701.01, Cook County, Illinois",3878,32.4,398,772,3177,44,241,3878,2018
1400000US17031070102,"Census Tract 701.02, Cook County, Illinois",2920,30.5,179,254,2304,95,163,2920,2018
1400000US17031070103,"Census Tract 701.03, Cook County, Illinois",1621,27.2,75,91,1277,83,166,1621,2018
1400000US17031070200,"Census Tract 702, Cook County, Illinois",4283,29.7,561,198,3457,225,338,4283,2018
1400000US17031070300,"Census Tract 703, Cook County, Illinois",3575,28.2,467,97,3062,52,158,3575,2018
1400000US17031070400,"Census Tract 704, Cook County, Illinois",3237,33.3,362,453,2546,218,280,3237,2018
1400000US17031070500,"Census Tract 705, Cook County, Illinois",3421,34.1,560,425,2816,233,196,3421,2018
1400000US17031070600,"Census Tract 706, Cook County, Illinois",3257,30.2,806,101,2734,12,198,3257,2018
1400000US17031070700,"Census Tract 707, Cook County, Illinois",4272,29.3,979,172,2826,450,384,4272,2018
1400000US17031071000,"Census Tract 710, Cook County, Illinois",4604,21.2,403,144,3628,252,335,4604,2018
1400000US17031071100,"Census Tract 711, Cook County, Illinois",3180,26.5,385,85,2264,88,412,3180,2018
1400000US17031071200,"Census Tract 712, Cook County, Illinois",2024,30.5,284,291,1489,128,180,2024,2018
1400000US17031071300,"Census Tract 713, Cook County, Illinois",3982,29.9,597,375,3282,50,438,3982,2018
1400000US17031071400,"Census Tract 714, Cook County, Illinois",4745,35.4,294,634,3609,270,278,4745,2018
1400000US17031071500,"Census Tract 715, Cook County, Illinois",6065,32.2,664,556,5117,113,454,6065,2018
1400000US17031071600,"Census Tract 716, Cook County, Illinois",1832,35.5,450,307,1342,189,126,1832,2018
1400000US17031071700,"Census Tract 717, Cook County, Illinois",1729,34.7,324,179,1242,179,166,1729,2018
1400000US17031071800,"Census Tract 718, Cook County, Illinois",2741,32.9,608,211,1997,267,258,2741,2018
1400000US17031080100,"Census Tract 801, Cook County, Illinois",6795,37.4,591,1406,5893,177,382,6795,2018
1400000US17031080201,"Census Tract 802.01, Cook County, Illinois",3141,44.8,34,912,2526,196,254,3141,2018
1400000US17031080202,"Census Tract 802.02, Cook County, Illinois",3302,34.3,211,534,2874,114,152,3302,2018
1400000US17031080300,"Census Tract 803, Cook County, Illinois",4770,31.4,584,287,3644,185,489,4770,2018
1400000US17031080400,"Census Tract 804, Cook County, Illinois",4142,27.3,1142,308,1297,2468,76,4142,2018
1400000US17031081000,"Census Tract 810, Cook County, Illinois",7439,32.0,218,1523,4741,1040,982,7439,2018
1400000US17031081100,"Census Tract 811, Cook County, Illinois",4092,34.2,221,446,2605,311,347,4092,2018
1400000US17031081201,"Census Tract 812.01, Cook County, Illinois",4500,40.6,149,1163,3483,109,590,4500,2018
1400000US17031081202,"Census Tract 812.02, Cook County, Illinois",2951,57.2,208,1041,2469,63,231,2951,2018
1400000US17031081300,"Census Tract 813, Cook County, Illinois",5313,57.9,257,1934,4149,125,716,5313,2018
1400000US17031081401,"Census Tract 814.01, Cook County, Illinois",2342,51.9,87,740,1748,34,280,2342,2018
1400000US17031081402,"Census Tract 814.02, Cook County, Illinois",5325,37.4,464,923,3417,212,1285,5325,2018
1400000US17031081403,"Census Tract 814.03, Cook County, Illinois",8046,33.2,385,766,5437,242,1704,8046,2018
1400000US17031081500,"Census Tract 815, Cook County, Illinois",4585,36.2,144,631,2998,127,971,4585,2018
1400000US17031081600,"Census Tract 816, Cook County, Illinois",4000,33.5,333,334,2765,204,680,4000,2018
1400000US17031081700,"Census Tract 817, Cook County, Illinois",3831,31.8,146,197,2672,172,593,3831,2018
1400000US17031081800,"Census Tract 818, Cook County, Illinois",9919,33.5,943,543,8089,251,942,9919,2018
1400000US17031081900,"Census Tract 819, Cook County, Illinois",923,33.2,172,56,445,377,73,923,2018
1400000US17031090100,"Census Tract 901, Cook County, Illinois",3508,43.5,806,646,2701,29,167,3508,2018
1400000US17031090200,"Census Tract 902, Cook County, Illinois",6838,37.9,1481,889,5788,194,99,6838,2018
1400000US17031090300,"Census Tract 903, Cook County, Illinois",1378,40.7,315,186,1267,0,22,1378,2018
1400000US17031100100,"Census Tract 1001, Cook County, Illinois",5563,38.5,1071,857,4504,1,151,5563,2018
1400000US17031100200,"Census Tract 1002, Cook County, Illinois",6872,41.5,1309,1319,5664,163,126,6872,2018
1400000US17031100300,"Census Tract 1003, Cook County, Illinois",6186,50.1,913,1733,4957,43,317,6186,2018
1400000US17031100400,"Census Tract 1004, Cook County, Illinois",3364,40.8,850,520,2712,1,100,3364,2018
1400000US17031100500,"Census Tract 1005, Cook County, Illinois",5696,44.2,1262,1060,4681,16,144,5696,2018
1400000US17031100600,"Census Tract 1006, Cook County, Illinois",4789,43.4,1032,793,3378,53,330,4789,2018
1400000US17031100700,"Census Tract 1007, Cook County, Illinois",4700,46.2,758,798,3749,4,175,4700,2018
1400000US17031110100,"Census Tract 1101, Cook County, Illinois",5367,37.5,1196,778,3556,55,450,5367,2018
1400000US17031110200,"Census Tract 1102, Cook County, Illinois",3433,39.5,688,710,1948,74,612,3433,2018
1400000US17031110300,"Census Tract 1103, Cook County, Illinois",5720,42.0,1157,894,3683,0,473,5720,2018
1400000US17031110400,"Census Tract 1104, Cook County, Illinois",4467,42.1,762,753,2759,21,385,4467,2018
1400000US17031110501,"Census Tract 1105.01, Cook County, Illinois",5390,41.1,1135,705,3142,25,668,5390,2018
1400000US17031110502,"Census Tract 1105.02, Cook County, Illinois",3612,36.0,671,543,2071,132,306,3612,2018
1400000US17031120100,"Census Tract 1201, Cook County, Illinois",4102,46.4,880,829,3572,7,98,4102,2018
1400000US17031120200,"Census Tract 1202, Cook County, Illinois",4725,43.5,1230,1025,3289,144,507,4725,2018
1400000US17031120300,"Census Tract 1203, Cook County, Illinois",6516,44.3,1553,1192,4488,49,1080,6516,2018
1400000US17031120400,"Census Tract 1204, Cook County, Illinois",3749,39.9,915,487,1918,15,647,3749,2018
1400000US17031130100,"Census Tract 1301, Cook County, Illinois",5228,50.0,1336,1797,3134,164,1502,5228,2018
1400000US17031130200,"Census Tract 1302, Cook County, Illinois",1547,48.7,314,321,946,30,246,1547,2018
1400000US17031130300,"Census Tract 1303, Cook County, Illinois",5482,33.9,1216,581,2490,249,1384,5482,2018
1400000US17031140100,"Census Tract 1401, Cook County, Illinois",3527,27.0,1165,134,1178,496,344,3527,2018
1400000US17031140200,"Census Tract 1402, Cook County, Illinois",6429,28.4,1124,470,2102,386,1074,6429,2018
1400000US17031140301,"Census Tract 1403.01, Cook County, Illinois",2700,32.3,740,245,358,40,651,2700,2018
1400000US17031140302,"Census Tract 1403.02, Cook County, Illinois",4127,38.3,903,671,1393,206,556,4127,2018
1400000US17031140400,"Census Tract 1404, Cook County, Illinois",6011,41.4,1230,924,2937,25,1088,6011,2018
1400000US17031140500,"Census Tract 1405, Cook County, Illinois",4264,35.6,1180,483,1319,182,707,4264,2018
1400000US17031140601,"Census Tract 1406.01, Cook County, Illinois",2927,37.7,588,347,649,179,626,2927,2018
1400000US17031140602,"Census Tract 1406.02, Cook County, Illinois",4822,30.7,1128,438,1000,303,566,4822,2018
1400000US17031140701,"Census Tract 1407.01, Cook County, Illinois",2920,33.8,609,170,698,161,549,2920,2018
1400000US17031140702,"Census Tract 1407.02, Cook County, Illinois",6162,33.6,1436,318,1574,191,300,6162,2018
1400000US17031140800,"Census Tract 1408, Cook County, Illinois",6454,37.4,1357,622,2919,333,742,6454,2018
1400000US17031150200,"Census Tract 1502, Cook County, Illinois",7747,38.1,1416,836,4527,53,554,7747,2018
1400000US17031150300,"Census Tract 1503, Cook County, Illinois",7859,38.3,1655,1112,4502,201,240,7859,2018
1400000US17031150401,"Census Tract 1504.01, Cook County, Illinois",5228,39.1,1303,715,3141,89,177,5228,2018
1400000US17031150402,"Census Tract 1504.02, Cook County, Illinois",3599,36.3,713,382,2511,53,136,3599,2018
1400000US17031150501,"Census Tract 1505.01, Cook County, Illinois",3957,42.6,748,580,2549,113,162,3957,2018
1400000US17031150502,"Census Tract 1505.02, Cook County, Illinois",4378,38.8,1072,548,2580,70,357,4378,2018
1400000US17031150600,"Census Tract 1506, Cook County, Illinois",4246,38.5,883,588,1942,85,353,4246,2018
1400000US17031150700,"Census Tract 1507, Cook County, Illinois",4197,38.2,849,659,1916,64,230,4197,2018
1400000US17031150800,"Census Tract 1508, Cook County, Illinois",4967,37.3,952,539,1975,24,401,4967,2018
1400000US17031151001,"Census Tract 1510.01, Cook County, Illinois",2714,35.4,614,273,794,45,136,2714,2018
1400000US17031151002,"Census Tract 1510.02, Cook County, Illinois",4770,35.8,1186,466,1158,59,98,4770,2018
1400000US17031151100,"Census Tract 1511, Cook County, Illinois",5325,36.3,1235,672,1942,25,383,5325,2018
1400000US17031151200,"Census Tract 1512, Cook County, Illinois",3474,40.6,689,438,1646,24,70,3474,2018
1400000US17031160100,"Census Tract 1601, Cook County, Illinois",2577,36.2,624,277,1346,15,356,2577,2018
1400000US17031160200,"Census Tract 1602, Cook County, Illinois",3002,41.6,598,468,1902,27,301,3002,2018
1400000US17031160300,"Census Tract 1603, Cook County, Illinois",3764,34.4,526,529,2233,288,402,3764,2018
1400000US17031160400,"Census Tract 1604, Cook County, Illinois",4693,34.8,890,501,2207,217,286,4693,2018
1400000US17031160501,"Census Tract 1605.01, Cook County, Illinois",3870,31.8,1045,375,942,243,493,3870,2018
1400000US17031160502,"Census Tract 1605.02, Cook County, Illinois",3782,32.2,895,270,907,17,163,3782,2018
1400000US17031160601,"Census Tract 1606.01, Cook County, Illinois",3529,35.3,771,348,1685,62,170,3529,2018
1400000US17031160602,"Census Tract 1606.02, Cook County, Illinois",3681,35.8,671,307,1392,109,382,3681,2018
1400000US17031160700,"Census Tract 1607, Cook County, Illinois",6191,40.2,945,568,2696,205,645,6191,2018
1400000US17031160800,"Census Tract 1608, Cook County, Illinois",4909,35.9,794,523,1630,80,537,4909,2018
1400000US17031160900,"Census Tract 1609, Cook County, Illinois",2464,38.6,460,220,1285,48,249,2464,2018
1400000US17031161000,"Census Tract 1610, Cook County, Illinois",2151,35.7,536,203,1271,53,34,2151,2018
1400000US17031161100,"Census Tract 1611, Cook County, Illinois",2043,40.3,515,167,1293,138,172,2043,2018
1400000US17031161200,"Census Tract 1612, Cook County, Illinois",3090,34.5,696,291,910,21,145,3090,2018
1400000US17031161300,"Census Tract 1613, Cook County, Illinois",3919,36.6,757,383,1341,110,82,3919,2018
1400000US17031170100,"Census Tract 1701, Cook County, Illinois",2058,57.2,100,723,1588,157,90,2058,2018
1400000US17031170200,"Census Tract 1702, Cook County, Illinois",4106,36.5,988,610,2131,0,316,4106,2018
1400000US17031170300,"Census Tract 1703, Cook County, Illinois",5350,37.8,1365,842,2973,3,268,5350,2018
1400000US17031170400,"Census Tract 1704, Cook County, Illinois",4044,41.3,882,747,2696,75,208,4044,2018
1400000US17031170500,"Census Tract 1705, Cook County, Illinois",5593,42.2,1111,955,3832,0,383,5593,2018
1400000US17031170600,"Census Tract 1706, Cook County, Illinois",2468,46.6,472,509,1895,15,92,2468,2018
1400000US17031170700,"Census Tract 1707, Cook County, Illinois",3177,42.2,721,525,2145,7,298,3177,2018
1400000US17031170800,"Census Tract 1708, Cook County, Illinois",4189,38.7,880,532,2639,35,174,4189,2018
1400000US17031170900,"Census Tract 1709, Cook County, Illinois",1881,40.9,399,306,951,79,54,1881,2018
1400000US17031171000,"Census Tract 1710, Cook County, Illinois",7328,42.6,1367,1406,4395,533,403,7328,2018
1400000US17031171100,"Census Tract 1711, Cook County, Illinois",3841,36.4,871,524,1914,85,247,3841,2018
1400000US17031180100,"Census Tract 1801, Cook County, Illinois",6360,38.0,1343,915,2620,51,451,6360,2018
1400000US17031190100,"Census Tract 1901, Cook County, Illinois",2606,35.1,675,352,244,36,63,2606,2018
1400000US17031190200,"Census Tract 1902, Cook County, Illinois",5624,35.0,1564,558,702,121,77,5624,2018
1400000US17031190300,"Census Tract 1903, Cook County, Illinois",5535,35.9,1213,535,1575,72,37,5535,2018
1400000US17031190401,"Census Tract 1904.01, Cook County, Illinois",4193,35.5,1018,506,1275,0,295,4193,2018
1400000US17031190402,"Census Tract 1904.02, Cook County, Illinois",5572,36.7,1447,615,1469,85,37,5572,2018
1400000US17031190601,"Census Tract 1906.01, Cook County, Illinois",5145,31.7,1310,351,312,255,21,5145,2018
1400000US17031190602,"Census Tract 1906.02, Cook County, Illinois",5608,38.3,1269,545,719,145,165,5608,2018
1400000US17031190701,"Census Tract 1907.01, Cook County, Illinois",2924,33.9,846,243,337,15,41,2924,2018
1400000US17031190702,"Census Tract 1907.02, Cook County, Illinois",4841,30.2,1488,280,495,225,0,4841,2018
1400000US17031190800,"Census Tract 1908, Cook County, Illinois",7338,34.5,2041,653,747,57,54,7338,2018
1400000US17031190900,"Census Tract 1909, Cook County, Illinois",2537,32.7,622,308,210,72,0,2537,2018
1400000US17031191000,"Census Tract 1910, Cook County, Illinois",2651,35.9,731,245,165,32,140,2651,2018
1400000US17031191100,"Census Tract 1911, Cook County, Illinois",7482,30.8,2463,541,383,262,139,7482,2018
1400000US17031191200,"Census Tract 1912, Cook County, Illinois",3934,28.9,1154,145,100,31,1,3934,2018
1400000US17031191301,"Census Tract 1913.01, Cook County, Illinois",5658,32.4,1649,504,168,179,259,5658,2018
1400000US17031191302,"Census Tract 1913.02, Cook County, Illinois",5333,32.2,1699,348,436,216,0,5333,2018
1400000US17031200100,"Census Tract 2001, Cook County, Illinois",3763,36.8,887,455,806,91,143,3763,2018
1400000US17031200200,"Census Tract 2002, Cook County, Illinois",4800,36.3,887,540,599,182,73,4800,2018
1400000US17031200300,"Census Tract 2003, Cook County, Illinois",1962,29.0,539,160,136,31,29,1962,2018
1400000US17031200401,"Census Tract 2004.01, Cook County, Illinois",3746,33.6,998,384,304,124,32,3746,2018
1400000US17031200402,"Census Tract 2004.02, Cook County, Illinois",4380,32.3,1150,389,164,192,154,4380,2018
1400000US17031210100,"Census Tract 2101, Cook County, Illinois",3684,33.8,814,350,1757,140,314,3684,2018
1400000US17031210400,"Census Tract 2104, Cook County, Illinois",2851,33.6,674,365,783,66,44,2851,2018
1400000US17031210501,"Census Tract 2105.01, Cook County, Illinois",3273,33.2,623,185,1086,165,16,3273,2018
1400000US17031210502,"Census Tract 2105.02, Cook County, Illinois",4685,31.7,1208,270,1202,126,45,4685,2018
1400000US17031210601,"Census Tract 2106.01, Cook County, Illinois",2761,34.1,481,274,836,4,130,2761,2018
1400000US17031210602,"Census Tract 2106.02, Cook County, Illinois",4200,32.3,820,473,1313,109,190,4200,2018
1400000US17031210700,"Census Tract 2107, Cook County, Illinois",4392,32.7,887,386,1505,36,147,4392,2018
1400000US17031210800,"Census Tract 2108, Cook County, Illinois",1077,29.2,153,17,503,1,14,1077,2018
1400000US17031210900,"Census Tract 2109, Cook County, Illinois",3095,30.4,699,292,1580,70,139,3095,2018
1400000US17031220300,"Census Tract 2203, Cook County, Illinois",2201,33.4,361,191,1365,44,57,2201,2018
1400000US17031220400,"Census Tract 2204, Cook County, Illinois",2643,33.5,277,302,1698,15,160,2643,2018
1400000US17031220500,"Census Tract 2205, Cook County, Illinois",2607,30.6,251,163,1718,172,125,2607,2018
1400000US17031220601,"Census Tract 2206.01, Cook County, Illinois",1763,30.9,418,102,875,56,15,1763,2018
1400000US17031220602,"Census Tract 2206.02, Cook County, Illinois",5058,33.1,757,505,2455,220,136,5058,2018
1400000US17031220701,"Census Tract 2207.01, Cook County, Illinois",3230,32.6,731,193,744,150,47,3230,2018
1400000US17031220702,"Census Tract 2207.02, Cook County, Illinois",3817,30.5,934,166,1060,151,128,3817,2018
1400000US17031220901,"Census Tract 2209.01, Cook County, Illinois",3073,30.1,750,228,658,284,26,3073,2018
1400000US17031220902,"Census Tract 2209.02, Cook County, Illinois",2927,32.7,661,261,495,18,24,2927,2018
1400000US17031221000,"Census Tract 2210, Cook County, Illinois",2774,29.9,730,127,748,283,44,2774,2018
1400000US17031221100,"Census Tract 2211, Cook County, Illinois",5207,31.8,809,540,2027,464,117,5207,2018
1400000US17031221200,"Census Tract 2212, Cook County, Illinois",2917,30.9,391,197,1725,142,63,2917,2018
1400000US17031221300,"Census Tract 2213, Cook County, Illinois",2848,33.5,296,226,1496,104,104,2848,2018
1400000US17031221400,"Census Tract 2214, Cook County, Illinois",3026,32.8,610,150,1390,131,100,3026,2018
